course	order	source_id	title_en	xml_ids	canonical_path	source_sha256	indonesian_path	bridge_lane	telugu_status
B10	31	source/practice/gt-intro.ptx	Practice Problems	practice_gt-intro	downloads/upstream-discrete/source/practice/gt-intro.ptx	a9fd43e18a4befe2e166072bf566707c84dac08ff1487db532835aa76af2e746	downloads/discrete-mathematics-open-introduction-id/source/practice/gt-intro.ptx	B10-proof-discrete-after-A30	not_started
B10	32	source/exercises/gt-intro.ptx	Additional Exercises	exercises_gt-intro;img-bipartitelabel;exr-degree1handshake	downloads/upstream-discrete/source/exercises/gt-intro.ptx	7bebded3c3ab9fd367da891af7edc73e39557024590fbc583c8dd038729e9ca8	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-intro.ptx	B10-proof-discrete-after-A30	not_started
B10	33	source/sec_gt-trees.ptx	Trees	sec_trees;family-tree;PA-gt-trees;prop-unique-paths-trees;cor-unique-paths-forests;prop-leaves-in-trees;prop-tree-edge-vertex;definition-spanningtree;thm-spanning-tree;gt-trees-spanning-q;gt-trees-spanning1;gt-trees-spanning2;subsec-rooted-trees;img-labeled-tree;rqs-gt-trees	downloads/upstream-discrete/source/sec_gt-trees.ptx	749acb1a0506e83dd6a717ece77f5a8becc829587846890a7f479e0402448cd6	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-trees.ptx	B10-proof-discrete-after-A30	not_started
B10	34	source/practice/gt-trees.ptx	Practice Problems	practice_gt-trees	downloads/upstream-discrete/source/practice/gt-trees.ptx	414ffb19b013b5785a7a81cd7408fc73b8d12bf2d7477a969af6f3b50c7f1797	downloads/discrete-mathematics-open-introduction-id/source/practice/gt-trees.ptx	B10-proof-discrete-after-A30	not_started
B10	35	source/exercises/gt-trees.ptx	Additional Exercises	exercises_gt-trees;ex-tree-deg-seq;ex-forest;img-labeled-tree2;img-gt-ex-fish	downloads/upstream-discrete/source/exercises/gt-trees.ptx	a35e3c3c698cda00dfb711a2431e823ebb0e13892fccd70f695c45220f7f593b	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-trees.ptx	B10-proof-discrete-after-A30	not_started
B10	36	source/sec_gt-planar.ptx	Planar Graphs	sec_gt-planar;PA-gt-planar;rqs-gt-planar;c4-cross	downloads/upstream-discrete/source/sec_gt-planar.ptx	1d48665812f3d0f97d30f1962450c5d953d6f791297767867ca0e3c04b5b1a01	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-planar.ptx	B10-proof-discrete-after-A30	not_started
B10	37	source/practice/gt-planar.ptx	Practice Problems	practice_gt-planar	downloads/upstream-discrete/source/practice/gt-planar.ptx	3977c59ad3e52cf70524bd453aa33482357f673c614ffe91a80efe7e066601e8	downloads/discrete-mathematics-open-introduction-id/source/practice/gt-planar.ptx	B10-proof-discrete-after-A30	not_started
B10	38	source/exercises/gt-planar.ptx	Additional Exercises	exercises_gt-planar;img_pertersen_graph;exr-grotzsch-nonplanar;img-grotzsch1;img-grotzsch-plus	downloads/upstream-discrete/source/exercises/gt-planar.ptx	16d0419d2a1135baf461a0fbd9c5708ed2391a363a5527ff490bb4dff6d9de4e	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-planar.ptx	B10-proof-discrete-after-A30	not_started
B10	39	source/sec_gt-paths.ptx	Euler Trails and Circuits	sec_gt-paths;PA-gt-paths;gt-ham-paths;rqs-gt-paths	downloads/upstream-discrete/source/sec_gt-paths.ptx	8780363ac2c434806f6f0f354d03b213f4bf52959e6db81f61d53b45520c1c41	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-paths.ptx	B10-proof-discrete-after-A30	not_started
B10	40	source/practice/gt-paths.ptx	Practice Problems	practice_gt-paths	downloads/upstream-discrete/source/practice/gt-paths.ptx	d081e6d072e36cb9d3ae46865f6d49037abed692112fe4d010dbab43bb71928f	downloads/discrete-mathematics-open-introduction-id/source/practice/gt-paths.ptx	B10-proof-discrete-after-A30	not_started
B10	41	source/exercises/gt-paths.ptx	Additional Exercises	exercises_gt-paths;southwest-states;added-bridges;graph-10-friends;d24;d62;d13;d46;d53;d43;d65;d36;gt-ham-bipart	downloads/upstream-discrete/source/exercises/gt-paths.ptx	45229d2521ddb3f7207e57ac1bf9d43557474605fc9aeb04b48c3216deb56d86	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-paths.ptx	B10-proof-discrete-after-A30	not_started
B10	42	source/sec_gt-coloring.ptx	Coloring	sec_coloring;thm-four-color;rqs-gt-coloring	downloads/upstream-discrete/source/sec_gt-coloring.ptx	f7de0a77d445e60e6c0244b7472558d4f973cd2c354a3eab09c772fadbbabec9	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-coloring.ptx	B10-proof-discrete-after-A30	not_started
B10	43	source/activities/coloring-vertices.ptx	Preview Activity	PA-coloring-vertices	downloads/upstream-discrete/source/activities/coloring-vertices.ptx	286f138fa82c1fff7af3b1ba1e6f927fae38d3537624351604c0383d8a910440	downloads/discrete-mathematics-open-introduction-id/source/activities/coloring-vertices.ptx	B10-proof-discrete-after-A30	not_started
B10	44	source/practice/gt-coloring.ptx	Practice Problems	practice_gt-coloring	downloads/upstream-discrete/source/practice/gt-coloring.ptx	c0d056215d0c5f2d39bf4d7393d7943ac421fbfe0f8a55597d902a49dfa48fe8	downloads/discrete-mathematics-open-introduction-id/source/practice/gt-coloring.ptx	B10-proof-discrete-after-A30	not_started
B10	45	source/exercises/gt-coloring.ptx	Additional Exercises	exercises_gt-coloring;img-grotzsch2	downloads/upstream-discrete/source/exercises/gt-coloring.ptx	26e75c4fa80a015ed9e799e6b6bd198fe3ed85e71d1d1a03fa1e0c6b887f0b7e	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-coloring.ptx	B10-proof-discrete-after-A30	not_started
B10	46	source/sec_gt-relations.ptx	Relations and Graphs	sec_gt-relations;gt-relations-section-previw;PA-gt-relations;subsec-relations-generally;def-binary-relation;rel-in-class;rel-multiple-of;def-relation-inverse;def-relation-composition;subsec-properties-of-relations;def-relation-properties;subsec_equivalence-relations;def-equivalence-relation;eg_cong-mod-2;subsec-equivalence-classes-and-partitions;def-relation-classes;def-partition;thm-equivalence-partition;rqs-gt-relations	downloads/upstream-discrete/source/sec_gt-relations.ptx	cddaf5a6f9f2922f62e7a47e13e919ee8409ede33b80af1a1ee9c44eea24940c	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-relations.ptx	B10-proof-discrete-after-A30	not_started
B10	47	source/assets/spinners.tex			downloads/upstream-discrete/source/assets/spinners.tex	39007ea15d24383e59eb9f6097afc494e4ed5fb4f83c166a52041439746c5deb	downloads/discrete-mathematics-open-introduction-id/source/assets/spinners.tex	B10-proof-discrete-after-A30	not_started
B10	48	source/assets/class-relation.tex			downloads/upstream-discrete/source/assets/class-relation.tex	705890b7f818e5c6706d0cbc270531bc20894cc7be49bf025634ed3b51dfc067	downloads/discrete-mathematics-open-introduction-id/source/assets/class-relation.tex	B10-proof-discrete-after-A30	not_started
B10	49	source/assets/dir-multigraph-relation.tex			downloads/upstream-discrete/source/assets/dir-multigraph-relation.tex	be4ba54438d4ff0f8f34e7a7d38128cc2759cde0ccf01157b2a2d326722bab8b	downloads/discrete-mathematics-open-introduction-id/source/assets/dir-multigraph-relation.tex	B10-proof-discrete-after-A30	not_started
B10	50	source/assets/dir-class-inv-relation.tex			downloads/upstream-discrete/source/assets/dir-class-inv-relation.tex	809e6b6f4e0aadf607f66b194e8cc723ddf74b3c5e41272c4e6b9b6c5c8d3d93	downloads/discrete-mathematics-open-introduction-id/source/assets/dir-class-inv-relation.tex	B10-proof-discrete-after-A30	not_started
B10	51	source/practice/gt-relations.ptx	Practice Problems	practice_gt-relations	downloads/upstream-discrete/source/practice/gt-relations.ptx	04eaa6f1228ecaf0f36a66f8ef0b996915f0f64538551ae19b95844ee7c725b3	downloads/discrete-mathematics-open-introduction-id/source/practice/gt-relations.ptx	B10-proof-discrete-after-A30	not_started
B10	52	source/exercises/gt-relations.ptx	Additional Exercises	exercises_gt-relations	downloads/upstream-discrete/source/exercises/gt-relations.ptx	5232768f98730f2593906675a303630b5414e689eec6089f8f9bc82243ed8e55	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-relations.ptx	B10-proof-discrete-after-A30	not_started
B10	53	source/sec_gt-matchings.ptx	Matching in Bipartite Graphs	sec_matchings	downloads/upstream-discrete/source/sec_gt-matchings.ptx	4891d89c70dc22df1da3508a62adbff4eb359a21196305b85aa65b65b4f8ca35	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-matchings.ptx	B10-proof-discrete-after-A30	not_started
B10	54	source/exercises/gt-matchings.ptx		exercises_gt-matchings	downloads/upstream-discrete/source/exercises/gt-matchings.ptx	9de56e60835341431446e1e7e89f4a3aeb5232db7d096f0b2a4d283ab002b0b2	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-matchings.ptx	B10-proof-discrete-after-A30	not_started
B10	55	source/sec_gt-conc.ptx	Chapter Summary	sec_gt-conc	downloads/upstream-discrete/source/sec_gt-conc.ptx	af5ea84f9a222f81f080e6745d469b9f4a348688359b1cb0d19172639378feb7	downloads/discrete-mathematics-open-introduction-id/source/sec_gt-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	56	source/exercises/gt-conc.ptx	Chapter Review	exercises_gt-conc	downloads/upstream-discrete/source/exercises/gt-conc.ptx	933cc3e59781978951618d3ea3e826520a883eb94d9c8816434498f76d9aaff9	downloads/discrete-mathematics-open-introduction-id/source/exercises/gt-conc.ptx	B10-proof-discrete-after-A30	not_started
B10	57	source/ch_counting.ptx	Counting	ch_counting	downloads/upstream-discrete/source/ch_counting.ptx	dcacbdbc7f64fc7c6ac8459622284e87f7a8576c2de1fc642b31b9473763369c	downloads/discrete-mathematics-open-introduction-id/source/ch_counting.ptx	B10-proof-discrete-after-A30	not_started
B10	58	source/sec_counting-pascal.ptx	Pascal's Arithmetical Triangle	sec_counting-pascal;chessboard;PA-counting-pascal;fig-pascal-large;pascal-large;lattice-ab;img-pascal-lattice;subsec-counting-binom-bitstrings;assemblage-subset-counting;thm-binomial;rqs-counting-pascal	downloads/upstream-discrete/source/sec_counting-pascal.ptx	f98009dafbb1f994b6459c6729bf4a7df1d9c82aead1ab727418f703a668960e	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-pascal.ptx	B10-proof-discrete-after-A30	not_started
B10	59	source/practice/counting-pascal.ptx	Practice Problems	practice_counting-binom	downloads/upstream-discrete/source/practice/counting-pascal.ptx	749ddec187c9a47c24ad2bfed14f67f9900a1751ecb40b25813d65ebac094111	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-pascal.ptx	B10-proof-discrete-after-A30	not_started
B10	60	source/exercises/counting-pascal.ptx	Additional Exercises	exercises_counting-binom	downloads/upstream-discrete/source/exercises/counting-pascal.ptx	2f847628b6b08d86822f44b246590a22bc21206a1a620e1892a77cbc3df57758	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-pascal.ptx	B10-proof-discrete-after-A30	not_started
B10	61	source/sec_counting-combine-outcomes.ptx	Combining Outcomes	sec_counting-combine-outcomes;PA-counting-combine;eg-counting-magnets;principle-sum;eg-vowel-word-sum;principle-product;eg-vowel-word-product;example-counting-functions-all;subsec-sum-product;rqs-counting-addmult	downloads/upstream-discrete/source/sec_counting-combine-outcomes.ptx	a3987acf7be0f9f643a6130751adf8c8fecc3e00f0bf26685ac746d663c695f7	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-combine-outcomes.ptx	B10-proof-discrete-after-A30	not_started
B10	62	source/practice/counting-combine-outcomes.ptx	Practice Problems	practice_counting-combine-outcomes	downloads/upstream-discrete/source/practice/counting-combine-outcomes.ptx	81415091d8b3e5e784453b0b45b405e48f67cba50b683bb57cc84321eff26de0	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-combine-outcomes.ptx	B10-proof-discrete-after-A30	not_started
B10	63	source/exercises/counting-combine-outcomes.ptx	Additional Exercises	exercises_counting-combine-outcomes	downloads/upstream-discrete/source/exercises/counting-combine-outcomes.ptx	d313de09605aa85ea614d6f679b0a5866b4743fa9f52040432103a1a6fb73219	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-combine-outcomes.ptx	B10-proof-discrete-after-A30	not_started
B10	64	source/sec_counting-non-disjoint.ptx	Non-Disjoint Outcomes	sec_counting-non-disjoint;PA-counting-non-disjoint;subsec_counting-venn;eg-2-set-bit-string-venn;eg-3set-venn;subsec-pie;thm-pie-2;thm-pie-3;subsec-overlaps-and-the-product-principle;rqs-counting-non-disjoint	downloads/upstream-discrete/source/sec_counting-non-disjoint.ptx	66e011558112a22c80f1ab4a4b7a6ea8f2fe450c1a5254696b8a8f982d37efc8	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-non-disjoint.ptx	B10-proof-discrete-after-A30	not_started
B10	65	source/practice/counting-non-disjoint.ptx	Practice Problems	practice_counting-repeats	downloads/upstream-discrete/source/practice/counting-non-disjoint.ptx	edd4ead44ffc2dc7c3d02da3894c0c5cbe885336cfb05cb39ee99724159ea0f4	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-non-disjoint.ptx	B10-proof-discrete-after-A30	not_started
B10	66	source/exercises/counting-non-disjoint.ptx	Additional Exercises	exercises_counting-repeats	downloads/upstream-discrete/source/exercises/counting-non-disjoint.ptx	2ba77f663ec9a1cab1b7b610b8f7f0f9ed8955cebb06b8f8e4e5bc519e74e8ad	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-non-disjoint.ptx	B10-proof-discrete-after-A30	not_started
B10	67	source/sec_counting-combperm.ptx	Combinations and Permutations	sec_counting-combperm;PA-counting-combperm;subsec-counting-sequences;example-counting-functions-bijective;thm-k-permutation;example-counting-functions-injective;subsec-combinations;subsec-quotient-principle;rqs-counting-combperm	downloads/upstream-discrete/source/sec_counting-combperm.ptx	59399c3134c594644458327382b7349847c34d3e88e2dd88b0d21bd64daba5fb	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-combperm.ptx	B10-proof-discrete-after-A30	not_started
B10	68	source/practice/counting-combperm.ptx	Practice Problems	practice_counting-combperm	downloads/upstream-discrete/source/practice/counting-combperm.ptx	04ef5f656df7dbc3d317bb4517c6754cef387e6fb2016c7c7eeab4671377fffb	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-combperm.ptx	B10-proof-discrete-after-A30	not_started
B10	69	source/practice/wwpg/cvp-golf.pg			downloads/upstream-discrete/source/practice/wwpg/cvp-golf.pg	cf1499e4e16514466dcecc4f14b4597ca7496500b15fa2592b9b6753c94a016e	downloads/discrete-mathematics-open-introduction-id/source/practice/wwpg/cvp-golf.pg	B10-proof-discrete-after-A30	not_started
B10	70	source/exercises/counting-combperm.ptx	Additional Exercises	exercises_counting-combperm;triangle-dots	downloads/upstream-discrete/source/exercises/counting-combperm.ptx	60a9b29ed741b1b906eef47107b9043d18f93b4413686dd1abc2df46df9ecfd1	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-combperm.ptx	B10-proof-discrete-after-A30	not_started
B10	71	source/sec_counting-multisets.ptx	Counting Multisets	sec_counting-multisets;investigate-counting-multisets;def-multiset;PA-couting-multisets;subsec-cookies-kids;subsec-representing-multisets-with-bit-strings;example-multisets-int-sol;rqs-counting-multisets	downloads/upstream-discrete/source/sec_counting-multisets.ptx	6f122a756659fd6925abb8b7702364ce70ae58c9f9bb7e1f5e2ff78fa177917f	downloads/discrete-mathematics-open-introduction-id/source/sec_counting-multisets.ptx	B10-proof-discrete-after-A30	not_started
B10	72	source/assets/penny-sticks.tex			downloads/upstream-discrete/source/assets/penny-sticks.tex	394f1487bb13b8729c5cc4724452388bd8ed38e3de79acd043aa44415d1b3096	downloads/discrete-mathematics-open-introduction-id/source/assets/penny-sticks.tex	B10-proof-discrete-after-A30	not_started
B10	73	source/practice/counting-multisets.ptx	Practice Problems	exercises_stars-and-bars	downloads/upstream-discrete/source/practice/counting-multisets.ptx	4872ecb433d5a2b5e1aabda6beb5fe31239664f579764cca09a5c24ecc67a941	downloads/discrete-mathematics-open-introduction-id/source/practice/counting-multisets.ptx	B10-proof-discrete-after-A30	not_started
B10	74	source/exercises/counting-multisets.ptx	Additional Exercises	exercises_multisets	downloads/upstream-discrete/source/exercises/counting-multisets.ptx	73ce40d3feb973d46e1326e8401e402761c69258a7fad71a5a2f4d2a6ae124ab	downloads/discrete-mathematics-open-introduction-id/source/exercises/counting-multisets.ptx	B10-proof-discrete-after-A30	not_started
