source_id,local_path,bytes,observed_sha256
A30-upstream,downloads/upstream-openstax/media/9.8.2.jpg,44102,d84beb5c8bee0ab52401c73e101dcb4114178dd80ba8c881d648b9e7fe2859ba
A30-upstream,downloads/upstream-openstax/media/9_2_1.jpg,52387,b008796efd7efb75f0ee1f1fb473d452535b5430155d208523935443aeb3901f
A30-upstream,downloads/upstream-openstax/media/9_3_1.jpg,65054,33d04d4b8b9f54143b35519ec643bff674f5fa4d09eea0ece4b137c0f9989de7
A30-upstream,downloads/upstream-openstax/media/9_3_2.jpg,39988,b39672cc2171b5440c42dce975d13ff2932e21b66aac271bebe622fb1bed2c01
A30-upstream,downloads/upstream-openstax/media/9_4_1.jpg,72131,0ff354a13c824e2f5bd4e49d0edf61d21d3c8042bc85ac6b6f5ab5e3dd0c5db1
A30-upstream,downloads/upstream-openstax/media/9_6_1.jpg,61347,4a802741519905bc01703a021ea1188a8cb147cf1a53211c2242443524908ad8
A30-upstream,downloads/upstream-openstax/media/9_6_2.jpg,37625,8773e1f8ea8a572710502c5e4ab43039f10010da80b00b2bc6e9f2e9fc507273
A30-upstream,downloads/upstream-openstax/media/CNX_CAT2e_Figure_02_00_001.jpg,347823,d16bfb3700f976a24bee50928dfdb7663ad09886177839992d482cd82ca2dd4b
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_00_001.jpg,294276,80f8f30d47795a016f5dd100ac0a01f7ee33b221fc60743db6844b8a6b1922c2
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_01_001.jpg,130177,9ea9d371391273aad4a33f77889004d7c9a8fa3f3d87bd9f31cb38219dc75fdc
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_01_002.jpg,15007,b1d2f8a2e1181236cd745fbdf894ebf2562d6928f5f01a723aa279e620240282
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_01_003.jpg,46014,ebf7ded68008091c0831c4f47fefbe60a44ad27bf470482b0ee44d1cd1d3c400
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_01_004.jpg,26918,81ad5574eefa0bbddd3f7499126baa884fbc0445c954ab75cf8f6f2057d248a9
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_01_005.jpg,58792,c7ef2c65173a5aa6c217658114edc8b734026a5ab958be7c8c860643b846919d
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_02_001.jpg,25501,0d9d1ca425e42db3ef0af7f15d0b5600650c8edc43548c25e81652e31437ea44
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_02_002.jpg,21635,d707c5501284b13bc6cd865af1460f1ac692e0c3dcb808dd30cde8635b5bbfb9
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_03_001.jpg,18082,2a27079e9a5cbe1851ebead18178d20f9618b8c0ed3c8cfe373a3adf7e083e6d
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_03_002.jpg,26101,162cf8d16824ccd2a518d6825fd2227ee2e6c63cbeb1c34666d1b9fe2494b2e4
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_001.jpg,29093,1dbf5d40470e40df14a7436a617d4a659c40f16d7fd32347a1ba933fea20ae52
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_002.jpg,27739,85a0fbf985a0317506bd12fc853401b5bb20706dc90f6eae44756feaee33613d
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_003.jpg,34222,d0ca834cad850ac79b47fa264dd39021200917c660d049eda5e0d558e82f1209
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_004.jpg,37139,1fcba17234e3d35145eb6a38f4d1f84ed754f1647f41d04c1c6a7eb5b74d768d
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_005.jpg,36758,8edd0093b21cbea8867112cdf209d34ebe4ec643dd469916220af06338f65fbb
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_006.jpg,36700,0826d61355205217b82b2ad41d2447c3126195c61d093dac921039c2bdbf2e15
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_04_007.jpg,36627,85fc6e07ab20dd430495f91d3d3de0a0e4f9447e7b6d0dfb55c91e343a70885d
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_05_001.jpg,28787,517c2ed2510d18b09e272fc83a2a3c54d92753624a9db4f0522b98c2c5b33bcd
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_05_201.jpg,34675,daa8431f3cd70b5db7f46c33e3511b73d22d7a12e4d3dd1797aefa8d22c07b2b
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_05_202.jpg,29886,8ede07478ab957833c69f92675a877b65b57672fc04c70f2d6f1708c62797b86
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_01_06_201.jpg,33473,52ab458f9ca5dd7436b96b74a47bcc80e97761607c1d75fa9c6e9be5e94e2df4
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_00_001.jpg,152306,b5aa631d3a0c230a31309ebfea8bf68633c88b40c79f4e1006a85c1ac032b186
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_001.jpg,220403,684885b257b4b6914a8cdbe7408c4c3567840bd23650ce03a641efbf6a225578
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_002.jpg,46435,bcf39b08cc8cdc1c0e933997e87e33e7fdf9f562169011c11bcdcc2fde295d79
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_003.jpg,79882,df5256e4773e48832951fa915ff468fc0ff97668869621b4edde4e0868b87db9
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_004.jpg,82053,e0e34bb4540ceb7963b0eb8d67876f212ee921452bf0f01da71456e099986248
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_005.jpg,86860,0268eb075b9b1589710e532bee88bcdcc07a37dce0493edf97fa309ab2a37684
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_006.jpg,113717,4cf92e572f47d37c4ba3b9dc2613fae49024d91d19f7b39503028199d28fedf4
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_007.jpg,94763,906ca5e92dd827364c69409550eaf1d95bc34b239706cd0a5efa12470f7f0049
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_008.jpg,109475,6bb471b4a211f24426ac2fc2c37dfb4afe4db6fee427d86c263aab80bb2c2939
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_009abcN.jpg,39856,38c359bcacc243be054b766f299d678b7f42ed7c59c80ed57b002c9a1c4a401a
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_010.jpg,68119,ce5d05372c528fbff0c1b49373b62c0b75a94c9ba49f9577557400b8c78d4632
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_010ab.jpg,68123,e95ff4dae4df3fe4ec6ab644d499e0a497193b3414fcd67f3f2c451d06a7ac1a
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_011.jpg,82594,8d5d778afac2f5230ed789c867d66fedbabe82cb8bcaeadb510f09290cd90c60
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_012.jpg,64960,ef52a0357d9aecfe594e63c0409ee51c98e4d5d6ff6568ed4e4b78ee08d5e626
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_013.jpg,72540,ec7ba04e092f0739ab93ec721446e31d9505473cfe66144c03b8e1f8e5b1b155
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_014.jpg,105541,95ae920bea2f8e35bcfd26760295a315ddbd66049ca70be5187d019de32bd815
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_015.jpg,68826,561b486a7f57ffcbed2a827fad3a98ab7b6bcca5d58081915a969d5c1b87e30e
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_016.jpg,37755,f2d450a370a25a4ac3c78444c40671e267e698d20a04ffd542b27f942141b1c4
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_017.jpg,93061,57d30893451e78decfaeb0deeea588e562a092eb8ee4b40cb880f6f82a1b20d5
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_018.jpg,40251,01b1bc635f234793ee3327c945e4af3592916e1765b3619d5a20fcc2d812e413
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_201.jpg,44546,1cc85c1ddda2d982bcbf671d0ad8eab9b150e78055519a73d87a070fcd470b88
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_202.jpg,83513,2ea76af92ff962f314adc1ba24c7b11aafee91714c0360f83be62fa4fa70d144
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_203.jpg,51266,c60ab11e93c805c161a3779f32eb02ffa231aeb825c1d2757363bb123aa7739c
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_204.jpg,84559,1e23721cfd2a1c5912abae0a496338a4cbf53dd6d3de5a11c61dec3fcf94dc27
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_205.jpg,82264,8a24aadc9a8fea4a4ac59efc5373623d988d17d051b6ac14b54737e79815e6d4
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_206.jpg,72477,3a622856c1428b3342dfb3163950bda625f582defaec5e46bae85e9696f51ec3
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_207.jpg,135628,fa0dea344cbab8c714c126f95489bc78cea0947232a0aeaa1d4144154b481684
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_208.jpg,72610,4621e07c462a6947108f06df710dfeecd9eb3be7fc8446330bc05e75dcb382c7
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_209.jpg,77114,bbc4e98683d98a2926ebcc5e604b48f6258dd1af5eecb9ef611a34b02cc12891
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_210.jpg,71540,69c23c8ea0d15ce1f647fdf5702a2fc5192b3538ecd49235119e09f25d9d5a35
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_212.jpg,71246,24f33f80ff45ffa40f4f46cf283c031b22838acc9e5805b21a7117f18f2d04ee
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_213.jpg,122000,3c9b356b03bf4c1f894cb57d5160af4a2feb048a447d589c8a88fd3665bc3fa9
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_214.jpg,84010,0d575df51a0f9922755145dcc9a869f0a0b306cf5c56d3b27547f1a49856fbed
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_215.jpg,109937,2a63e661bd09ab3b8e653b8ec337042d8a75df793d3646dbbf148dfd40b06cef
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_215N.jpg,109947,88a770f2da81e82b7580e328101c402a3b0119e2a5396c29f2ec51bc677e1e72
A30-upstream,downloads/upstream-openstax/media/CNX_CAT_Figure_02_01_216.jpg,26324,037f1ffcb90966bc11d5339e24079b0c0a847efd44dbb33d81b24617b34b8601
