candidate_id,target_label,language_variety,language_tag,script_orthography,territory_community,modality,learner_stage_scope,population_low,population_base,population_high,population_unit,population_definition,population_reference_year,population_source_id,population_source_url,academic_language_overlap_low,academic_language_overlap_base,academic_language_overlap_high,overlap_definition,baseline_access_status,evidence_confidence,rankable,notes
"CN_ZH_HANS_HIGHER_VOCATIONAL_ASSOCIATE","Open higher-vocational and associate applied STEM, digital, safety, and workplace curriculum","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; higher-vocational and associate learners","captioned demonstration, simulation, worked procedure, printable job aids, and offline practice","higher vocational and associate education","","17663600","","persons","Higher-vocational and associate students enrolled in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","Career and technical English is complementary; no representative national overlap estimate was identified","Large direct formal cohort; open, accessible, self-study-complete applied content is not nationally inventoried","high","true","Administrative reach cohort; expected causal access gain is unknown; keep distinct from ordinary and vocational bachelor's learners"
"CN_ZH_HANS_ADULT_HIGHER_ED","Flexible open degree-level bridge and core learning for adult higher education","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; adult undergraduate and associate learners","mobile-first short modules, downloadable complete units, locally runnable practice, audio, and print","adult undergraduate and associate education","","8059000","","persons","Adult undergraduate and associate learners enrolled in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","English academic-language support is complementary; no representative overlap estimate was identified","Large formal continuing-education cohort; flexible, interruption-resilient, open self-study access remains a high-value endpoint","high","true","May overlap web-based higher education and self-study examination registrations; do not add these cohorts"
"CN_ZH_HANS_WEB_HIGHER_ED","Accessible downloadable higher-education courses for web-based learners","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; web-based higher-education learners","mobile-first semantic web, offline package, low-bandwidth media, audio, print, and resumable practice","web-based higher education and continuing learning","","5423500","","persons","Web-based higher-education learners enrolled in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","English academic-language support is complementary; no representative overlap estimate was identified","Direct enrolment count, but device, bandwidth, accessibility, and open-reuse adequacy are not established by online enrolment","high","true","May overlap adult higher education and self-study examination registrations; do not add these cohorts"
"CN_ZH_HANS_SELF_STUDY_EXAM","Open self-study-complete preparation and prerequisite repair for higher-education examinations","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; higher-education self-study examination registrations","mobile-first complete units, diagnostic branching, worked examples, solutions, audio, print, and offline packages","adult and continuing self-study","","4544200","","person_times","Registrations for higher-education self-study examinations in 2025, reported as person-times rather than distinct people","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","No representative measure of academic-English overlap for registrants was identified","Demand is directly observed as registrations, but distinct learners and overlap with other continuing modes are unknown","high","false","Person-times are not comparable to person counts and may include repeat registrations; do not add to adult or web higher-education cohorts"
"CN_ZH_HANS_MIGRANT_WORKER_FOUNDATIONS","Foundational, digital, vocational, health, and rights learning for migrant workers with junior-secondary education or less","Standard Written Chinese base with audio and visual alternatives; separate home-language support required","zh-Hans-CN","Simplified Chinese characters","Mainland China; migrant workers with junior-secondary education or less","five-to-fifteen-minute mobile modules, audio, visual demonstration, downloadable job aids, and offline packages","adult, workforce, and vocational upskilling","","196950000","","persons","Approximate number of migrant workers with junior-secondary education or less, derived from the rounded 301.15 million total and 65.4 percent share","2025","SRC_NBS_MIGRANT_WORKERS_2025","https://www.stats.gov.cn/sj/zxfb/202604/t20260430_1963472.html","","","","The joint distribution of home language, Putonghua ability, and simplified-character literacy is unknown","Large derived all-language workforce need ceiling; mobile access does not establish individual device control, study time, skills, accessibility, or open content access","moderate","false","Rounded derivation, not an official headcount; unrankable as a zh-Hans-CN beneficiary count; overlaps offline, rural, older, disability, and continuing-education cohorts"
"CN_ZH_HANS_TEACHER_ENABLING","Open teacher-enabling lesson sequences, misconception diagnostics, accessible assessment, and low-equipment experiments","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; full-time teachers in formal education","editable source files, lesson plans, printable class packs, accessible assessment, and offline projector versions","teacher professional learning and classroom mediation","","18701000","","persons","Full-time teachers in formal education in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","English-language professional resources may be complementary; no representative overlap estimate was identified","Direct workforce count; rural staffing and subject shortages are documented, but the rural teacher subset and open-reusable supply are not nationally quantified","high","true","Teacher cohort is not additive to learner populations; target all teachers while prioritising dispersed rural, non-core-subject, and vocational settings"
"CN_ZH_HANS_MASTERS_OPEN_RESEARCH","Open postgraduate methods, statistics, reproducibility, data stewardship, integrity, and evidence-synthesis curriculum","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; master's students","bilingual-capable text, executable code and data, templates, accessible figures, and offline packages","master's and early research training","","3546000","","persons","Master's students enrolled in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","English academic-language need is complementary; no representative national overlap estimate exists","Direct enrolled cohort; practical open-science and self-study access gaps are supported directionally, while causal access gain is unknown","high","true","May overlap R&D activity; do not add to R&D FTE person-years; English bridge is a separate intervention row"
"CN_ZH_HANS_DOCTORAL_OPEN_RESEARCH","Open advanced research design, reproducibility, data stewardship, integrity, publishing, and evidence-synthesis curriculum","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; doctoral students","bilingual-capable text, executable code and data, templates, accessible figures, and offline packages","doctoral and advanced research training","","753600","","persons","Doctoral students enrolled in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","English academic-language need is complementary; no representative national overlap estimate exists","Direct enrolled cohort; practical open-science and self-study access gaps are supported directionally, while causal access gain is unknown","high","true","May overlap R&D activity; do not add to R&D FTE person-years; English bridge is a separate intervention row"
"CN_ZH_HANS_RND_OPEN_SCIENCE","Open research and reproducibility training for the R&D community","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; R&D activity across sectors","self-study text, executable code and data, repository workflows, metadata templates, and accessible outputs","postgraduate, researcher, and professional R&D learning","","7950000","","FTE_person_years","R&D labour input in 2025 measured as full-time-equivalent person-years, not distinct researchers","2025","SRC_NBS_RD_2025","https://www.stats.gov.cn/sj/sjjd/202606/t20260602_1963861.html","","","","The overlap of Standard Chinese conceptual access and English academic-language needs is not nationally measured","Very large R&D activity base; historical OA and journal-data-policy evidence supports practical open-science training need, but distinct beneficiaries are unknown","high","false","FTE person-years are not person counts and may overlap postgraduate cohorts; present research intensity does not reduce educational need"
"CN_ZH_HANS_ENGLISH_ACADEMIC_BRIDGE","Bilingual task-based English academic reading and writing bridge","Standard Written Chinese plus English for research purposes","zh-Hans-CN","Simplified Chinese characters with Latin-script English","Mainland China; postgraduate learners, with research use extending beyond this cohort","aligned Chinese concept explanation and English reading, abstracting, methods/results phrasing, revision, and reviewer-response templates","master's, doctoral, and research training","","4299500","","persons","Master's and doctoral students enrolled in 2025","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","A 732-person purposive STEM-academic study supports a complementary need but cannot estimate national population overlap","Direct postgraduate reach cohort, but no representative denominator establishes how many need the bridge or its causal access gain","moderate","false","Exactly overlaps the sum of the master's and doctoral administrative cohorts; do not add; the purposive PLOS sample is evidence of task types, not prevalence"
"CN_ZH_HANS_LOW_LITERACY_MULTIMODAL","Plain-language, audio, visual, and supported foundational learning for adults excluded by text-only delivery","Standard Written Chinese plus optional Putonghua audio; home-language adaptation separately required","zh-Hans-CN","Simplified Chinese characters with audio and visual alternatives","Mainland China; people aged 15 or older unable to read under the 2020 census definition","plain language, audio, visual sequence, assisted navigation, print, and offline delivery","adult foundational literacy and functional learning","","37750200","","persons","People aged 15 or older who could not read under the 2020 census definition","2020","SRC_NBS_CENSUS_LITERACY_2020","https://www.stats.gov.cn/sj/zxfb/202302/t20230203_1901086.html","","","","The joint distribution of home language, Putonghua ability, and potential simplified-character learning is unknown","Text-only delivery directly excludes this broader all-language population; addressable zh-Hans-CN and Putonghua subsets are not measured","high","false","Broader need ceiling, not a count of Standard Chinese users; unrankable for zh-Hans-CN without the language intersection; do not treat illiteracy as inability to learn"
"CN_PUTONGHUA_SPOKEN_SUPPORT","Putonghua audio, listening, pronunciation, and read-aloud support distinct from written zh-Hans-CN","Putonghua, spoken standard Mandarin","cmn-Hans-CN","Spoken; optional Hanyu Pinyin and Simplified Chinese transcript","Mainland China; Putonghua users and learners","audio, transcript, read-aloud highlighting, pronunciation practice, and downloadable low-bandwidth files","cross-stage spoken-language support","","","","persons","Population able or unable to use Putonghua; only the 80.72 percent 2020 prevalence rate is reported in the profile, not a compatible headcount","2020","SRC_MOE_PUTONGHUA_2020","https://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/jyzt_2020n/2020_zt23/zhuanjiawenzhang/202011/t20201113_499865.html","","","","Joint distributions of Putonghua ability, home Sinitic or minority language, script literacy, and educational stage are unknown","Putonghua reach is broad but unequal by province and proficiency; spoken mutual intelligibility is not implied by standard-character use","high","false","Leave numeric population blank rather than deriving a headcount; this row does not claim that Putonghua or zh-Hans-CN covers Yue, Wu, Min, other Sinitic varieties, or minority languages"
"CN_ZH_HANS_ADULT_SCIENCE_LITERACY","Everyday science, evidence evaluation, risk, environment, and household-science learning","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; adults aged 18-69 within the civic scientific-literacy survey universe","plain-language mobile modules, worked decisions, audio, printable job aids, and offline practice","adult and workforce learning","","","","persons","Adults aged 18-69 who would benefit from scientific-literacy support; the profile reports a survey rate, not a compatible headcount","2025","SRC_NBS_2025_COMMUNIQUE","https://www.stats.gov.cn/sj/zxfb/202602/t20260228_1962662.html","","","","No academic-language overlap estimate applies; this is functional adult learning","Only 16.74 percent met the official threshold, but the complement is not converted to a headcount and is not relabelled scientifically illiterate","high","false","Missing numeric population is unknown, not zero; do not derive from an unmatched general-population denominator or penalise missingness"
"CN_ZH_HANS_ADULT_HEALTH_LITERACY","Health-information evaluation, care navigation, chronic and infectious disease, medication, and risk learning","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; residents aged 15-69 within the national health-literacy monitoring universe","plain-language mobile modules, audio, accessible decision aids, printable job aids, and offline delivery","adolescent, adult, and workforce health learning","","","","persons","Residents aged 15-69 who would benefit from health-literacy support; the profile reports survey rates, not a compatible headcount","2025","SRC_NHC_HEALTH_LIT_2025","https://www.nhc.gov.cn/xcs/c100122/202601/b96a86ec961c46de9036bf85901d84a9.shtml","","","","No academic-language overlap estimate applies; this is functional health learning","National health literacy was 33.69 percent in a 70,451-valid-questionnaire monitoring sample; the complement is not converted to a headcount","high","false","Missing numeric population is unknown, not zero; preserve urban, rural, regional, literacy, disability, and language heterogeneity"
"CN_ZH_HANS_ADULT_DIGITAL_INFORMATION","Phone and browser navigation, search verification, privacy, fraud, cybersecurity, documents, spreadsheets, data, and introductory programming","Standard Written Chinese","zh-Hans-CN","Simplified Chinese characters","Mainland China; adult internet users and offline adults requiring digital access support","mobile-first task simulation, audio, screenshots, downloadable job aids, and offline-first practice","adult, workforce, and continuing learning","","","","persons","Adults needing digital and information-literacy support; available skill percentages are among internet users and do not provide a distinct national person count","2024","SRC_CNNIC_54_2024","https://www.cnnic.cn/NMediaFile/2024/0911/MAIN1726017626560DHICKVFSM6.pdf","","","","No academic-language overlap estimate applies; digital skill categories overlap each other","Large skill gaps are documented among netizens, while offline adults are outside that denominator; no distinct-person beneficiary count is available","high","false","Do not multiply overlapping skill percentages into a combined headcount and do not silently exclude non-internet users"
"CN_ACCESSIBILITY_UNIVERSAL_LAYER","Universal accessibility layer across all educational domains","Language-neutral accessibility applied to zh-Hans-CN content; other-language versions remain separate","zh-Hans-CN","Simplified Chinese characters plus accessible alternative representations","Mainland China; disabled people as a broader all-language population ceiling","semantic reflowable text, keyboard access, large text, audio, Braille-ready source, captions, sign-language linkage, and audio description","all learner stages","85000000","","","persons","Official plan states that China has more than 85 million disabled people","2021","SRC_CDPF_DISABILITY_PLAN","https://www.cdpf.org.cn/zwgk/ghjh/af85c8a4edd744159b1a60f659a36d9b.htm","","","","The joint distribution of disability, home language, Putonghua ability, script literacy, and educational stage is unknown","Public-service insufficiency and uneven accessibility are documented; national educational-resource conformance and zh-Hans-CN linguistic intersection are unknown","high","false","Lower bound only; broader all-language population ceiling; not rankable as a zh-Hans-CN beneficiary count; visual and hearing cohorts may overlap"
"CN_ZH_HANS_VISUAL_ACCESS","Nonvisual and low-vision access to educational content","Standard Written Chinese with nonvisual alternatives; other-language versions remain separate","zh-Hans-CN","Simplified Chinese characters with semantic text, audio, large print, and Braille-ready source","Mainland China; people with visual disability as a broader all-language population ceiling","screen-reader semantic HTML/EPUB, structured navigation, alt text, audio, tactile-ready source, large text, and reflow","all learner stages","","","","persons","People with visual disability; the cited source gives an approximate national scale marker but its population reference year is not established in the profile","","SRC_CDPF_VISUAL_ESTIMATE","https://www.cdpf.org.cn/ywpd/xcwh/mtjjxwb/8618673c78c444c4a800dd44672cc7a9.htm","","","","The joint distribution of visual disability, language, script literacy, and educational stage is unknown","Adapted reading resources are reported as too few or slow to update; the zh-Hans-CN addressable subset is unmeasured","moderate","false","The report records an approximate 17.31 million all-language scale marker, but the machine numeric is blank because its reference year is not established; may overlap hearing, other disability, school, adult, and offline cohorts"
"CN_ZH_HANS_HEARING_ACCESS","Captioned, transcript-complete, visually scaffolded access to educational media","Standard Written Chinese caption and transcript layer; Chinese Sign Language is a separate language modality","zh-Hans-CN","Simplified Chinese characters with captions and transcripts","Mainland China; people with hearing disability as a broader all-language population ceiling","captions, transcripts, visual demonstration, speaker labels, downloadable text, and optional separately authored sign-language support","all learner stages","","","","persons","People with hearing disability; the cited source gives an approximate national scale marker but its population reference year is not established in the profile","","SRC_NPPA_READING_ACCESS_2026","https://www.nppa.gov.cn/xxfb/ywdt/202607/t20260709_998348.html","","","","The joint distribution of hearing disability, written Chinese use, sign-language use, home language, and educational stage is unknown","Adapted reading and media resources are reported as lacking adequate captions or sign-language support; the zh-Hans-CN addressable subset is unmeasured","moderate","false","The report records an approximate 27.80 million all-language scale marker, but the machine numeric is blank because its reference year is not established; written captions do not replace Chinese Sign Language; may overlap other cohorts"
"CN_ZH_HANS_SPECIAL_EDUCATION","Accessible full-curriculum and independent-learning resources for students in special education delivery modes","Standard Written Chinese base with disability-specific alternatives and separate language support where required","zh-Hans-CN","Simplified Chinese characters plus accessible alternative representations","Mainland China; students enrolled in formal special education","semantic text, audio, captioned visual instruction, tactile-ready source, print, assistive navigation, and offline packages","early childhood through upper secondary special education","","927000","","persons","Students enrolled in special education in 2025 across special schools, special classes, mainstream inclusion, and home delivery","2025","SRC_MOE_EDU_2025","https://www.moe.gov.cn/jyb_sjzl/sjzl_fztjgb/202607/t20260706_1442870.html","","","","Home-language, Putonghua, script-literacy, and disability-type distributions are not jointly reported","Direct formal-education cohort; high eligible-child enrolment does not establish learning quality or accessible material availability","high","true","Nested within school-stage enrolments; do not add; 349,900 in special schools and other delivery modes are partitions, not extra populations"
"CN_MULTILINGUAL_OFFLINE_DELIVERY","Offline-capable educational delivery retained as an access overlay","Multilingual mainland population; zh-Hans-CN-capable subset unmeasured","","Language and script depend on the separately authored content layer","Mainland China; people offline in the cross-source 2025 approximation","downloadable whole-unit HTML/EPUB, audio, transcripts, exercises, solutions, print, local search, and redundant domestic endpoints","all learner stages and non-institutional learning","","279900000","","persons","Approximate offline population derived from rounded NBS year-end population and CNNIC internet-user count","2025","SRC_CNNIC_57_2025","https://www3.cnnic.cn/n4/2026/0304/c88-11549.html","","","","The joint distribution of internet non-use, home language, Putonghua ability, and script literacy is unknown","Large derived offline need ceiling; national material abundance and online use do not establish offline functional access","moderate","false","Cross-source rounded derivation using SRC_NBS_2025_COMMUNIQUE; all-language population, not a zh-Hans-CN count; overlaps rural, older, disability, migrant, adult, and school cohorts"
"CN_MULTILINGUAL_RURAL_OFFLINE_DELIVERY","Rural low-bandwidth and offline educational delivery retained as an access overlay","Multilingual rural population; zh-Hans-CN-capable subset unmeasured","","Language and script depend on the separately authored content layer","Mainland China; rural residents offline in the cross-source 2025 approximation","small mobile downloads, audio-only alternatives, optional video quality, print, local search, and whole-unit offline packages","all learner stages in rural settings","","137600000","","persons","Approximate rural offline population derived by applying the reported 30.5 percent rural non-use share to the NBS year-end rural population","2025","SRC_CNNIC_57_2025","https://www3.cnnic.cn/n4/2026/0304/c88-11549.html","","","","The joint distribution of rural internet non-use, home language, Putonghua ability, and script literacy is unknown","Large derived rural offline need ceiling; dispersed delivery and infrastructure instability remain relevant even after broad school access","moderate","false","Cross-source rounded derivation using SRC_NBS_2025_COMMUNIQUE; all-language population, not a zh-Hans-CN count; nested within the offline estimate and overlaps older and other cohorts"
"CN_MULTILINGUAL_OLDER_ACCESS","Older-adult accessible and offline learning retained as an access overlay","Multilingual older population; zh-Hans-CN-capable subset unmeasured","","Language and script depend on the separately authored content layer","Mainland China; people aged 60 or older who were offline in the cross-source 2025 approximation","large text, plain language, audio, assisted navigation, print, phone-first and whole-unit offline packages","older-adult continuing, health, digital, and everyday learning","","149700000","","persons","Approximate older non-user population derived by applying the reported 46.3 percent non-use share to the NBS year-end population aged 60 or older","2025","SRC_CNNIC_57_2025","https://www3.cnnic.cn/n4/2026/0304/c88-11549.html","","","","The joint distribution of older internet non-use, home language, Putonghua ability, script literacy, and disability is unknown","Large derived older offline need ceiling; accessibility progress does not establish universal educational-resource conformance","moderate","false","Cross-source rounded derivation using SRC_NBS_2025_COMMUNIQUE; all-language population, not a zh-Hans-CN count; overlaps offline, rural, disability, health, and adult cohorts"
