prior_family,edition_target_id,model_need_proxy,rank,reference_rank,rank_change_from_reference,top100_member
diffuse_common,edition-target:lang:cak-GT,177014.923400,81,78,3,true
diffuse_common,edition-target:regional:ru-Cyrl-EE,163287.826000,82,82,0,true
diffuse_common,edition-target:lang:tet-Latn-TL,145132.854000,83,84,-1,true
diffuse_common,edition-target:lang:swh-Latn-RW,142779.639800,84,83,1,true
diffuse_common,edition-target:lang:mag-Deva-NP,92507.034000,85,85,0,true
diffuse_common,edition-target:lang:ctu-MX,87685.765216,86,88,-2,true
diffuse_common,edition-target:lang:mi-Latn-NZ,85967.298000,87,86,1,true
diffuse_common,edition-target:lang:mgm-Latn-TL,78702.756000,88,89,-1,true
diffuse_common,edition-target:lang:bzj-BZ,77849.035200,89,87,2,true
diffuse_common,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,67393.919700,90,91,-1,true
diffuse_common,edition-target:lang:kjb-GT,66836.922000,91,90,1,true
diffuse_common,edition-target:lang:poh-GT,53495.748000,92,92,0,true
diffuse_common,edition-target:lang:nav-US,51511.827535,93,95,-2,true
diffuse_common,edition-target:lang:acr-GT,49983.876000,94,94,0,true
diffuse_common,edition-target:lang:mkz-Latn-TL,49783.680000,95,93,2,true
diffuse_common,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,46383.279147,96,99,-3,true
diffuse_common,edition-target:lang:pap-CW,46249.296000,97,97,0,true
diffuse_common,edition-target:lang:ixl-GT,46228.794000,98,96,2,true
diffuse_common,edition-target:regional:nah-huasteca-potosina-Latn-MX,45865.870651,99,100,-1,true
diffuse_common,edition-target:lang:pis-Latn-SB,43743.792800,100,98,2,true
diffuse_common,edition-target:regional:nah-mexicano-guerrero-Latn-MX,42949.380444,101,101,0,false
diffuse_common,edition-target:regional:chol-northwest-Latn-MX,40407.779029,102,103,-1,false
diffuse_common,edition-target:lang:crs-Latn-SC,37601.283800,103,102,1,false
diffuse_common,edition-target:lang:pap-AW,29863.832400,104,104,0,false
diffuse_common,edition-target:regional:tseltal-north-Latn-MX,28985.203304,105,106,-1,false
diffuse_common,edition-target:lang:kem-Latn-TL,27735.990000,106,105,1,false
diffuse_common,edition-target:regional:tsotsil-north-high-Latn-MX,26747.919328,107,109,-2,false
diffuse_common,edition-target:lang:bfn-Latn-TL,26003.772000,108,107,1,false
diffuse_common,edition-target:lang:cri-Latn-ST,25208.214000,109,108,1,false
diffuse_common,edition-target:regional:nah-noroeste-central-Latn-MX,24455.555271,110,112,-2,false
diffuse_common,edition-target:regional:tseltal-east-Latn-MX,24205.285160,111,115,-4,false
diffuse_common,edition-target:lang:jiv-EC,23625.540000,112,110,2,false
diffuse_common,edition-target:lang:cac-GT,23553.984000,113,111,2,false
diffuse_common,edition-target:lang:agr-PE,22746.768000,114,113,1,false
diffuse_common,edition-target:lang:knj-GT,22226.580000,115,114,1,false
diffuse_common,edition-target:regional:tsotsil-centre-Latn-MX,19659.113104,116,117,-1,false
diffuse_common,edition-target:lang:tkd-Latn-TL,18807.168000,117,116,1,false
diffuse_common,edition-target:lang:tca-BR,17713.377905,118,119,-1,false
diffuse_common,edition-target:lang:iku-CA,16753.350000,119,118,1,false
diffuse_common,edition-target:lang:iu-Cans-CA,16753.350000,120,120,0,false
diffuse_common,edition-target:regional:eu-Latn-FR-64,16575.007628,121,123,-2,false
diffuse_common,edition-target:lang:sm-Latn-AS,15611.670000,122,121,1,false
diffuse_common,edition-target:lang:mh-Latn-MH,15215.681600,123,122,1,false
diffuse_common,edition-target:regional:pdt-Latn-CA,14295.920000,124,124,0,false
diffuse_common,edition-target:regional:tsotsil-northwest-Latn-MX,14213.758750,125,125,0,false
diffuse_common,edition-target:lang:shp-PE,13729.104000,126,126,0,false
diffuse_common,edition-target:lang:kgk-BR,13174.107565,127,129,-2,false
diffuse_common,edition-target:lang:jac-GT,13092.336000,128,127,1,false
diffuse_common,edition-target:lang:chk-Latn-FM,11917.716200,129,128,1,false
diffuse_common,edition-target:lang:nzs-NZ,10305.532800,130,130,0,false
diffuse_common,edition-target:lang:gub-BR,9955.042429,131,131,0,false
diffuse_common,edition-target:lang:kgp-BR,9365.482542,132,133,-1,false
diffuse_common,edition-target:regional:chol-southeast-Latn-MX,9363.269254,133,134,-1,false
diffuse_common,edition-target:regional:nah-istmo-Latn-MX,9169.456225,134,132,2,false
diffuse_common,edition-target:lang:ccr-GT,8663.100000,135,135,0,false
diffuse_common,edition-target:lang:haw-Latn-US,8146.701601,136,136,0,false
diffuse_common,edition-target:lang:pon-Latn-FM,7150.374000,137,137,0,false
diffuse_common,edition-target:lang:gui-BO,7071.984000,138,139,-1,false
diffuse_common,edition-target:lang:dhv-Latn-NC,6846.540000,139,138,1,false
diffuse_common,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,6706.688173,140,141,-1,false
diffuse_common,edition-target:lang:caa-GT,6698.526000,141,140,1,false
diffuse_common,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,6509.432638,142,143,-1,false
diffuse_common,edition-target:lang:ojs-CA,6152.610000,143,142,1,false
diffuse_common,edition-target:lang:pau-Latn-PW,5339.009400,144,144,0,false
diffuse_common,edition-target:lang:crk-CA,4826.010000,145,145,0,false
diffuse_common,edition-target:lang:na-Latn-NR,4742.628400,146,146,0,false
diffuse_common,edition-target:lang:aoa-Latn-ST,4573.554000,147,147,0,false
diffuse_common,edition-target:lang:prl-PE,4362.667200,148,148,0,false
diffuse_common,edition-target:lang:poc-GT,4336.374000,149,150,-1,false
diffuse_common,edition-target:lang:moe-CA,4317.480000,150,149,1,false
diffuse_common,edition-target:lang:agu-GT,4078.290000,151,151,0,false
diffuse_common,edition-target:lang:ch-Latn-MP,3850.758000,152,152,0,false
diffuse_common,edition-target:lang:nen-Latn-NC,3778.800000,153,153,0,false
diffuse_common,edition-target:lang:mic-CA,3714.480000,154,154,0,false
diffuse_common,edition-target:lang:acu-EC,3683.124000,155,155,0,false
diffuse_common,edition-target:lang:chr-US,3336.663975,156,156,0,false
diffuse_common,edition-target:lang:tcs-Latn-AU,3053.592000,157,157,0,false
diffuse_common,edition-target:lang:rop-Latn-AU,2976.006000,158,158,0,false
diffuse_common,edition-target:regional:gun-Latn-BR,2909.631393,159,162,-3,false
diffuse_common,edition-target:regional:inb-Latn-CO,2906.828560,160,159,1,false
diffuse_common,edition-target:lang:rap-Latn-CL,2816.412000,161,160,1,false
diffuse_common,edition-target:regional:nah-oaxaca-Latn-MX,2798.756537,162,163,-1,false
diffuse_common,edition-target:lang:bla-CA,2685.360000,163,161,2,false
diffuse_common,edition-target:lang:pri-Latn-NC,2625.060000,164,165,-1,false
diffuse_common,edition-target:lang:quv-GT,2624.256000,165,164,1,false
diffuse_common,edition-target:lang:zun-US,2591.667449,166,166,0,false
diffuse_common,edition-target:regional:nah-istmo-bajo-Latn-MX,2340.903376,167,167,0,false
diffuse_common,edition-target:lang:cho-US,2320.323799,168,169,-1,false
diffuse_common,edition-target:lang:hop-US,2270.785205,169,170,-1,false
diffuse_common,edition-target:lang:ane-Latn-NC,2251.200000,170,168,2,false
diffuse_common,edition-target:regional:gnh-Latn-BR,2141.499610,171,172,-1,false
diffuse_common,edition-target:lang:cwd-CA,2054.220000,172,171,1,false
diffuse_common,edition-target:lang:crl-CA,1959.750000,173,173,0,false
diffuse_common,edition-target:lang:csw-CA,1877.340000,174,174,0,false
diffuse_common,edition-target:lang:kos-Latn-FM,1835.532000,175,175,0,false
diffuse_common,edition-target:lang:evn-RU,1711.018061,176,178,-2,false
diffuse_common,edition-target:lang:yap-Latn-FM,1684.380000,177,176,1,false
diffuse_common,edition-target:lang:qum-GT,1670.310000,178,177,1,false
diffuse_common,edition-target:lang:dlg-RU,1491.193160,179,183,-4,false
diffuse_common,edition-target:lang:mrl-Latn-FM,1491.018000,180,179,1,false
diffuse_common,edition-target:lang:eve-RU,1473.429532,181,181,0,false
diffuse_common,edition-target:lang:ojw-CA,1459.260000,182,180,2,false
diffuse_common,edition-target:regional:rmf-Latn-FI,1407.000000,183,182,1,false
diffuse_common,edition-target:regional:nhd-Latn-BR,1193.773573,184,185,-1,false
diffuse_common,edition-target:lang:woe-Latn-FM,1186.704000,185,184,1,false
diffuse_common,edition-target:lang:ciw-CA,820.080000,186,186,0,false
diffuse_common,edition-target:lang:mop-GT,808.422000,187,187,0,false
diffuse_common,edition-target:lang:alq-CA,785.910000,188,188,0,false
diffuse_common,edition-target:lang:ckt-RU,732.115255,189,190,-1,false
diffuse_common,edition-target:lang:pre-Latn-ST,704.706000,190,189,1,false
diffuse_common,edition-target:lang:cod-PE,476.370000,191,191,0,false
diffuse_common,edition-target:lang:nsk-CA,416.070000,192,192,0,false
diffuse_common,edition-target:lang:crj-CA,359.790000,193,193,0,false
diffuse_common,edition-target:lang:pqm-CA,329.640000,194,194,0,false
diffuse_common,edition-target:lang:ikt-CA,317.580000,195,195,0,false
diffuse_common,edition-target:regional:jqr-Latn-PE,180.096000,196,196,0,false
diffuse_common,edition-target:lang:crm-CA,166.830000,197,197,0,false
diffuse_common,edition-target:lang:itz-GT,163.212000,198,198,0,false
diffuse_common,edition-target:lang:itl-RU,144.329481,199,200,-1,false
diffuse_common,edition-target:regional:inuvialuktun-Latn-CA,142.710000,200,199,1,false
diffuse_common,edition-target:lang:zh-Hans-CX,94.470000,201,201,0,false
diffuse_common,edition-target:lang:nio-RU,93.259049,202,203,-1,false
diffuse_common,edition-target:lang:otw-CA,88.440000,203,202,1,false
diffuse_common,edition-target:lang:ulk-Latn-AU,24.120000,204,204,0,false
optimistic_access_common,edition-target:lang:hi-Deva-IN,100055727.193153,1,1,0,true
optimistic_access_common,edition-target:lang:id-Latn-ID,75422523.664343,2,2,0,true
optimistic_access_common,edition-target:lang:ru-Cyrl-RU,39396858.513873,3,3,0,true
optimistic_access_common,edition-target:lang:pnb-Arab-PK,31356034.582004,4,4,0,true
optimistic_access_common,edition-target:lang:bn-Beng-IN,29864197.386838,5,5,0,true
optimistic_access_common,edition-target:lang:mr-Deva-IN,25710597.341011,6,6,0,true
optimistic_access_common,edition-target:lang:te-Telu-IN,25190989.596596,7,7,0,true
optimistic_access_common,edition-target:lang:ta-Taml-IN,21390686.176770,8,8,0,true
optimistic_access_common,edition-target:lang:jv-Latn-ID,20652164.704623,9,9,0,true
optimistic_access_common,edition-target:lang:th-Thai-TH,18041264.269439,10,10,0,true
optimistic_access_common,edition-target:lang:gu-Gujr-IN,17089301.913256,11,11,0,true
optimistic_access_common,edition-target:lang:ur-Arab-IN,15750865.768249,12,14,-2,true
optimistic_access_common,edition-target:lang:bho-Deva-IN,15705433.470457,13,13,0,true
optimistic_access_common,edition-target:lang:ps-Arab-PK,15693805.649599,14,12,2,true
optimistic_access_common,edition-target:lang:my-Mymr-MM,13765387.578250,15,15,0,true
optimistic_access_common,edition-target:lang:kn-Knda-IN,13509140.589133,16,17,-1,true
optimistic_access_common,edition-target:lang:uz-Latn-UZ,13498170.000000,17,16,1,true
optimistic_access_common,edition-target:lang:sd-Arab-PK,12373198.139317,18,18,0,true
optimistic_access_common,edition-target:lang:ary-Arab-MA,11883000.000000,19,19,0,true
optimistic_access_common,edition-target:lang:es-Latn-US,11584222.014111,20,20,0,true
optimistic_access_common,edition-target:lang:ml-Mlym-IN,10798467.712877,21,21,0,true
optimistic_access_common,edition-target:lang:or-Orya-IN,10575749.003654,22,24,-2,true
optimistic_access_common,edition-target:lang:skr-Arab-PK,10173793.648502,23,22,1,true
optimistic_access_common,edition-target:lang:yo-Latn-NG,10138029.285000,24,25,-1,true
optimistic_access_common,edition-target:lang:om-Latn-ET,9945011.405777,25,23,2,true
optimistic_access_common,edition-target:lang:su-Latn-ID,9837560.990592,26,26,0,true
optimistic_access_common,edition-target:lang:pa-Guru-IN,9670558.715680,27,28,-1,true
optimistic_access_common,edition-target:lang:mg-Latn-MG,9375584.341950,28,27,1,true
optimistic_access_common,edition-target:lang:am-Ethi-ET,8630190.765191,29,29,0,true
optimistic_access_common,edition-target:lang:ig-Latn-NG,8448357.737500,30,30,0,true
optimistic_access_common,edition-target:lang:ur-Arab-PK,8002400.238939,31,31,0,true
optimistic_access_common,edition-target:lang:cmn-Hant-TW,7371022.104000,32,32,0,true
optimistic_access_common,edition-target:lang:nan-Hant-TW,6545729.230500,33,33,0,true
optimistic_access_common,edition-target:lang:kmr-Latn-001,6116250.000000,34,34,0,true
optimistic_access_common,edition-target:lang:km-Khmr-KH,5205150.333000,35,35,0,true
optimistic_access_common,edition-target:lang:hne-Deva-IN,5044296.960383,36,36,0,true
optimistic_access_common,edition-target:lang:zu-Latn-ZA,4931094.803964,37,37,0,true
optimistic_access_common,edition-target:lang:as-Beng-IN,4600647.459585,38,39,-1,true
optimistic_access_common,edition-target:lang:ne-Deva-NP,4573017.721500,39,38,1,true
optimistic_access_common,edition-target:lang:kk-Cyrl-KZ,4428307.246500,40,40,0,true
optimistic_access_common,edition-target:lang:mai-Deva-IN,4146350.254016,41,41,0,true
optimistic_access_common,edition-target:lang:mag-Deva-IN,3945598.587866,42,42,0,true
optimistic_access_common,edition-target:lang:ca-Latn-ES,3495000.000000,43,43,0,true
optimistic_access_common,edition-target:lang:xh-Latn-ZA,3302511.647178,44,44,0,true
optimistic_access_common,edition-target:lang:rw-Latn-RW,2454149.928300,45,45,0,true
optimistic_access_common,edition-target:lang:mwr-Deva-IN,2431837.834779,46,46,0,true
optimistic_access_common,edition-target:lang:mad-Latn-ID,2350231.728863,47,47,0,true
optimistic_access_common,edition-target:lang:yue-Hant-HK,2211966.976500,48,48,0,true
optimistic_access_common,edition-target:lang:tk-Latn-TM,2201138.767500,49,49,0,true
optimistic_access_common,edition-target:lang:ckb-Arab-001,2095609.460000,50,51,-1,true
optimistic_access_common,edition-target:lang:so-Latn-ET,1970513.679980,51,50,1,true
optimistic_access_common,edition-target:lang:ky-Cyrl-KG,1873339.572000,52,52,0,true
optimistic_access_common,edition-target:lang:ti-Ethi-ET,1725261.793150,53,53,0,true
optimistic_access_common,edition-target:lang:gug-Latn-PY,1325406.753000,54,54,0,true
optimistic_access_common,edition-target:lang:min-Latn-ID,1283842.945215,55,56,-1,true
optimistic_access_common,edition-target:lang:ka-Geor-GE,1264361.484700,56,55,1,true
optimistic_access_common,edition-target:lang:awa-Deva-IN,1195745.536403,57,57,0,true
optimistic_access_common,edition-target:lang:mai-Deva-NP,1126224.955500,58,58,0,true
optimistic_access_common,edition-target:lang:bjn-Latn-ID,1107807.742325,59,60,-1,true
optimistic_access_common,edition-target:lang:hy-Armn-AM,1074042.581100,60,59,1,true
optimistic_access_common,edition-target:lang:bug-Latn-ID,1065316.486455,61,61,0,true
optimistic_access_common,edition-target:lang:brh-Arab-PK,979896.975179,62,62,0,true
optimistic_access_common,edition-target:lang:ne-Deva-IN,908489.458695,63,63,0,true
optimistic_access_common,edition-target:lang:bho-Deva-NP,636367.852500,64,64,0,true
optimistic_access_common,edition-target:lang:pov-Latn-GW,455658.178500,65,65,0,true
optimistic_access_common,edition-target:lang:kek-GT,426265.024700,66,66,0,true
optimistic_access_common,edition-target:lang:hak-Hant-TW,417069.534000,67,67,0,true
optimistic_access_common,edition-target:lang:quc-GT,398826.685800,68,68,0,true
optimistic_access_common,edition-target:lang:mfe-Latn-MU,350246.182500,69,69,0,true
optimistic_access_common,edition-target:lang:eu-Latn-ES,327415.794000,70,70,0,true
optimistic_access_common,edition-target:lang:awa-Deva-NP,302064.462000,71,71,0,true
optimistic_access_common,edition-target:lang:yua-MX,226035.155916,72,73,-1,true
optimistic_access_common,edition-target:lang:mam-GT,223321.362100,73,72,1,true
optimistic_access_common,edition-target:lang:sn-Latn-ZA,221428.869416,74,74,0,true
optimistic_access_common,edition-target:lang:zgh-Tfng-MA,205225.496100,75,75,0,true
optimistic_access_common,edition-target:lang:tzh-MX,171883.054510,76,76,0,true
optimistic_access_common,edition-target:lang:tzo-MX,160542.712711,77,81,-4,true
optimistic_access_common,edition-target:lang:ayr-BO,159846.621000,78,77,1,true
optimistic_access_common,edition-target:lang:cy-Latn-GB,159073.214407,79,79,0,true
optimistic_access_common,edition-target:lang:cak-GT,155432.750900,80,78,2,true
optimistic_access_common,edition-target:lang:ayr-PE,155313.955500,81,80,1,true
optimistic_access_common,edition-target:regional:ru-Cyrl-EE,143379.301000,82,82,0,true
optimistic_access_common,edition-target:lang:tet-Latn-TL,126178.936500,83,84,-1,true
optimistic_access_common,edition-target:lang:swh-Latn-RW,125371.532300,84,83,1,true
optimistic_access_common,edition-target:lang:mag-Deva-NP,80425.891500,85,85,0,true
optimistic_access_common,edition-target:lang:mi-Latn-NZ,74740.225500,86,86,0,true
optimistic_access_common,edition-target:lang:ctu-MX,74313.227716,87,88,-1,true
optimistic_access_common,edition-target:lang:mgm-Latn-TL,68424.411000,88,89,-1,true
optimistic_access_common,edition-target:lang:bzj-BZ,68357.455200,89,87,2,true
optimistic_access_common,edition-target:lang:kjb-GT,58108.219500,90,90,0,true
optimistic_access_common,edition-target:regional:nah-huasteca-hidalguense-Latn-MX,57115.994700,91,91,0,true
optimistic_access_common,edition-target:lang:poh-GT,46509.363000,92,92,0,true
optimistic_access_common,edition-target:lang:acr-GT,43456.131000,93,94,-1,true
optimistic_access_common,edition-target:lang:mkz-Latn-TL,43282.080000,94,93,1,true
optimistic_access_common,edition-target:lang:nav-US,43050.192535,95,95,0,true
optimistic_access_common,edition-target:lang:pap-CW,40209.276000,96,97,-1,true
optimistic_access_common,edition-target:lang:ixl-GT,40191.451500,97,96,1,true
optimistic_access_common,edition-target:regional:nah-sierra-noreste-puebla-Latn-MX,39309.586647,98,99,-1,true
optimistic_access_common,edition-target:regional:nah-huasteca-potosina-Latn-MX,38871.085651,99,100,-1,true
optimistic_access_common,edition-target:lang:pis-Latn-SB,38410.422800,100,98,2,true
optimistic_access_common,edition-target:regional:nah-mexicano-guerrero-Latn-MX,36399.375444,101,101,0,false
optimistic_access_common,edition-target:regional:chol-northwest-Latn-MX,34245.381529,102,103,-1,false
optimistic_access_common,edition-target:lang:crs-Latn-SC,33016.826300,103,102,1,false
optimistic_access_common,edition-target:lang:pap-AW,26222.747400,104,104,0,false
optimistic_access_common,edition-target:regional:tseltal-north-Latn-MX,24564.808304,105,106,-1,false
optimistic_access_common,edition-target:lang:kem-Latn-TL,24113.752500,106,105,1,false
optimistic_access_common,edition-target:regional:tsotsil-north-high-Latn-MX,22668.721828,107,109,-2,false
optimistic_access_common,edition-target:lang:bfn-Latn-TL,22607.757000,108,107,1,false
optimistic_access_common,edition-target:lang:cri-Latn-ST,21916.096500,109,108,1,false
optimistic_access_common,edition-target:regional:nah-noroeste-central-Latn-MX,20725.955271,110,112,-2,false
optimistic_access_common,edition-target:lang:jiv-EC,20540.115000,111,110,1,false
optimistic_access_common,edition-target:regional:tseltal-east-Latn-MX,20513.852660,112,115,-3,false
optimistic_access_common,edition-target:lang:cac-GT,20477.904000,113,111,2,false
optimistic_access_common,edition-target:lang:agr-PE,19776.108000,114,113,1,false
optimistic_access_common,edition-target:lang:knj-GT,19323.855000,115,114,1,false
optimistic_access_common,edition-target:regional:tsotsil-centre-Latn-MX,16660.995604,116,117,-1,false
optimistic_access_common,edition-target:lang:tkd-Latn-TL,16351.008000,117,116,1,false
optimistic_access_common,edition-target:lang:tca-BR,14984.532905,118,119,-1,false
optimistic_access_common,edition-target:lang:iku-CA,14565.412500,119,118,1,false
optimistic_access_common,edition-target:lang:iu-Cans-CA,14565.412500,120,120,0,false
optimistic_access_common,edition-target:regional:eu-Latn-FR-64,13872.097628,121,123,-2,false
optimistic_access_common,edition-target:lang:sm-Latn-AS,13572.832500,122,121,1,false
optimistic_access_common,edition-target:lang:mh-Latn-MH,13360.541600,123,122,1,false
optimistic_access_common,edition-target:regional:pdt-Latn-CA,12552.920000,124,124,0,false
optimistic_access_common,edition-target:regional:tsotsil-northwest-Latn-MX,12046.086250,125,125,0,false
optimistic_access_common,edition-target:lang:shp-PE,11936.124000,126,126,0,false
optimistic_access_common,edition-target:lang:jac-GT,11382.516000,127,127,0,false
optimistic_access_common,edition-target:lang:kgk-BR,11144.562565,128,129,-1,false
optimistic_access_common,edition-target:lang:chk-Latn-FM,10464.673700,129,128,1,false
optimistic_access_common,edition-target:lang:nzs-NZ,9009.937800,130,130,0,false
optimistic_access_common,edition-target:lang:gub-BR,8421.412429,131,131,0,false
optimistic_access_common,edition-target:regional:chol-southeast-Latn-MX,7935.321754,132,134,-2,false
optimistic_access_common,edition-target:lang:kgp-BR,7922.677542,133,133,0,false
optimistic_access_common,edition-target:regional:nah-istmo-Latn-MX,7771.066225,134,132,2,false
optimistic_access_common,edition-target:lang:ccr-GT,7531.725000,135,135,0,false
optimistic_access_common,edition-target:lang:haw-Latn-US,6808.476601,136,136,0,false
optimistic_access_common,edition-target:lang:pon-Latn-FM,6216.556500,137,137,0,false
optimistic_access_common,edition-target:lang:gui-BO,6148.404000,138,139,-1,false
optimistic_access_common,edition-target:lang:dhv-Latn-NC,6011.790000,139,138,1,false
optimistic_access_common,edition-target:lang:caa-GT,5823.718500,140,140,0,false
optimistic_access_common,edition-target:regional:nah-sierra-oeste-puebla-Latn-MX,5683.883173,141,141,0,false
optimistic_access_common,edition-target:regional:nah-mexicano-oriente-central-Latn-MX,5516.710138,142,143,-1,false
