roster_target_id,prior_specification_id,canon_id,package_id,draw_count,standard_compute_p05_fecu,standard_compute_p50_fecu,standard_compute_p95_fecu,interval_semantics
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-AUDIO,1024,1785414.684199,2110264.900224,2610262.937586,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-CAPTIONS,1024,1761904.430483,2088869.556769,2592122.789687,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-COMPLETE-ACCESS,1024,2795729.164011,3416666.816518,4372392.231684,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-NAMED-SIGN,1024,1891699.356170,2260962.687668,2829319.831701,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-TEXT,1024,1372519.653421,1572590.164072,1880531.663645,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-ACCESSIBLE-PUBLICATION,1024,5897078.613681,6697360.656287,7929126.654579,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-AUDIO,1024,7141658.736793,8441059.600896,10441051.750344,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-CAPTIONS,1024,7047617.721931,8355478.227076,10368491.158747,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-COMPLETE-ACCESS,1024,11182916.656042,13666667.266072,17489568.926735,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-NAMED-SIGN,1024,7566797.424681,9043850.750673,11317279.326803,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acf-Latn-LC,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-TEXT,1024,5490078.613681,6290360.656287,7522126.654579,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,1024,332772.778924,428472.777388,580020.381916,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-AUDIO,1024,388234.687449,543620.731467,789685.340933,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-CAPTIONS,1024,381978.745220,538376.417129,786043.009729,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-COMPLETE-ACCESS,1024,587840.275474,884854.224197,1355196.472498,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-NAMED-SIGN,1024,406859.900652,583490.130376,863196.385667,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-TEXT,1024,307335.278924,403035.277388,554582.881916,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-ACCESSIBLE-PUBLICATION,1024,1331091.115695,1713891.109553,2320081.527664,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-AUDIO,1024,1552938.749794,2174482.925868,3158741.363731,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-CAPTIONS,1024,1527914.980880,2153505.668518,3144172.038918,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-COMPLETE-ACCESS,1024,2351361.101893,3539416.896786,5420785.889991,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-NAMED-SIGN,1024,1627439.602609,2333960.521506,3452785.542670,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-TEXT,1024,1229341.115695,1612141.109553,2218331.527664,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-ACCESSIBLE-PUBLICATION,1024,5324364.462778,6855564.438212,9280326.110653,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-AUDIO,1024,6211754.999174,8697931.703473,12634965.454921,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-CAPTIONS,1024,6111659.923520,8614022.674070,12576688.155672,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-COMPLETE-ACCESS,1024,9405444.407571,14157667.587143,21683143.559963,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-NAMED-SIGN,1024,6509758.410433,9335842.086023,13811142.170678,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-TEXT,1024,4917364.462778,6448564.438212,8873326.110653,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,1024,347453.676355,425602.700247,558519.972090,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-AUDIO,1024,412071.747126,538960.648499,754775.584598,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-CAPTIONS,1024,405970.994088,533685.995079,750905.976335,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-COMPLETE-ACCESS,1024,633403.821836,875946.669772,1288467.927838,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-NAMED-SIGN,1024,433955.933332,578192.926689,823513.811084,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-TEXT,1024,322016.176355,400165.200247,533082.472090,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-100K,PKG-ACCESSIBLE-PUBLICATION,1024,1389814.705421,1702410.800990,2234079.888360,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-100K,PKG-AUDIO,1024,1648286.988504,2155842.593994,3019102.338392,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-100K,PKG-CAPTIONS,1024,1623883.976353,2134743.980316,3003623.905342,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-100K,PKG-COMPLETE-ACCESS,1024,2533615.287344,3503786.679088,5153871.711350,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-100K,PKG-NAMED-SIGN,1024,1735823.733330,2312771.706758,3294055.244336,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-100K,PKG-TEXT,1024,1288064.705421,1600660.800990,2132329.888360,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-400K,PKG-ACCESSIBLE-PUBLICATION,1024,5559258.821683,6809643.203958,8936319.553440,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-400K,PKG-AUDIO,1024,6593147.954014,8623370.375974,12076409.353569,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-400K,PKG-CAPTIONS,1024,6495535.905410,8538975.921262,12014495.621367,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-400K,PKG-COMPLETE-ACCESS,1024,10134461.149375,14015146.716351,20615486.845399,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-400K,PKG-NAMED-SIGN,1024,6943294.933318,9251086.827031,13176220.977343,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,PRIMARY_SCRIPT_SHRINKAGE,CANON-400K,PKG-TEXT,1024,5152258.821683,6402643.203958,8529319.553440,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,1024,345797.391484,434311.563492,555971.348868,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-025K,PKG-AUDIO,1024,409382.472748,553101.043788,750637.439494,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-025K,PKG-CAPTIONS,1024,403264.211413,547918.450233,746740.890182,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-025K,PKG-COMPLETE-ACCESS,1024,628263.385915,902975.446185,1280558.035893,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-025K,PKG-NAMED-SIGN,1024,430898.984722,594266.579147,818809.903953,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-025K,PKG-TEXT,1024,320359.891484,408874.063492,530533.848868,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-ACCESSIBLE-PUBLICATION,1024,1383189.565936,1737246.253968,2223885.395473,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-AUDIO,1024,1637529.890989,2212404.175151,3002549.757974,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-CAPTIONS,1024,1613056.845651,2191673.800934,2986963.560729,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-COMPLETE-ACCESS,1024,2513053.543658,3611901.784737,5122232.143572,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-NAMED-SIGN,1024,1723595.938890,2377066.316589,3275239.615814,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-100K,PKG-TEXT,1024,1281439.565936,1635496.253968,2122135.395473,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-ACCESSIBLE-PUBLICATION,1024,5532758.263744,6948985.015871,8895541.581890,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-AUDIO,1024,6550119.563956,8849616.700603,12010199.031897,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-CAPTIONS,1024,6452227.382604,8766695.203734,11947854.242914,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-COMPLETE-ACCESS,1024,10052214.174629,14447607.138948,20488928.574286,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-NAMED-SIGN,1024,6894383.755557,9508265.266354,13100958.463255,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acm-Arab-IQ,STRONG_SCRIPT_SHRINKAGE,CANON-400K,PKG-TEXT,1024,5125758.263744,6541985.015871,8488541.581890,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,1024,362901.691285,418448.346949,494683.334259,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-AUDIO,1024,437154.359105,527344.277816,651125.398860,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-CAPTIONS,1024,431216.904322,521993.996983,646580.984701,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-COMPLETE-ACCESS,1024,681348.189525,853742.461228,1090344.916557,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-NAMED-SIGN,1024,462467.808668,564988.380328,705692.701515,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-025K,PKG-TEXT,1024,337464.191285,393010.846949,469245.834259,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-ACCESSIBLE-PUBLICATION,1024,1451606.765140,1673793.387798,1978733.337037,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-AUDIO,1024,1748617.436420,2109377.111264,2604501.595440,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-CAPTIONS,1024,1724867.617289,2087975.987933,2586323.938803,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-COMPLETE-ACCESS,1024,2725392.758100,3414969.844911,4361379.666228,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-NAMED-SIGN,1024,1849871.234672,2259953.521311,2822770.806059,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-100K,PKG-TEXT,1024,1349856.765140,1572043.387798,1876983.337037,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-ACCESSIBLE-PUBLICATION,1024,5806427.060560,6695173.551191,7914933.348147,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-AUDIO,1024,6994469.745678,8437508.445054,10418006.381761,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-CAPTIONS,1024,6899470.469155,8351903.951730,10345295.755212,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-COMPLETE-ACCESS,1024,10901571.032400,13659879.379644,17445518.664912,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-NAMED-SIGN,1024,7399484.938687,9039814.085242,11291083.224233,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,DIFFUSE_WEAK_SHRINKAGE,CANON-400K,PKG-TEXT,1024,5399427.060560,6288173.551191,7507933.348147,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-ACCESSIBLE-PUBLICATION,1024,363344.069148,414330.388626,488801.894760,PREDICTIVE_NOT_BOUND
intervention-target:regional-stratum:acr-Latn-GT,PRIMARY_SCRIPT_SHRINKAGE,CANON-025K,PKG-AUDIO,1024,437872.638595,520658.036817,641575.831132,PREDICTIVE_NOT_BOUND
