candidate_id,target_label,language_variety,language_tag,script_orthography,territory_community,modality,learner_stage_scope,population_low,population_base,population_high,population_unit,population_definition,population_reference_year,population_source_id,population_source_url,academic_language_overlap_low,academic_language_overlap_base,academic_language_overlap_high,overlap_definition,baseline_access_status,evidence_confidence,rankable,notes
glob_ary_ma,Moroccan Arabic/Darija - Morocco,Moroccan Arabic,ary-Arab-MA,Arabic,Morocco,audio_text,all_stages,33000000,34000000,35000000,people,Derived screening band from 91.9% non-exclusive Darija use in RGPH 2024 and national population; not L1.,2024,SRC_MOROCCO_RGPH_2024,https://www.hcp.ma/region-agadir/docs/docs/Note%20de%20synthese-%20Resultats%20du%20RGPH%202024%20%28Version%20Francaise%29%20%281.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Amazigh profiles remain separate.
glob_hi_deva_in,Hindi proper - Devanagari - India,Hindi proper,hi-Deva-IN,Devanagari,India,text_audio,all_stages,322230097,322230097,322230097,people,"Direct returned Hindi mother tongue in Census 2011, excluding grouped mother tongues from the 528.35m scheduled-language umbrella.",2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Do not use the 528.35m Hindi umbrella as Hindi proper.
glob_bho_deva_in,Bhojpuri - Devanagari - India,Bhojpuri,bho-Deva-IN,Devanagari,India,text_audio,all_stages,50579447,50579447,50579447,people,Direct returned mother tongue grouped under the Census Hindi heading.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Mandatory anti-conflation profile.
glob_bn_beng_bd,Bangla - Bengali script - Bangladesh,Bangla,bn-Beng-BD,Bengali,Bangladesh,text_audio,all_stages,,,,people,Government profile states Bangla is used by 95% of a 161.7m reference population but supplies no population reference year; quantitative triplet withheld.,,SRC_BANGLADESH_GOV,https://bangladesh.gov.bd/pages/static-pages/69a55ba386514399668e4e75,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Population triplet removed: the cited government profile dates neither its 161.7m population nor its 95% Bangla-use figure; retained as a source-gap candidate.
glob_bn_beng_in,Bengali - Bengali script - India,Bengali,bn-Beng-IN,Bengali,India,text_audio,all_stages,97237669,97237669,97237669,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Territorial curriculum differs from Bangladesh.
glob_fr_001,Global French screening profile,French,fr-Latn-001,Latin,Worldwide,text_audio,all_stages,396000000,396000000,396000000,people,Institutional worldwide speaker estimate.,2026,SRC_OIF_2026,https://www.francophonie.org/lancement-du-rapport-la-langue-francaise-dans-le-monde-2026-8426,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,65% are in Africa; split territorial curriculum profiles before production.
glob_pt_001,Global Portuguese screening profile,Portuguese,pt-Latn-001,Latin,Worldwide,text_audio,all_stages,265000000,265000000,265000000,people,Institutional worldwide speaker estimate.,2026,SRC_UN_PORTUGUESE_2026,https://www.un.org/sg/en/content/sg/statements/2026-05-05/secretary-generals-message-world-portuguese-language-day,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,"Split Brazil, Portugal, Angola and Mozambique territorial profiles."
glob_ru_001,Global Russian screening profile,Russian,ru-Cyrl-001,Cyrillic,Worldwide,text_audio,all_stages,250000000,,,people,Institutional lower-bound estimate: more than 250m speakers globally.,2024,SRC_UNESCO_RUSSIAN_2024,https://www.unesco.org/sites/default/files/medias/fichiers/2024/06/0606_russian%20language.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,"Split Russia, Kazakhstan, Ukraine and diaspora territorial profiles."
glob_id_latn_id,Indonesian home-language profile,Indonesian,id-Latn-ID,Latin,Indonesia,text_audio,all_stages,42682566,42682566,42682566,people,Home language among population age 5+ in Census 2010.,2010,SRC_BPS_ID_2010,https://www.bps.go.id/id/publication/2012/05/23/55eca38b7fe0830834605b35/kewarganegaraan-suku-bangsa-agama-dan-bahasa-%20sehari-hari-penduduk-indonesia.html,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,National/education exposure is about 275-285m and must remain a separate N measure.
glob_ur_arab_pk,Urdu - Pakistan,Urdu,ur-Arab-PK,"Arabic, Nastaliq style",Pakistan,text_audio,all_stages,22249307,22249307,22249307,people,Direct mother-tongue count in Census 2023.,2023,SRC_PAKISTAN_CENSUS_2023,https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,National exposure is approximately the whole country and is not this L1 count.
glob_ur_arab_in,Urdu - India,Urdu,ur-Arab-IN,"Arabic, Nastaliq style",India,text_audio,all_stages,50772631,50772631,50772631,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Territory-specific curriculum profile.
glob_sw_001,Global Kiswahili screening profile,Kiswahili,sw-Latn-001,Latin,East and Central Africa,text_audio,all_stages,200000000,,,people,Institutional lower-bound estimate: more than 200m speakers.,2026,SRC_UNESCO_SWAHILI_2026,https://www.unesco.org/en/articles/kiswahili-bridge-cultural-diversity-dialogue-and-digital-innovation,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,"Split Tanzania, Kenya, DRC and other territorial profiles."
glob_ja_jpan_jp,Japanese - Japan,Japanese,ja-Jpan-JP,Japanese mixed scripts,Japan,text_audio,all_stages,120000000,123000000,125000000,people,Territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Population-defined national profile.
glob_fil_latn_ph,Standardized Filipino - Philippines,Filipino,fil-Latn-PH,Latin,Philippines,text_audio,all_stages,110000000,115000000,120000000,people,Territorial national/education exposure ceiling; not direct home-language count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Tagalog and Cebuano/Binisaya remain separate.
glob_tl_latn_ph,Tagalog home-language households,Tagalog,tl-Latn-PH,Latin,Philippines,text_audio,all_stages,10523000,10523000,10523000,households,Households reporting Tagalog generally spoken at home; not people.,2020,SRC_PSA_PH_2020,https://psa.gov.ph/system/files/phcd/02%20-Press%20Release%20on%20Language_Dialect%20Generally%20Spoken%20at%20Home_030323_PMMJ_CRD.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Do not multiply by assumed household size.
glob_de_latn_001,Global German screening profile,German,de-Latn-001,Latin,German-speaking Europe,text_audio,all_stages,95000000,100000000,105000000,people,"Institutional estimate of native speakers, around 100m.",2013,SRC_GOETHE_GERMAN,https://www.goethe.de/resources/files/pdf21/gi_04-13_en-web.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,TRUE,"Split Germany, Austria and Switzerland when curriculum matters."
glob_vi_latn_vn,Vietnamese - Viet Nam,Vietnamese,vi-Latn-VN,Latin,Viet Nam,text_audio,all_stages,98000000,101000000,103000000,people,Territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Population-defined national profile.
glob_pnb_arab_pk,Western Punjabi - Shahmukhi - Pakistan,Western Punjabi,pnb-Arab-PK,"Arabic, Shahmukhi",Pakistan,text_audio,all_stages,88915544,88915544,88915544,people,Direct mother-tongue count in Census 2023.,2023,SRC_PAKISTAN_CENSUS_2023,https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Must not be represented by Gurmukhi Punjabi.
glob_pa_guru_in,Eastern Punjabi - Gurmukhi - India,Eastern Punjabi,pa-Guru-IN,Gurmukhi,India,text_audio,all_stages,33124726,33124726,33124726,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Must not be represented by Shahmukhi Punjabi.
glob_mr_deva_in,Marathi - India,Marathi,mr-Deva-IN,Devanagari,India,text_audio,all_stages,83026680,83026680,83026680,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_te_telu_in,Telugu - India,Telugu,te-Telu-IN,Telugu,India,text_audio,all_stages,81127740,81127740,81127740,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_ta_taml_in,Tamil - India,Tamil,ta-Taml-IN,Tamil,India,text_audio,all_stages,69026881,69026881,69026881,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Sri Lanka Tamil requires ta-Taml-LK.
glob_ko_kore_kr_kp,Korean peninsula screening profile,Korean,ko-Kore-001,Hangul and mixed Korean orthographies,Republic of Korea and DPR Korea,text_audio,all_stages,74000000,77000000,80000000,people,Combined territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Split ko-Kore-KR and ko-Kore-KP.
glob_tr_latn_tr,Turkish - Turkiye,Turkish,tr-Latn-TR,Latin,Turkiye,text_audio,all_stages,84000000,87000000,90000000,people,Territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,
glob_pes_arab_ir,Iranian Persian - Iran,Iranian Persian,pes-Arab-IR,Perso-Arabic,Iran,text_audio,all_stages,88000000,92000000,95000000,people,Territorial state-language exposure ceiling; not direct Persian L1 count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Dari and Tajik require separate rows.
glob_ha_latn_ng,Hausa - Latin - Nigeria/transnational,Hausa,ha-Latn-NG,Latin,Nigeria and West Africa,text_audio,all_stages,80000000,,,people,Institutional lower-bound estimate for Nigeria; upper bound not stated.,2026,SRC_UNESCO_HAUSA_2026,https://www.unesco.org/en/articles/african-languages-blind-spot-ai,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Hausa Ajami requires ha-Arab-NG.
glob_jv_latn_id,Javanese - Indonesia,Javanese,jv-Latn-ID,Latin,Indonesia,text_audio,all_stages,68044660,68044660,68044660,people,Home language among population age 5+ in Census 2010.,2010,SRC_BPS_ID_2010,https://www.bps.go.id/id/publication/2012/05/23/55eca38b7fe0830834605b35/kewarganegaraan-suku-bangsa-agama-dan-bahasa-%20sehari-hari-penduduk-indonesia.html,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_th_thai_th,Thai - Thailand,Thai,th-Thai-TH,Thai,Thailand,text_audio,all_stages,70000000,72000000,73000000,people,Territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,
glob_gu_gujr_in,Gujarati - India,Gujarati,gu-Gujr-IN,Gujarati,India,text_audio,all_stages,55492554,55492554,55492554,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_my_mymr_mm,Burmese/Myanmar - Myanmar,Burmese,my-Mymr-MM,Myanmar,Myanmar,text_audio,all_stages,52000000,55000000,56000000,people,Territorial national/education exposure ceiling; not direct speaker count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,"Karen, Kachin and Chin profiles remain separate."
glob_pcm_latn_ng,Nigerian Pidgin - Nigeria,Nigerian Pidgin,pcm-Latn-NG,Latin,Nigeria,text_audio,all_stages,60000000,,,people,Institutional lower-bound statement: well over 60m residents speak Nigerian Pidgin effortlessly.,2025,SRC_NBC_PIDGIN_2025,https://www.nbc.gov.ng/wp-content/uploads/2025/10/ABJ-Complete-Vol-3-No-1-September-2025.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,"Treat as a language, not defective English."
glob_kn_knda_in,Kannada - India,Kannada,kn-Knda-IN,Kannada,India,text_audio,all_stages,43706512,43706512,43706512,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_or_orya_in,Odia - India,Odia,or-Orya-IN,Odia,India,text_audio,all_stages,37521324,37521324,37521324,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_ml_mlym_in,Malayalam - India,Malayalam,ml-Mlym-IN,Malayalam,India,text_audio,all_stages,34838819,34838819,34838819,people,Direct scheduled-language mother-tongue total in Census 2011.,2011,SRC_INDIA_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_su_latn_id,Sundanese - Indonesia,Sundanese,su-Latn-ID,Latin,Indonesia,text_audio,all_stages,32412752,32412752,32412752,people,Home language among population age 5+ in Census 2010.,2010,SRC_BPS_ID_2010,https://www.bps.go.id/id/publication/2012/05/23/55eca38b7fe0830834605b35/kewarganegaraan-suku-bangsa-agama-dan-bahasa-%20sehari-hari-penduduk-indonesia.html,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_yo_latn_ng,Yoruba - Nigeria,Yoruba,yo-Latn-NG,Latin,Nigeria,text_audio,all_stages,28000000,30000000,32000000,people,"Approximate federal-government speaker estimate, around 30m.",2026,SRC_NIGERIA_FMACCE,https://www.fmacce.gov.ng/indigenous-language,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,TRUE,
glob_ig_latn_ng,Igbo - Nigeria,Igbo,ig-Latn-NG,Latin,Nigeria,text_audio,all_stages,23000000,25000000,27000000,people,"Approximate federal-government speaker estimate, around 25m.",2026,SRC_NIGERIA_FMACCE,https://www.fmacce.gov.ng/indigenous-language,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,TRUE,
glob_am_ethi_et,Amharic federal-working/education exposure - Ethiopia,Amharic,am-Ethi-ET,Ethiopic,Ethiopia,text_audio,all_stages,125000000,130000000,135000000,people,Territorial federal-working/education exposure ceiling; not direct Amharic L1 count.,2024,SRC_WPP_2024,https://www.un.org/development/desa/pd/content/world-population-prospects-2024-dataset,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Oromo and regional instructional languages require separate rows.
glob_om_latn_et,Oromo - Ethiopia,Oromo,om-Latn-ET,Latin,Ethiopia,text_audio,all_stages,,,,people,No sufficiently current authoritative direct count attached in this audit.,,,,,,,not assessed in population-only omission audit,not_assessed_population_only,low,FALSE,Mandatory source-gap candidate; do not infer from Ethiopia population.
glob_uz_latn_uz,Uzbek - Latin - Uzbekistan,Uzbek,uz-Latn-UZ,Latin,Uzbekistan,text_audio,all_stages,35700000,35700000,35700000,people,Preliminary 2026 census native-language count; 91.3% of enumerated population.,2026,SRC_UZBEKISTAN_CENSUS_2026,https://stat.uz/en/press-center/news-of-committee/68979-a-oli-va-ishlo-kh-zhaligini-r-jkhatga-olish-tadbirining-dastlabki-natizhalariga-ba-ishlangan-konferentsiya-tkazildi-4,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Retain uz-Cyrl-UZ legacy-script profile separately.
glob_kk_cyrl_kz,Kazakh - Cyrillic - Kazakhstan,Kazakh,kk-Cyrl-KZ,Cyrillic,Kazakhstan,text_audio,all_stages,12670407,13380107,13380107,people,"Low is fluent Kazakh speakers age 5+; base/high is own-nationality native-language count. These are alternative definitions, not sampling bounds.",2021,SRC_KAZAKHSTAN_CENSUS_2021,https://stat.gov.kz/upload/medialibrary/cee/3rsfg8ps3xo19orb284esg4rx27ihqf7/%D0%9D%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Latin transition requires kk-Latn-KZ but cannot erase Cyrillic users.
glob_tg_cyrl_tj,Tajik - Cyrillic - Tajikistan,Tajik,tg-Cyrl-TJ,Cyrillic,Tajikistan,text_audio,all_stages,9657005,9657005,9657005,people,Whole-country state-language exposure; direct L1 table not located.,2020,SRC_TAJIK_CENSUS_2020,https://www.stat.tj/wp-content/uploads/2024/05/tablicza-8.-dannye-o-chislennosti-naseleniya-respubliki-tadzhikistan-po-itogam-perepisi-naseleniya-i-zhilishhnogo-fonda-2020-goda-po-sostoyaniyu-na-1-oktjabr.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Do not merge with Iranian Persian or Dari.
glob_ky_cyrl_kg,Kyrgyz - Cyrillic - Kyrgyzstan,Kyrgyz,ky-Cyrl-KG,Cyrillic,Kyrgyzstan,text_audio,all_stages,5360056,5360056,5360056,people,Own-nationality native-language count in Census 2022.,2022,SRC_KYRGYZ_CENSUS_2022,https://stat.gov.kg/media/publicationarchive/0f717d2d-5078-4e18-8b56-fb2a530462a2.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_tk_latn_tm,Turkmen - Latin - Turkmenistan,Turkmen,tk-Latn-TM,Latin,Turkmenistan,text_audio,all_stages,6297965,6297965,6297965,people,Direct mother-tongue count in Census 2022.,2022,SRC_TURKMEN_CENSUS_2022,https://www.stat.gov.tm/population-census-pdfs/results/en/4.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,
glob_az_latn_az,Azerbaijani - Latin - Azerbaijan,Azerbaijani,az-Latn-AZ,Latin,Azerbaijan,text_audio,all_stages,9436100,9436100,9436100,people,Ethnic Azerbaijanis reporting their ethnic language as native in Census 2019.,2019,SRC_AZERBAIJAN_2019,https://www.stat.gov.az/menu/6/statistical_yearbooks/source/stat-yearbook_2024.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,Iranian Azerbaijani requires az-Arab-IR and separate source.
glob_kurdish_cluster,Kurdish variety/script screen,Kurdish varieties,ku-001,Latin and Arabic,"Turkey, Iraq, Syria, Iran and diaspora",text_audio,all_stages,,,,people,Council of Europe screening estimate states 20-30 million Kurdish speakers but supplies no population reference year; quantitative triplet withheld.,,SRC_COE_KURDISH,https://rm.coe.int/tool-13-kurdish-some-information/1680aeef92,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,"Population triplet removed: the cited Council of Europe tool supplies no as-of year for its 20-30m estimate. Split kmr-Latn-TR, kmr-Arab-SY, ckb-Arab-IQ, ckb-Arab-IR, sdh-Arab-IR and Zazaki."
glob_romani_cluster,Romani variety screen - Europe,Romani varieties,rom-Latn-150,Latin and community orthographies,Europe and diaspora,text_audio,all_stages,10000000,11000000,12000000,people,Roma/Romani language-community screen; local proficiency and dialect require direct measurement.,2023,SRC_COE_ROMANI,https://www.coe.int/en/web/roma-and-travellers/-/secretary-general-calls-on-member-states-to-recognise-protect-and-promote-romani-language,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,FALSE,Split dialects such as Vlax and Carpathian Romani before production.
glob_ht_latn_ht,Haitian Creole/Kreyol - Haiti,Haitian Creole,ht-Latn-HT,Latin,Haiti,text_audio,all_stages,11500000,11667880,11800000,people,Derived screening estimate: 98% primary-language share applied to 2025 Haiti population.,2025,SRC_HAITI_IBE,https://www.ibe.unesco.org/en/articles/towards-inclusive-education-and-learning-success-embracing-creole-haitian-schools,,,,not assessed in population-only omission audit,not_assessed_population_only,medium,TRUE,Derivation also uses UNData population; about 80% reportedly use Kreyol exclusively.
glob_qu_pe_screen,Quechua variety screen - Peru,Quechua varieties,qu-Latn-PE,Latin,Peru,text_audio,all_stages,3735682,3735682,3735682,people,Direct census umbrella mother-tongue count.,2017,SRC_PERU_CENSUS_2017,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1803/libro.pdf,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,"Split Ayacucho, Cusco and other Quechua varieties before production."
glob_ayr_bo_screen,Aymara screen - Bolivia,Aymara varieties,ayr-Latn-BO,Latin,Bolivia,text_audio,all_stages,1477654,1477654,1477654,people,Age 6+ non-exclusive spoken-language count in Census 2024.,2024,SRC_BOLIVIA_CENSUS_2024,https://nimbus.ine.gob.bo/index.php/s/WXC7si7z5sWsfMf/download,,,,not assessed in population-only omission audit,not_assessed_population_only,high,FALSE,Non-exclusive; split Central and Southern Aymara as applicable.
glob_gug_latn_py,Paraguayan Guarani - Paraguay,Paraguayan Guarani,gug-Latn-PY,Latin,Paraguay covered household-survey population,text_audio,all_stages,3792294,3792294,3792294,people,Age 5+ using Guarani alone or with Castilian at home in EPHC 2025 covered population.,2025,SRC_PARAGUAY_EPHC_2025,https://www.ine.gov.py/ende/contenido.php?c=2754&title=El_Paraguay_mantiene_su_diversidad_ling%C3%BC%C3%ADstica_con_predominio_del_biling%C3%BC%C3%ADsmo_en_los_hogares,,,,not assessed in population-only omission audit,not_assessed_population_only,high,TRUE,"Survey excludes Boqueron, Alto Paraguay, Indigenous communities and collective dwellings."
