stratum_id,label,aliases,territory,script_or_mode,population_unit,population_low_persons,population_base_persons,population_high_persons,population_measure_class,population_definition,population_reference_year,population_secondary_context,education_language_exposure_mismatch_by_stage,learning_completion_evidence,functional_resource_access,open_adaptable_scarcity,academic_lingua_franca_nonoverlap,device_connectivity_electricity,accessible_offline_delivery_evidence,source_ids,source_urls,source_locators,uncertainty_incompatibilities,evidence_confidence
bn-Beng-IN,Bengali in India,Bangla; Bengali,India,"spoken/written Bengali target; Bengali script; population source measures mother tongue, not script literacy",persons,96177835,96177835,96177835,raw_census_mother_tongue_return_not_script_readership,"Raw Bengali mother-tongue return, kept separate from the broader scheduled-language total 97237669.",2011,C-17 English-declaration denominator uses the broader 97237669 Bengali umbrella and is therefore not multiplied by this raw count.,School language regimes vary by state and stage. West Bengal rural outcome context is compatible territorially but not an exact Bengali-speaker cross-tab.,ASER 2024 rural West Bengal government-school Std III: 34.0% read a Std II text and 37.5% could subtract. National rural age 15-16 out-of-school rate 7.9%. Neither is language-disaggregated.,No complete audited India-Bengali curriculum route was verified in this bounded pass; Bangladesh NCTB materials are not credited as Indian curriculum equivalence.,"Open/adaptable complete stage coverage remains unmeasured, not absent.","C-17 broader Bengali row: 6523330 of 97237669 reported English among the first two subsidiary-language fields (about 6.7%); 90714339 did not report English in those two fields. This is not inability to speak/read/write English, not tested academic proficiency, and the denominator differs from the raw Bengali count.","ASER reports about 90% of rural 14-16-year-olds had a smartphone at home nationally, 82.2% could use one, 31.4% of users owned one; no Bengali cross-tab and availability during assessment was lower.","Phone-first downloadable Bengali-script content, print, audio, offline local sharing and accessible reflow are justified only as rural India delivery context; no user count is derived.",ASIA_AE7629DAC814;ASIA_C8095E9B813E;ASIA_5AD512572DA1;ASIA_F358D43B8DE2,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.censusindia.gov.in/nada/index.php/catalog/10262;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://asercentre.org/wp-content/uploads/2022/12/ASER_2024_Final-Report_13_2_24-1.pdf,C-16 raw return and Statement 1; C-17 Bengali row; ASER 2024 state table for West Bengal and digital-access chapter.,Population is old but exact for its census construct. C-17 taxonomy is broader. State learning and national device indicators cannot be assigned as Bengali-speaker rates. The person count is exact only for the reported mother-tongue construct and does not enumerate script literacy or tested proficiency.,high for census; medium for territorial learning context; low for exact OER and academic proficiency
cmn-CN,Mainland Standard Mandarin / Putonghua,Mandarin; Putonghua,China mainland,spoken/oral Putonghua communication; no script construct,persons,,,,reported_spoken_communication_rate_no_compatible_person_denominator,"MOE reports 80.72% Putonghua communicative reach; the cited release supplies neither a compatible person denominator nor design or confidence-interval uncertainty, so no person count is entered.",2019 fieldwork; rate reported 2020/2021,The all-ages census total is not multiplied by the rounded survey rate. The 2019 manual accepts ages 15-69 and excludes enrolled primary/secondary pupils and teachers from the ordinary sample.,"Putonghua is a spoken common-language layer; written Standard Chinese is a separate construct. The survey universe excludes most school pupils and teachers, so its rate is not a school-stage denominator.",No national learning or completion result disaggregated by Putonghua communicative ability was verified; written reading outcomes cannot be assigned to this spoken row.,"The national platform contains audio/video and language content, but no complete Putonghua oral-learning inventory was audited independently of written zh-Hans resources.",Open/adaptable oral corpora and staged listening/speaking coverage remain unmeasured. Written-Chinese catalog counts are not credited to this spoken row.,Unknown. Reported oral Putonghua communication does not establish academic reading in Chinese or English.,"Same country context as zh-Hans: 80.1% internet penetration in 2025, rural 69.5%, age 60+ 53.7%; no cross-tab by Putonghua ability.","Audio plus transcript/captions, downloadable low-bandwidth lessons, telephone/radio-compatible practice and non-speech alternatives are evidence-aligned; no population claim is derived from access rates.",ASIA_A17AFDB0E200;ASIA_F53A1903E0EA;ASIA_CADD5B070F1F;ASIA_35FF758EF5BA;ASIA_0697DE5C8F30,https://www.moe.gov.cn/fbh/live/2021/53486/mtbd/202106/t20210602_535127.html;https://jyt.fujian.gov.cn/xxgk/zywj/201906/P020190605572658873431.pdf;https://www.stats.gov.cn/fw/bmdcxmsp/bmzd/202410/t20241018_1957070.html;https://www.moe.gov.cn/jyb_xwfb/xw_zt/moe_357/jyzt_2020n/2020_zt23/zhuanjiawenzhang/202011/t20201113_499865.html;https://www.cnnic.net.cn/n4/2026/0304/c88-11549.html,MOE 80.72% reported rate; 2019 national survey manual age and exclusion rules; NBS survey-system description; MOE oral-level commentary; CNNIC country access context.,"The rejected 1139517197-1139658375 band was rounded-rate arithmetic using an incompatible all-age denominator, not a confidence interval. No Hans script tag or person estimate remains.",high for the published 80.72% rate and documented survey universe; low/no evidence for a compatible person total or academic proficiency
cmn-Hant-TW,Taiwan Mandarin (Guoyu) — current primary or secondary use,Guoyu; Mandarin in Taiwan,Taiwan; resident nationals aged 6+ census universe,spoken Mandarin communication; written Traditional Chinese is a separate access construct,persons reporting the language as current primary or secondary communication language,21090192,21090192,21090192,census_current_language_use_primary_or_secondary,"DGBAS 2020 estimate: 14,463,896 current primary-use plus 6,626,296 current secondary-use Mandarin among resident nationals aged 6+.",2020-11-08,"Table 6 universe 21,784,369 resident nationals aged 6+. The language table excludes 919,419 non-national residents and 1,126,109 resident-national children under six.",Mandarin primary-or-secondary use was 96.8% in this restricted universe; this does not establish literacy in Traditional Chinese or access for excluded migrants and under-six children.,No learning or completion outcome is multiplied into this language-use measure.,"Current language use is not evidence of complete open, accessible, offline, or stage-complete educational supply.","Unknown at exact stage, subject, licence, accessibility and offline endpoints; written Standard Chinese supply is not automatically credited to every spoken-language function.","Unmeasured. Current use does not establish academic literacy in this language, Standard Written Chinese, or English.",No territory-wide device or connectivity rate is transformed into a language-person measure.,"Accessible text, captioned/audio, sign-language and offline modes remain separate interventions.",ASIA_TWN_DGBAS_CENSUS_2020_LANG,https://ws.dgbas.gov.tw/001/Upload/463/relfile/11065/230300/t006.xlsx,DGBAS Table 6 Grand Total row; primary-use and secondary-use columns; primary-or-secondary values are transparent sums within each named language.,"Primary and secondary language categories overlap across languages and must not be summed. The estimates are current communication use, not mother tongue, proficiency, literacy, ethnicity, or educational need.",high for the official census-estimate construct; low for academic comfort and specific unmet resource need
fil-Latn-PH,Filipino,Filipino (Tagalog-based national standard); not Tagalog L1 or home language,Philippines,spoken/written Filipino; Latin orthography; competence unmeasured,persons,,,112729484,official_census_scope_co_medium_exposure_ceiling,"2024 POPCEN official count for persons in the 18 regions plus Filipinos in Philippine embassies, consulates and missions abroad, retained only as a maximum Filipino/English co-medium exposure context; not a Filipino ability or Tagalog L1 count.",2024,"PSA reports 10522507 households using Tagalog most often at home; household units are excluded from person fields. PISA represented an in-school English-assessed age-15 cohort, not Filipino/Tagalog home-language users.","RA 12027 discontinued default mother-tongue instruction K-3 and establishes Filipino and English as media, with regional languages auxiliary. Stage exposure is policy, not mastery.","World Bank learning poverty 91% national context. PISA 2022 tested in English, represented 1782900 in-school 15-year-olds, about 83% of all; 76% below reading Level 2. UNICEF reports only about 10% meeting reading and 17% mathematics expectations by end-primary. No Tagalog-home split.",No coherent public Filipino full-stage resource inventory was verified in the bounded audit.,"Unresolved does not mean absence. Open/adaptable, downloadable and curriculum-complete coverage require direct inventory evidence.","PISA supplies a direct English system-cohort result, not Filipino-user academic overlap; adult/tertiary overlap remains unknown.","PSA 2024: 48.8% of households had home internet (13.56m); 67.3% of people age 10+ used internet (61.46m); 98.8% of users used phones. Among nonconnected households, subscription cost 58.3% and equipment cost 37.5%. No Filipino cross-tab.","Phone-first low-data download, print, audio/transcripts, offline local sharing and accessible semantic formats follow from cost/equipment barriers. English/Filipino parallel presentation is a policy-aligned bridge, not proof of bilingual mastery.",ASIA_1CC96F3A6580;ASIA_73573DE485F2;ASIA_37132808FAD2;ASIA_9C3BD860365D;ASIA_2F16F9E9D3E1;ASIA_CB1C64CC1FA7;ASIA_DDCC0263D0EF;ASIA_CC4C9E2068B3,https://psa.gov.ph/statistics/population-and-housing/node/1684077791;https://lawphil.net/statutes/repacts/ra2024/pdf/ra_12027_2024.pdf;https://documents1.worldbank.org/curated/en/099090524085540633/pdf/P179209-b0057b3a-fd8c-476a-a1c6-271b276117ff.pdf;https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/philippines_a0882a2d-en.html;https://www.unicef.org/philippines/media/7386/file/Education%20Factsheet.pdf;https://psa.gov.ph/content/percentage-households-internet-connection-increased-488-percent-2024-two-every-three;https://psa.gov.ph/content/tagalog-most-widely-spoken-language-home-2020-census-population-and-housing;https://congress.gov.ph/legislative-documents/republic-acts,PSA 2024 POPCEN official scope; PSA household-language unit; RA 12027 official legislative index and text mirror; World Bank/OECD/UNICEF/PSA national stage and ICT context.,"The census scope is not strictly territorial residents. Filipino is a Tagalog-based national standard but is not identical to Tagalog L1/home use; household, co-medium, PISA and person measures are not converted or added.","high for ceiling/policy and national outcomes/access; low for exact Filipino population, overlap and OER inventory"
hak-Hant-TW,Taiwan Hakka — current primary or secondary use,Hakka in Taiwan; DGBAS 客語 category,Taiwan; resident nationals aged 6+ census universe,spoken Hakka; Traditional Han and Hakka romanization delivery arms; internal varieties remain explicit,persons reporting the language as current primary or secondary communication language,1193332,1193332,1193332,census_current_language_use_primary_or_secondary,"DGBAS 2020 estimate: 329,462 current primary-use plus 863,870 current secondary-use Hakka among resident nationals aged 6+.",2020-11-08,"Table 6 universe 21,784,369 resident nationals aged 6+. The language table excludes 919,419 non-national residents and 1,126,109 resident-national children under six.","Current primary-or-secondary use was 5.5%; this is distinct from Hakka identity, self-rated ability, childhood acquisition and school-language use.",No learning or completion outcome is multiplied into this language-use measure.,"Current language use is not evidence of complete open, accessible, offline, or stage-complete educational supply.","Unknown at exact stage, subject, licence, accessibility and offline endpoints; written Standard Chinese supply is not automatically credited to every spoken-language function.","Unmeasured. Current use does not establish academic literacy in this language, Standard Written Chinese, or English.",No territory-wide device or connectivity rate is transformed into a language-person measure.,"Accessible text, captioned/audio, sign-language and offline modes remain separate interventions.",ASIA_TWN_DGBAS_CENSUS_2020_LANG,https://ws.dgbas.gov.tw/001/Upload/463/relfile/11065/230300/t006.xlsx,DGBAS Table 6 Grand Total row; primary-use and secondary-use columns; primary-or-secondary values are transparent sums within each named language.,"Primary and secondary language categories overlap across languages and must not be summed. The estimates are current communication use, not mother tongue, proficiency, literacy, ethnicity, or educational need.",high for the official census-estimate construct; low for academic comfort and specific unmet resource need
hi-Deva-IN,Hindi in Devanagari,Standard Hindi,India,"spoken/written Hindi target; Devanagari; population source measures raw mother tongue, not script literacy",persons,322230097,322230097,322230097,raw_census_mother_tongue_return_not_script_readership,"Raw Hindi mother-tongue return, excluding separately returned varieties grouped into the 528347193 Hindi umbrella.",2011,The 528347193 umbrella must not replace this exact raw count.,Hindi and English operate within varying state and stage regimes. National rural ASER results are system context only; no exact raw-Hindi cross-tab was verified.,ASER 2024 national rural government-school Std III: 23.4% read a Std II text and 27.6% could subtract; age 15-16 out-of-school 7.9%. Not a Hindi-language rate.,NCERT ePathshala provides downloadable Hindi textbooks for Classes I-XII.,"Functional access is strong. NCERT's notice restricts republication/redistribution, so free download is not openly adaptable OER; complete higher-education and adult sequences remain unaudited.",C-17 Hindi umbrella: 35257144 of 528347193 reported English among the first two subsidiary-language fields (about 6.7%); 493090049 did not report English in those two fields. This is not inability or tested academic proficiency and cannot be applied to the raw 322230097 Hindi return.,"ASER rural India smartphone context: about 90% home access among age 14-16, 82.2% could use, 31.4% ownership among users; no Hindi cross-tab.","Downloadable/print NCERT delivery is demonstrated. Low-data semantic HTML/EPUB, audio, captions, screen-reader and offline local distribution remain appropriate where device ownership/access is shared.",ASIA_AE7629DAC814;ASIA_C8095E9B813E;ASIA_5AD512572DA1;ASIA_F358D43B8DE2;ASIA_2D7DB5B586AA,https://censusindia.gov.in/nada/index.php/catalog/10191;https://www.censusindia.gov.in/nada/index.php/catalog/10262;https://censusindia.gov.in/nada/index.php/catalog/10262/download/13374/DDW-C17-0000.XLSX;https://asercentre.org/wp-content/uploads/2022/12/ASER_2024_Final-Report_13_2_24-1.pdf;https://epathshala.nic.in/wp-content/doc/book/btextbook/textbook.htm,C-16 raw Hindi return; C-17 Hindi umbrella; ASER national tables; ePathshala Classes I-XII and copyright notice.,"Hindi raw and umbrella categories differ by 206m. English declaration, learning and device measures use incompatible denominators. The person count is exact only for the reported mother-tongue construct and does not enumerate script literacy or tested proficiency.","high for census and functional school access; low for exact outcomes, academic overlap and open rights"
id-ID,Bahasa Indonesia,Indonesian,Indonesia,spoken/oral communicative ability; writing and Latin-script literacy not measured,persons,,248501794,,weighted_sample_point_estimate_oral_ability_age5plus,BPS Long Form SP2020 weighted 2022 point estimate for people age 5+ who understand Indonesian speech and can utter Indonesian words understood by others; not a census-exact count or writing measure.,2022,Published complementary unable estimate 5177554 of a 253679348 age-5+ denominator; nonadditive 2010 home/daily-use count 42682566. No confidence interval is supplied.,Indonesian is the national schooling bridge; exact regional-home-language cross-tabs by stage are unavailable here. Javanese and Sundanese home-use strata are kept separate and do not inherit Indonesian ability or outcomes.,"World Bank learning poverty 53%, learning deprivation 49% and schooling deprivation 6.8% are national context. PISA 2022 represented 3790800 in-school 15-year-olds, about 85% of all 15-year-olds; 75% were below reading Level 2, 82% mathematics and 66% science. No home-language split.","The official SIBI portal provides electronic school books across listed stages with reading, download and print routes; this is functional presence, not a licence or completeness claim.","Reproducible 2026-09-01 snapshot: Open Textbook Library ind 0; DOAB Indonesian 5. This is not a census. SIBI functional availability is strong, but title-level open reuse/adaptation and complete postsecondary mastery sequences remain unverified.",Unknown. About 2.0% oral inability in the weighted table is neither English nonoverlap nor a writing/academic measure. PISA was an Indonesian-language school-stage assessment.,"BPS 2024: internet use 72.78%; mobile phone use 68.65%; urban internet 79.13%, rural 63.71%; households with computer 18.52%. No exact language cross-tab.","Phone-first download-once HTML/EPUB/tagged PDF, print, low-data audio, local sharing and resumable offline progress follow from low computer ownership and rural gap. These are delivery implications, not learner counts.",ASIA_EB59D2619EC1;ASIA_552796946DC9;ASIA_260DFA0745B4;ASIA_6196EEEC6EA2;ASIA_500B7047CCE7;ASIA_B97764805E8B;ASIA_38ECF6E092FA;ASIA_2CD8EB1C75C6;ASIA_AF270A0A00AD;ASIA_A7E49913E90A,https://sensus.bps.go.id/topik/tabular/sp2022/196/1/0;https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html;https://documents1.worldbank.org/curated/en/099082924151529593/pdf/P17920918b1c2f0f61abb41e1a5d85e5dd2.pdf;https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/indonesia_c2e1ae0e-en.html;https://www.bps.go.id/en/publication/2025/08/29/beaa2be400eda6ce6c636ef8/telecommunication-statistics-in-indonesia-2024.html;https://open.umn.edu/opentextbooks/textbooks.json?language=ind;https://directory.doabooks.org/rest/search?query=dc.language:%22Indonesian%22&limit=100&expand=metadata;https://www.bps.go.id/en/publication/2023/01/27/ffb5939b4393e5b1146a9b91/hasil-long-form-sensus-penduduk-2020;https://buku.kemendikdasmen.go.id/;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422,BPS SP2022 table 196 and oral definition; BPS Long Form sample-design publication; BPS 2010 home-use table; World Bank/OECD stage context; BPS ICT; official SIBI portal; UNESCO OER definition; bounded catalog APIs.,"Weighted oral ability, older home use, writing/script literacy, learning and connectivity are different constructs. The published point has no cited CI and is not called exact.","high for the published weighted oral point and definition; medium for system learning/ICT; low for writing, academic overlap and comprehensive OER rights"
ja-Jpan-JP,Standard Japanese,Japanese,Japan,spoken/written Japanese; Jpan kanji and kana; competence unmeasured by population source,persons,,,123802000,territorial_education_language_exposure_ceiling_published_in_thousands,"Statistics Bureau 2024 total resident population, published in thousands, retained only as a national Japanese-curriculum exposure ceiling; not a Japanese ability, reader or script-competence count.",2024,"Japanese nationals 120296000 are a separate nationality definition, not a lower bound. Direct 2025 school-support cohort: 84759 pupils needing Japanese instruction. Higher-education enrolment 2922969 is a separate opportunity measure. PIAAC reported 7% of about 74.7m represented adults at/below Level 1 in all three domains; no pseudo-exact person product is retained.","National curriculum teaches Japanese common language, kana and common-use characters. Pupils officially needing Japanese instruction: elementary 54888, lower secondary 20681, upper secondary 7313, other 1877; 9699 lacked special consideration. This is direct mismatch evidence by stage.","PISA 2022 below Level 2: mathematics 12%, reading 14%, science 8%; mathematics top performers 23%. PIAAC reports 7% of represented adults at/below Level 1 in all three domains; the percentage and represented population remain separate.","J-STAGE and NDL establish substantial free research/digital access at named endpoints only. Free access does not control open adaptation, all stages, accessibility or specialist completeness.",Free access is not open adaptation. Reproducible 2026-09-01 catalog snapshot: Open Textbook Library jpn 2; DOAB Japanese 14. A complete openly reusable school-to-research mastery inventory was not established.,"MEXT 2025 upper-secondary final-year complements: 47.6% below A2 and 76.1% below B1, based on the reported at/above thresholds. This is a school-cohort measure, not adult or discipline-specific academic English.","Official context: 85.7% internet use; school device ratio about 1.1 computers per pupil and 99.4% classroom wireless. Age gradients remain: 65+ 62.9%, 75+ 48.5%, 80+ 37.1%. No Japanese-reader cross-tab.","High national connectivity narrows the offline claim to older users, pupils needing Japanese support, disability access and institutional restrictions. Downloadable/reflowable materials, captions, ruby/furigana, vertical-text and screen-reader QA remain relevant; blanket digital exclusion is rejected.",ASIA_610806419013;ASIA_2ACB64916A98;ASIA_11D94F15CB7A;ASIA_CFB41AA2BCF8;ASIA_66890A43D9E6;ASIA_F8F356BD1B2F;ASIA_3391AFAEC010;ASIA_DB0DDF9B87D9;ASIA_8CD867D47230;ASIA_767270E01001;ASIA_39FBA6D61934;ASIA_4B352E5C6D63;ASIA_922A9A623183,https://www.stat.go.jp/english/data/jinsui/2024np/index.html;https://www.mext.go.jp/component/a_menu/education/micro_detail/__icsFiles/afieldfile/2011/04/11/1298356_2.pdf;https://www.mext.go.jp/b_menu/houdou/31/09/1421569_00007.htm;https://www.mext.go.jp/b_menu/toukei/chousa01/kihon/kekka/k_detail/2025.htm;https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/japan_f7d7daad-en.html;https://www.oecd.org/en/publications/2024/12/survey-of-adults-skills-2023-country-notes_df7b4a60/japan_c63b2ef1.html;https://www.jstage.jst.go.jp/browse/-char/en;https://www.ndl.go.jp/en/aboutus/outline/numerically.html;https://www.soumu.go.jp/johotsusintokei/statistics/statistics05.html;https://open.umn.edu/opentextbooks/textbooks.json?language=jpn;https://directory.doabooks.org/rest/search?query=dc.language:%22Japanese%22&limit=100&expand=metadata;https://www.mext.go.jp/content/20260618-mxt-kyouiku01-000050518_1.pdf;https://www.mext.go.jp/content/20260525-mxt_kyokoku-000049811_2.pdf,"Statistics Bureau 2024 resident/nationality tables and thousand-person units; MEXT curriculum, pupil-support result and enrolment; OECD PISA/PIAAC; MEXT English thresholds; bounded J-STAGE/NDL/ICT/catalog endpoints.","Nationality and residence are separate definitions, not uncertainty bounds. Published population units are thousands. School support, tertiary enrolment, PIAAC and resource inventories are nonadditive endpoints.",high for published resident context and direct school-support cohort; medium for national outcome contexts; low for exact Japanese users and comprehensive open-resource rights
jv-ID,Javanese in Indonesia,Javanese,Indonesia,spoken/home daily language; script not measured,persons,,68044660,,census_home_daily_language_age5plus_point_count,BPS 2010 census point count of people age 5+ in the BPS Javanese category using it as the daily language at home; irrespective of Latin or Javanese script.,2010,31.79% of the national age-5+ daily-language denominator in BPS Table L4.1; script use was not enumerated.,Indonesian is the national school bridge. BPS home use establishes mismatch potential but supplies no school-stage medium/proficiency cross-tab for Javanese users.,Indonesia learning poverty and PISA are national context only and are not copied to this exact row.,No coherent exact-stage public Javanese curriculum route was verified; Indonesian SIBI resources are not credited as Javanese.,"Complete open/adaptable coverage unresolved, not absent.",Indonesian national oral reach has no Javanese cross-tab; academic Indonesian and English overlap among Javanese home users is unknown.,Indonesia 2024 ICT rates are country context only and cannot be assigned to the 2010 Javanese cohort.,"A defensible design supports Latin/Javanese-script Unicode, audio, downloadable low-data and print/local distribution, but no access rate or device count is applied to Javanese users.",ASIA_552796946DC9;ASIA_EB59D2619EC1;ASIA_260DFA0745B4;ASIA_500B7047CCE7,https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html;https://sensus.bps.go.id/topik/tabular/sp2022/196/1/0;https://documents1.worldbank.org/curated/en/099082924151529593/pdf/P17920918b1c2f0f61abb41e1a5d85e5dd2.pdf;https://www.bps.go.id/en/publication/2025/08/29/beaa2be400eda6ce6c636ef8/telecommunication-statistics-in-indonesia-2024.html,"BPS 2010 Table L4.1 p47, Javanese 68044660; SP2022 Indonesian ability TOTAL; national World Bank brief and BPS ICT tables only as contexts.","The point is exact for the old census home/daily-language construct only; it is not all speakers, L1, current ability or script literacy. Equal low/base/high fields and the Latn tag are removed.","high for the 2010 home-use point; low for current users, script readership, outcomes, overlap, access and resources"
ko-Kore-KP,Korean in the DPRK,North Korean standard,Democratic People's Republic of Korea,spoken/written North Korean standard; Chosŏn'gŭl; competence unmeasured,persons,,26571036,,model_based_territorial_population_projection_point_context,"UNICEF-displayed 2025 population projection based on UN WPP 2022; not an observed population, Korean-language count or upper bound.",2025 projection,Retain 26571036 only as the published model output for reproducibility and display it as about 26.57m. Oxford roughly 80m global Korean context is not apportioned or added.,"Korean is the dominant schooling language, but current public auditable stage exposure and completion data are sparse.",UNICEF SDG page reports 2017 Grade 2/3 minimum proficiency around 94% reading and 83% mathematics. Later-stage and current completion evidence was not verified.,No public auditable complete DPRK curriculum/OER inventory was verified.,"Resource availability is unknown, not zero. Access restrictions prevent a defensible open/adaptable count.",Unknown academic foreign-language overlap.,World Bank electricity access 57.5% in 2023. ITU reports 23.4% internet use and 21.8 active mobile-broadband subscriptions per 100 in 2024; provenance/comparability under restricted access is uncertain.,"Print, radio/audio and offline local packages are the only evidence-aligned broad delivery modes; no tracking/geolocation. Accessibility and political-operational feasibility remain unmeasured.",ASIA_7321CAC7E2EE;ASIA_7C7372155B26;ASIA_55D84CF49B30;ASIA_EAFCC14AE490,https://data.unicef.org/sdgs/country/prk/;https://data.worldbank.org/indicator/EG.ELC.ACCS.ZS?locations=KP;https://datahub.itu.int/data/?e=PRK;https://www.ames.ox.ac.uk/korean,UNICEF page population overview and 2017 learning indicators; World Bank 2023 electricity record; ITU 2024 dashboard; Oxford global context.,"The projection is not observed and carries no row-specific interval here. Old learning indicators, telecom values and global Korean context do not yield a language/resource denominator.","medium for the published projection context; low for current learning, access, language population and resources"
ko-Kore-KR,Korean in the Republic of Korea,South Korean standard,Republic of Korea,spoken/written South Korean standard; Hangul/Hanja (Kore); script competence unmeasured,persons,,,51817000,territorial_education_language_exposure_ceiling_published_in_thousands,"Official 2025 register-census total resident estimate, published in thousands, retained only as a South Korean education-language exposure ceiling; not a Korean-language or script-competence count.",2025-11-01,"49708000 Korean nationals and 2109000 foreigners are separately published definitions/components, not lower/upper uncertainty bounds. Oxford approximately 80m worldwide is a rounded bridge context and is not copied or added.",Korean is the national schooling language. Grade 11 national English assessment covers a broad school cohort; migrant/minority exact counts were not derived.,"PISA 2022 below Level 2: mathematics 16%, reading 15%, science 14%; mathematics top performers 23%. Grade 11 English NAEA sampled 9195 students in 204 schools, about 3%.",KOCW provides substantial higher-education open courseware; national native-language resource supply is strong.,"KOCW licences vary item by item, including CCL; no complete openly adaptable school-to-research ladder was established. Blanket Korean scarcity is unsupported.","Grade 11 English threshold scenarios: 8.7%, 29.6% or 74.4% nonoverlap depending level cut. Curriculum levels are not adult or unrestricted academic-science reading.","ITU 2024: internet 97.9%, rural 97.0%, urban 98.1%; mobile ownership 97.9%; households with home internet 100%. No Korean-proficiency cross-tab.","Near-universal access rejects a broad offline-exclusion claim. Downloadable/accessibility options target disability, migrants and institutional constraints: semantic Hangul, captions/transcripts, keyboard/screen-reader and low-data fallback.",ASIA_A1263098CA28;ASIA_9B8793BE9527;ASIA_413400DFDCA6;ASIA_EB167E9C882D;ASIA_62CB247ADE56;ASIA_EAFCC14AE490;ASIA_75A9382D53D6;ASIA_B0B9D3E2D9F2,https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/korea_4e0cc43a-en.html;https://www.moe.go.kr/boardCnts/viewRenew.do?boardID=294&boardSeq=99138&lev=0&m=020402&opType=N&page=1&s=moe&searchType=null&statusYN=W;https://www.nkis.re.kr/subject_view1.do?eoSeq=0&otpId=OTP_0000000000015021&otpSeq=0;https://datahub.itu.int/data/?e=KOR;https://www.kocw.net/;https://www.ames.ox.ac.uk/korean;https://mods.go.kr/board.es?act=view&bid=203&list_no=446219&mid=a10301010000&nPage=1&ref_bid=&tag=;https://mods.go.kr/boardDownload.es?bid=203&list_no=446219&seq=11,MODS 2025 register-census resident/national/foreigner figures and thousand-person publication units; OECD PISA; MOE/KICE Grade 11 NAEA; ITU; KOCW; Oxford global context.,"Nationality and total residence are separate constructs, not an interval. Published counts are in thousands. ROK, DPRK and global Korean contexts overlap and are never added.","high for published ROK exposure context and school outcomes/access; low for exact Korean users, DPRK transfer and complete OER inventory"
mey-Arab-MR,Hassaniya Arabic,Hassaniya,Mauritania and Western Sahara contexts,spoken Hassaniya; script practices unmeasured,persons,,,,no_compatible_direct_variety_person_denominator,No comparable exact Hassaniya person denominator is established in this bundle.,current evidence review,Candidate retained visibly without a rankable person field.,"MSA is a formal written/educational register, not an L1; home varieties and minority languages require separate stage evidence. No macro total is assigned to a child variety.",Unknown for the exact variety/register in this bundle; Arab-region or national learning results are not copied without a language-of-assessment and cohort match.,"No overall resource negative control is established by population, official status or a common register.","Unknown at the exact variety, script, stage and licence endpoints; macro Arabic resources do not establish child-variety fit.","Unknown; home-variety ability, MSA literacy and English/French academic proficiency are different constructs.",No country or regional connectivity total is transformed into a language-variety count.,"Arabic-script shaping, diacritics, bidirectional layout, captions/audio and offline/print routes require variety- and territory-specific QA; no person product is derived.",ASIA_FB5A2B3A6E71,https://documents1.worldbank.org/curated/en/517851626203470278/pdf/Effective-Language-of-Instruction-Policies-for-Learning.pdf,World Bank LOI report Box 4 p31 and surrounding discussion distinguish MSA from colloquial Arabic types.,Mauritania/Western Sahara geography and displacement/status require separate evidence; no umbrella inheritance.,"high for variety/register separation; low for exact population, learning and resource denominators"
