decision_rank,edition_target_id,label,language_tag,population_basis_class,order_lane,population_low,population_base,population_high,population_source_id,population_definition,population_reference_year,population_confidence,population_atom_id,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,intrinsic_need_p05,intrinsic_need_median,intrinsic_need_mean,intrinsic_need_p95,top10_probability,top100_probability,standard_compute_p50_fecu,compute_evidence_class,population_rank_eligible,primary_order_eligible,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
59,edition-target:lang:hy-Armn-AM,Armenian,hy-Armn-AM,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,2840631.000000,2840631.000000,2840631.000000,ARM_COE_2025;OER_UNESCO_2019;WCAG_22,"2022 census count reporting Armenian as mother tongue, as reproduced by the Council of Europe.",2022,A_REGIONAL_EXACT_TYPED_PERSON,hy-Armn-AM,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,437457.174000,1346459.094000,2255461.014000,1023426.773455,1356592.697181,1339501.806884,1628404.241699,0.000000,1.000000,1130000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:hy-Armn-AM,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:hy-Armn-AM,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:hy-Armn-AM,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,hy-Armn-AM,REGIONAL_EMPIRICAL_STRATUM,5bb892548758ba4e64d15f1172167d1dfdfc82a1946d0f5e7ea18afd0e3c7776,b30b0d98fc0bbd6d8098eba1050e19820d39cf4d75c83067c3ef6248e6818692,ab0e409f7991e6ba5358db1e02630f61d9affa5cd2880197bd7f02eadec5544f,2634959b595473ebd1a366369deec38dc955623e63ff6a6052b858fb18263e22;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,POINT,2840631,2840631,2840631,2840631,2840631,true,false
60,edition-target:lang:bjn-Latn-ID,Banjarese,bjn-Latn-ID,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,3650000.000000,3650000.000000,3650000.000000,IDN_BPS_LANG_2010,Rounded BPS daily-home-language count for people age five and above.,2010,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:edfec6339bd840e51c26a58e,0.40000000,0.25060551,0.50000000,0.40000000,0.13659622,0.50000000,143242.690554,1311242.690554,2479242.690554,954749.617631,1308737.488483,1331307.813105,1771115.465206,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:edfec6339bd840e51c26a58e,auth:canonical:canonical:pop:edfec6339bd840e51c26a58e,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:edfec6339bd840e51c26a58e,legacy_canonical_population,pop:edfec6339bd840e51c26a58e,language_population_or_context,2b5ff89ece6583124bed42d020bf725de62505d356e46bba37b02bdd5abd8b79,421ea47033fa310756129f64d8130a3b77d4c3d3b4f6cd413b58f8b03770d12b,efb2a3ff41586b8298d180a5fe5ff4f19f6d04cbdf488cb0a98e3244ebb994af,6C23D04903146EDA54249B865AB790B9B16EDF54891415ACDF8DDDA2DDBA5A00,true,false,POINT,,3650000,,3650000,3650000,true,false
61,edition-target:lang:bug-Latn-ID,Buginese,bug-Latn-ID,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,3510000.000000,3510000.000000,3510000.000000,IDN_BPS_LANG_2010,Rounded BPS daily-home-language count for people age five and above.,2010,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:d7f5183d757509437b0ec0f8,0.40000000,0.25060551,0.50000000,0.40000000,0.13659622,0.50000000,137748.450368,1260948.450368,2384148.450368,878142.822045,1266450.395197,1279114.482739,1669015.151384,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:d7f5183d757509437b0ec0f8,auth:canonical:canonical:pop:d7f5183d757509437b0ec0f8,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:d7f5183d757509437b0ec0f8,legacy_canonical_population,pop:d7f5183d757509437b0ec0f8,language_population_or_context,6984f60463217231ceeadc8a837016759dc02cf388af233ce6d9bcb5280a36b7,161550394b8bf764b9aa1582df2cf3b0a54bee1a8e0f7ff8f4f2d45c95f8859e,26607bea83852c5d53d871927d77159d36446e5f8450e0513a29a2e20b6b2f6b,6C23D04903146EDA54249B865AB790B9B16EDF54891415ACDF8DDDA2DDBA5A00,true,false,POINT,,3510000,,3510000,3510000,true,false
62,edition-target:lang:brh-Arab-PK,Brahvi,brh-Arab-PK,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,2778670.000000,2778670.000000,2778670.000000,PBS_MT_2023,Census mother-tongue count,2023,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:f95fbedf90f373eca0f79dec,0.40000000,0.55956348,0.50000000,0.40000000,0.23523500,0.50000000,319118.010327,1208292.410327,2097466.810327,913783.114129,1198791.628827,1208013.593684,1524314.318929,0.000000,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:f95fbedf90f373eca0f79dec,auth:canonical:canonical:pop:f95fbedf90f373eca0f79dec,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:f95fbedf90f373eca0f79dec,legacy_canonical_population,pop:f95fbedf90f373eca0f79dec,language_population_or_context,e3b5442a65044c2cf8b89642fb7efdf5d41b54c97b587e8ac73c107f5f11fb0f,3405db9fcea3c83051b2a606ac1f0e3147913318a9c864d5e316ddfce872c809,7c4fc976160ce11d0be5387f81fcd695cf005782686f9e45252e6fe690f6ae33,46E5208B2751BDEDEE81738BE17280322692B36E1F7C573A7C277774F7F8F5B0,true,false,POINT,2778670,2778670,2778670,2778670,2778670,true,false
63,edition-target:lang:ne-Deva-IN,Nepali (India jurisdiction pack),ne-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,2925796.000000,2925796.000000,2925796.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:da45950f41bcde67fe785d65,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,146335.659049,1082590.379049,2018845.099049,768738.532196,1106713.839559,1100231.912638,1453973.057732,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:da45950f41bcde67fe785d65,auth:canonical:canonical:pop:da45950f41bcde67fe785d65,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:da45950f41bcde67fe785d65,legacy_canonical_population,pop:da45950f41bcde67fe785d65,language_population_or_context,a5cdfac16d5d113f59b662242d31832e6accb1d52374a145e1d4a3812d51244b,7d215788424a7eff6c4dc244717caef71c1e6b4fb7d7dbb4e27222bc1c8cb28b,b6a29a74b3497788e69cb81968964b5c1782215ade09064485212b0f65aa5317,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,2925796,2925796,2925796,2925796,2925796,true,false
64,edition-target:lang:bho-Deva-NP,Bhojpuri (Nepal),bho-Deva-NP,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,1820795.000000,1820795.000000,1820795.000000,NPL_LANG_2021,Census mother-tongue count,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:1575dbef18144b6e088d695f,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,200287.450000,782941.850000,1365596.250000,547816.777398,772106.949659,770564.725127,980659.589167,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:1575dbef18144b6e088d695f,auth:canonical:canonical:pop:1575dbef18144b6e088d695f,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:1575dbef18144b6e088d695f,legacy_canonical_population,pop:1575dbef18144b6e088d695f,language_population_or_context,0059469a311fbcfcb3473d1fe2c3519e3283bdeb8c4d8f342ddcad0cd4a22d7e,d8a7e0304656977eab95b8c8ad034f9cd98e4f7a0945da1cdde92b1ee9c214d6,028eb29718f4f2d4cc40a2c0c19dcd607f95f98456bc08485600e95ba88cfec5,CD87291B81AF1ED1EA603E7E87B546F1AFE4B99280BA8CF67C8C8EA7E93F37B3,true,false,POINT,1820795,1820795,1820795,1820795,1820795,true,false
65,edition-target:lang:pov-Latn-GW,Guinea-Bissau Kriol,pov-Latn-GW,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,1303743.000000,1303743.000000,1303743.000000,GNB_RGPH2009_LANG,Official RGPH 2009 Table 6 direct count of Guinea-Bissau nationals reporting that they speak Kriol; multiple language responses were permitted.,2009,A_REGIONAL_EXACT_TYPED_PERSON,nonadditive-multilanguage:4bc40650dd10bc51,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,143411.730000,560609.490000,977807.250000,415163.897874,561062.426787,564800.047702,712876.793957,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:pov-Latn-GW,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:pov-Latn-GW,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:pov-Latn-GW,AFRICA_EMPIRICAL_NEED_INPUTS,pov-Latn-GW,REGIONAL_EMPIRICAL_STRATUM,037d60098f907d787c1a1d36fa9a214527496b0b348f637e8a1707277ff1f409,c8bf34d768d138883f47ae078c4f47f0a5abf78b1c474cd870509604c12be1b8,5202ea0d669df842c1572747d628b14fe888b166207ffa3bfe8908b9f4fb845d,5434e3b18f80e2f5e51d96f34ebad02db7fb63ecc138a203a2cce80d1680e18d,true,false,POINT,1303743,1303743,1303743,1303743,1303743,true,false
66,edition-target:lang:kek-GT,Q’eqchi’,kek-GT,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,1127387.000000,1127387.000000,1127387.000000,SRC_AMAR_GTM_INE_2018,People age 4+ reporting Q’eqchi’ as mother tongue.,2018,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:becc4683c53126aa8e06ec32,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,173617.598000,534381.438000,895145.278000,408175.501205,520136.146190,528532.930520,650875.912634,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:becc4683c53126aa8e06ec32,auth:canonical:canonical:pop:becc4683c53126aa8e06ec32;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:kek-Latn-GT,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:becc4683c53126aa8e06ec32,legacy_canonical_population,pop:becc4683c53126aa8e06ec32,language_population_or_context,c220b1351bc14fa891f34c4749954f60dcbe85043ad935996ff580532fa66bbd,9177b12838c1dad890d1c31117e642b9bbadb245c453109e54a47e1ddc8d80f6,133078fda7bd126edce458d90c901b2d13e87cd5e0d226857a0b70ea44c6b81e,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,1127387,,1127387,1127387,true,false
67,edition-target:lang:hak-Hant-TW,Taiwan Hakka,hak-Hant-TW,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,1193332.000000,1193332.000000,1193332.000000,ASIA_TWN_DGBAS_CENSUS_2020_LANG,"DGBAS 2020 estimate: 329,462 current primary-use plus 863,870 current secondary-use Hakka among resident nationals aged 6+.",2020-11-08,A_REGIONAL_EXACT_TYPED_PERSON,nonadditive-multilanguage:7c85229066c80679,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,131266.520000,513132.760000,894999.000000,371042.144228,519046.195053,518905.048917,658026.286578,0.000000,1.000000,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:hak-Hant-TW,auth:regional:ASIA_EMPIRICAL_NEED_INPUTS:hak-Hant-TW,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:ASIA_EMPIRICAL_NEED_INPUTS:hak-Hant-TW,ASIA_EMPIRICAL_NEED_INPUTS,hak-Hant-TW,REGIONAL_EMPIRICAL_STRATUM,adb09d4df9b35c1b9777b5d73228b6181f081f450ec1232607545cca3fdf2f1d,c900ccfd8cac4e335a4f1b69003fdc31f7c3e618176d7e42baeefed73c971c2c,24061e3972e0b57637b2e8a7a7ec8f91cb1483aed4ba5fde2f133eeb248f8cbb,ba06728ae54c935f6d67082235dc92b05dfd9713a8e4d0b5953cd3f6f2975b97,true,false,POINT,1193332,1193332,1193332,1193332,1193332,true,false
68,edition-target:lang:quc-GT,K’iche’,quc-GT,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,1054818.000000,1054818.000000,1054818.000000,SRC_AMAR_GTM_INE_2018,People age 4+ reporting K’iche’ as mother tongue.,2018,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:6675ca49ad1364558f62562f,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,162441.972000,499983.732000,837525.492000,395414.811611,499097.330505,502743.833119,607279.715101,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:6675ca49ad1364558f62562f,auth:canonical:canonical:pop:6675ca49ad1364558f62562f;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:quc-Latn-GT,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:6675ca49ad1364558f62562f,legacy_canonical_population,pop:6675ca49ad1364558f62562f,language_population_or_context,6f662a430f9b9cd11dd9dbb1d0738d2d69b6075d09f7bef1598e3e46fbf2d189,2b39c96bfe3be5c4429c9433e107e08673236673be3d871e1acdd77c26baa0ff,c7c5c43cd30bc8a0d957e0665d4b670d9f0646137a56c9563adb490f4aa19e98,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,1054818,,1054818,1054818,true,false
69,edition-target:lang:mfe-Latn-MU,Kreol Morisien,mfe-Latn-MU,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,1002135.000000,1002135.000000,1002135.000000,MUS_CENSUS_2022;MUS_PRESCHOOL_LANG;OER_UNESCO_2019;WCAG_22,"Official Table D9 aggregate for residents of the Island of Mauritius reporting Creole usually spoken at home, including combinations; Rodrigues is excluded and modeled separately.",2022,A_REGIONAL_EXACT_TYPED_PERSON,nonadditive-multilanguage:d51fd9eb6b25e0bd,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,110234.850000,430918.050000,751601.250000,314023.677111,425209.495764,428361.227454,545930.471795,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mfe-Latn-MU,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mfe-Latn-MU,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mfe-Latn-MU,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,mfe-Latn-MU,REGIONAL_EMPIRICAL_STRATUM,d423cacc4e3aea47274cd2e3f453b66cedce23abee16aead7e0918a175caf764,20d86f09d4091026b2b72fe2521b0688d0a437cbda79b2ccdaac17130b584011,f50b9e6f9c0031e77a3423a6b0dcc18fe388b4fe0974bec6a51688ac3ebd8ac3,60ca218b38d6dbd33d88b9d3f95cce6a79aec7a82654a206b29b7efed9deabbd;7f86b5547477ad03a5f3f866e021cd42a3970f2e77097ad13e4fefd877066957;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,POINT,1002135,1002135,1002135,1002135,1002135,true,false
70,edition-target:lang:eu-Latn-ES,Basque,eu-Latn-ES,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,936812.000000,936812.000000,936812.000000,SRC_EUSTAT_BASQUE_2021,People speaking or understanding Basque well in Census 2021.,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:c591f725fcf8e0af6e59fe1f,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,103049.320000,402829.160000,702609.000000,304659.550569,407029.781816,406835.252168,504208.875856,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:c591f725fcf8e0af6e59fe1f,auth:canonical:canonical:pop:c591f725fcf8e0af6e59fe1f;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:eu-Latn-ES-NC;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:eu-Latn-ES-PV,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:c591f725fcf8e0af6e59fe1f,legacy_canonical_population,pop:c591f725fcf8e0af6e59fe1f,language_population_or_context,74c5329afcfbca7cbd6e33f061cc58fd9680e303d8fbd9e964df612d06099902,116fa9e22fd7261e25259c2e3c704e72ac80ffe28d952dce2d0fd5dedb30d8d3,3c7e533818501d0ef46975077fe86162caa410bed7674dd891e8b2fd3672124d,54A50CB248F1867C3D0C70F4163B1FBB0516893497A46D7D2695B1F2EA4D89C9,true,false,POINT,936812,936812,936812,936812,936812,true,false
71,edition-target:lang:awa-Deva-NP,Awadhi (Nepal),awa-Deva-NP,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,864276.000000,864276.000000,864276.000000,NPL_LANG_2021,Census mother-tongue count,2021,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:5beff93e02e8070bb5af630c,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,95070.360000,371638.680000,648207.000000,285987.541493,371819.371965,375879.698267,471795.891931,0.000000,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:5beff93e02e8070bb5af630c,auth:canonical:canonical:pop:5beff93e02e8070bb5af630c,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:5beff93e02e8070bb5af630c,legacy_canonical_population,pop:5beff93e02e8070bb5af630c,language_population_or_context,6296d33067c428c8cd493928cc585f81d3f618039f4106db43193a0dbbdd2910,ba77d017bbcb6b18c97c2b94b7d8d6776d47ad2c4ad79cb34b0b63cfa89514fc,6523b207f82b6a6589028cd16ccdb2b8e27f18e9bded364dca8754e8052e13ff,CD87291B81AF1ED1EA603E7E87B546F1AFE4B99280BA8CF67C8C8EA7E93F37B3,true,false,POINT,864276,864276,864276,864276,864276,true,false
72,edition-target:lang:mam-GT,Mam,mam-GT,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,590641.000000,590641.000000,590641.000000,SRC_AMAR_GTM_INE_2018,People age 4+ reporting Mam as mother tongue.,2018,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:56b541179f9129b8fbc7fb72,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,90958.714000,279963.834000,468968.954000,209825.472235,280068.809588,279558.027219,340548.706595,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:56b541179f9129b8fbc7fb72,auth:canonical:canonical:pop:56b541179f9129b8fbc7fb72;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:mam-Latn-GT,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:56b541179f9129b8fbc7fb72,legacy_canonical_population,pop:56b541179f9129b8fbc7fb72,language_population_or_context,40419142c5b803cdd527fd72a3cc03ae1be932079206f58ddd1fcc1074fead1e,6da97f41b75b51ea346944ca3143b779a8cce14ccc35c518f9b3f1449fc707ee,d488b19126d919a3fa7c179f93f3ae2c492a8e461a411f0a10d1ebb6c6b43dbd,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,590641,,590641,590641,true,false
73,edition-target:lang:yua-MX,Maayat’aan,yua-MX,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,774755.000000,774755.000000,774755.000000,SRC_AMAR_MEX_INEGI_2020,"People age 3+ reported Maya in the Mexico census; retained as Maayat’aan/Yucatec, not pan-Maya.",2020,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:74895a35a692128b18139fec,0.40000000,0.19600122,0.50000000,0.40000000,0.08538831,0.50000000,16389.637971,264311.237971,512232.837971,171142.657632,269576.754125,270181.576866,357372.039743,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:74895a35a692128b18139fec,auth:canonical:canonical:pop:74895a35a692128b18139fec,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:74895a35a692128b18139fec,legacy_canonical_population,pop:74895a35a692128b18139fec,language_population_or_context,f1056f7307bb6114eccb342666bb1c5b1e49a6a7098dda34d76153bc2067dfc8,8d7fdbad9b45ded790849ecbd00bb8ef6c4ed699a0b3e961d60c07760add8c6c,229661f5a5b97ba7846286c1410ca787b9a14002e5ec8c3f84602a76234bbc13,A33A11D9FFC09CABAF9900A0F8AC0C42ADFE2028767AC6406421DC16F59D248D,true,false,POINT,,774755,,774755,774755,true,false
74,edition-target:lang:sn-Latn-ZA,Shona,sn-Latn-ZA,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,716967.000000,716967.000000,716967.000000,SRC_STATSSA_CENSUS_2022,Shona home-language users in South Africa,2022,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:2d407ad3f659e88495e45953,0.40000000,0.27719072,0.50000000,0.40000000,0.15721201,0.50000000,34018.525303,263447.965303,492877.405303,188064.317939,264792.983581,265169.610867,346717.286246,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:2d407ad3f659e88495e45953,auth:canonical:canonical:pop:2d407ad3f659e88495e45953,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:2d407ad3f659e88495e45953,legacy_canonical_population,pop:2d407ad3f659e88495e45953,language_population_or_context,ebe7e4d67c2a35933c56853476b2901ac553310f969b7a7d5b0291cb7acddd3b,a8f4c13e449425b8e874f4d91d6ef43939e050b352d20185c9ab4793a23a484f,919cc1204ebb2398c9488408b5be37b6782a7d0bf1fd28aa6cd5f9e87a7bfacb,2C921374FAF819D65F19AFCE5DC6240B2EC02F68810144321AC8122FBC516B87,true,false,POINT,,716967,,716967,716967,true,false
75,edition-target:lang:zgh-Tfng-MA,Standard Moroccan Amazigh,zgh-Tfng-MA,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,542781.000000,542781.000000,542781.000000,MA_HCP_RGPH2014;MA_HCP_Q2014;MA_HCP_AMAZIGH_2024;MA_IRCAM_TIFAWIN;MA_IRCAM_MOOC;UNICODE_TIFINAGH;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,Persons age 10+ reported able to read and write Amazigh; the census questionnaire specifies Tifinagh for this first-ever written-Amazigh item.,2014,A_REGIONAL_EXACT_TYPED_PERSON,zgh-Tfng-MA,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,83588.274000,257278.194000,430968.114000,188973.509561,253700.145557,252838.474123,321307.457375,0.000000,1.000000,1250000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:zgh-Tfng-MA,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:zgh-Tfng-MA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:zgh-Tfng-MA,AFRICA_EMPIRICAL_NEED_INPUTS,zgh-Tfng-MA,REGIONAL_EMPIRICAL_STRATUM,1e57bdd97b2bad5b3315451f3e401290029b73c15a73ca26958a63c1b8f067ba,abfcf8eeef710f77651b97d6e4b0e92fb39aa64f49eebf4fc3bdff2f52141ff5,8e6533ec50ea8bbe5017f54986e0f22f7ed6c21eacd28a8c9819586790ef834f,9c867376ef264f91548dc260aa051af2e9fe7d9d72f406740272f43f603ca19b;4c696a96db4c5ae2e793738903ec1836327a2f22061a869d4850fc6232ad4a68;fe656e267c7867a015ff16e46ac5d41392d3946446d160ffae49242e65238382;be429100f07248286b4aa24d30de79a919d4b5e480f5d0838cd11909ee4dbc4a;2f1847c3d274e218fa1e451f5994ce59dedab500fa2ec80d158aad7fc5db66c5;14eae57bcfa01db53f20d8561b90aa413b0ff2fcdac800db0c14d1d2fa61aaef;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,542781,,542781,542781,true,false
