decision_rank,edition_target_id,label,language_tag,population_basis_class,order_lane,population_low,population_base,population_high,population_source_id,population_definition,population_reference_year,population_confidence,population_atom_id,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,intrinsic_need_p05,intrinsic_need_median,intrinsic_need_mean,intrinsic_need_p95,top10_probability,top100_probability,standard_compute_p50_fecu,compute_evidence_class,population_rank_eligible,primary_order_eligible,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
11,edition-target:lang:gu-Gujr-IN,Gujarati,gu-Gujr-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,55036204.000000,55036204.000000,55036204.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,2752672.839764,20364258.119764,37975843.399764,14833476.249763,20261192.261380,20586860.108528,27031787.664322,0.347656,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:5d18e76493b2bae5aacee1a7,legacy_canonical_population,pop:5d18e76493b2bae5aacee1a7,language_population_or_context,b80d03e4b52b30b7555fceca6f272c83da97dc4ce85ef7b15a222be464906411,428805d0911da97d3bd7bbc3f4a146366a496885c92808df0a323099ff83e285,b7bc801ff98bb2e801c0d2edb73431e47899ad75e269910e4595524bda33c2b4,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,55036204,55036204,55036204,55036204,55036204,true,false
12,edition-target:lang:ps-Arab-PK,Pashto (Pakistan curriculum pack),ps-Arab-PK,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,43633946.000000,43633946.000000,43633946.000000,PBS_MT_2023,Census mother-tongue count,2023,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:f13a1e88b606ae7fd303c7c9,0.40000000,0.55956348,0.50000000,0.46000000,0.23523500,0.50000000,5482413.121004,19445275.841004,33408138.561004,14365548.575900,19363224.133662,19280294.622480,24248170.242699,0.164062,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:f13a1e88b606ae7fd303c7c9,auth:canonical:canonical:pop:f13a1e88b606ae7fd303c7c9,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:f13a1e88b606ae7fd303c7c9,legacy_canonical_population,pop:f13a1e88b606ae7fd303c7c9,language_population_or_context,f21d94974cf4a9844247db4b54a499887ae97835e5ae34ec0639400417fefb7f,8cc69efd48e6eacdfd727eceea127f017d99870a199e3bd17c3999997a13f152,90109f614105addb16c92efc6d06a86ec118bcb16edb76e88c70d7c65de5da85,46E5208B2751BDEDEE81738BE17280322692B36E1F7C573A7C277774F7F8F5B0,true,false,POINT,43633946,43633946,43633946,43633946,43633946,true,false
13,edition-target:lang:bho-Deva-IN,Bhojpuri,bho-Deva-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,50579447.000000,50579447.000000,50579447.000000,IND_C16_2011,Raw mother-tongue return inside Census Hindi umbrella,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:18db243036b830db09e6124f,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,2529765.134369,18715188.174369,34900611.214369,13460561.872402,18937757.126398,18949524.207586,24080980.963179,0.218750,1.000000,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:18db243036b830db09e6124f,auth:canonical:canonical:pop:18db243036b830db09e6124f,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:18db243036b830db09e6124f,legacy_canonical_population,pop:18db243036b830db09e6124f,language_population_or_context,7cc51976be4be76b7b52afff4bf2262dbd7cab856c14ef6b2429f50ea9c0bada,93520296bdd610bfb1a8d220ae72ce11cf57e66ea09bd45a2eb37b951c20d27c,d005f22e002d3fba372edccc443e38e2d3f9b004d9599a021015d1c5885126e2,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,50579447,50579447,50579447,50579447,50579447,true,false
14,edition-target:lang:ur-Arab-IN,Urdu,ur-Arab-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,50725762.000000,50725762.000000,50725762.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:738f89ca064484dc7f7dce70,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,2537083.177716,18769327.017716,35001570.857716,13850373.594353,18746774.420556,18892936.541669,24765339.535652,0.195312,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:738f89ca064484dc7f7dce70,auth:canonical:canonical:pop:738f89ca064484dc7f7dce70;auth:canonical:llps:LLPS-UR-IN-L1-2011,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:738f89ca064484dc7f7dce70,legacy_canonical_population,pop:738f89ca064484dc7f7dce70,language_population_or_context,74734f1c28acb5a49fad1891d5e1105f5747c563ff549743b7185127cafda77a,d32f8009b5a41d9fb23005d0dc8afb38cce977154425469afe7115cb3a7028eb,64b9851002a2e5731887197cb016cf4bd68edc4b4f74725467fc1016261e6e7b,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,50725762,50725762,50725762,50725762,50725762,true,false
15,edition-target:lang:my-Mymr-MM,Burmese,my-Mymr-MM,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,36000000.000000,,41000000.000000,MMR_WB_PHONE_2023_24,Planning range inferred in the cited World Bank report from about 80% current household use and an older estimate near 70%; not a census L1 count.,2022,B_INTERVAL_TYPED_PERSON,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,0.40000000,0.50233260,0.50000000,0.40000000,0.37076150,0.50000000,4405432.633005,17031365.454741,31257298.276478,12753893.986322,17171728.631663,17147640.398117,21315966.849777,0.062500,1.000000,1240000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,auth:canonical:canonical:pop:e5ce23e04310977f9e30a710,ADMIT,B_INTERVAL_TYPED_PERSON,canonical:pop:e5ce23e04310977f9e30a710,legacy_canonical_population,pop:e5ce23e04310977f9e30a710,language_population_or_context,6395a03c70518ebe0aa200a16907e2f077ce920e0009c1032bb3c85fc73f9198,fa353d39c17c9e215a7a2e870a0769b831d495f5ad38df9f22461e8a98235dc6,4d75073b2bd2eb5901eba017f50dfd2577f16de147e7a74e1b2442eef470a930,5D2346ED8222CE4D7AA7D9E5106138497E3645A5DA7DA6A682322BB6A41B67D3,true,false,INTERVAL,36000000,,41000000,36000000,41000000,true,false
16,edition-target:lang:uz-Latn-UZ,Uzbek,uz-Latn-UZ,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,35700000.000000,35700000.000000,35700000.000000,SRC_UZBEKISTAN_CENSUS_2026,Preliminary 2026 census native-language count; 91.3% of enumerated population.,2026,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:3914b0ebff1e8cdf7ab97738,0.60000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,5497800.000000,16921800.000000,28345800.000000,13246804.613969,16913980.815691,17093566.187733,20821876.295546,0.042969,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:3914b0ebff1e8cdf7ab97738,auth:canonical:canonical:pop:3914b0ebff1e8cdf7ab97738;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:uz-Latn-UZ,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:3914b0ebff1e8cdf7ab97738,legacy_canonical_population,pop:3914b0ebff1e8cdf7ab97738,language_population_or_context,a1a536bb9185f9abb8963c7f05af3ded43b521ec50b512bc612c80f55b7c99fe,dd89e22d128aa6a377fdee438f87d63433318300c33ec73b7507c2b7ca891a29,044820ffb1bdcba50d0811f98900898e868d8f48ba6314322f2d476765df68d3,6029719B37D866A94C97F1B574236F613E20B84D53DEC8444FD6BBE20F6D1D5D,true,false,POINT,35700000,35700000,35700000,35700000,35700000,true,false
17,edition-target:lang:kn-Knda-IN,Kannada,kn-Knda-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,43506272.000000,43506272.000000,43506272.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:a15c6e4ee31082c4afde22dc,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,2175995.519128,16098002.559128,30020009.599128,11464689.335782,16061994.344204,16261386.697058,20749021.446765,0.023438,1.000000,1230000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:a15c6e4ee31082c4afde22dc,auth:canonical:canonical:pop:a15c6e4ee31082c4afde22dc,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:a15c6e4ee31082c4afde22dc,legacy_canonical_population,pop:a15c6e4ee31082c4afde22dc,language_population_or_context,d21af961503e205a03aae9f7a677fbeda0fc71a92204cc7286879f27c81dec16,e2d0017c2740e597398620710189100a7157a18b111dc08c6a5e508d65273867,6ab421e8cf73e19cec2123746a5cee226ac08c78d5e65d36d3bfdb54535959c4,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,43506272,43506272,43506272,43506272,43506272,true,false
18,edition-target:lang:sd-Arab-PK,Sindhi (Pakistan standard),sd-Arab-PK,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,34401564.000000,34401564.000000,34401564.000000,PBS_MT_2023,Census mother-tongue count,2023,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:51abe077d0139899162234df,0.40000000,0.55956348,0.50000000,0.46000000,0.23523500,0.50000000,4322404.988462,15330905.468462,26339405.948462,11705173.252643,15421635.131045,15478303.226079,19450278.977264,0.019531,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:51abe077d0139899162234df,auth:canonical:canonical:pop:51abe077d0139899162234df,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:51abe077d0139899162234df,legacy_canonical_population,pop:51abe077d0139899162234df,language_population_or_context,abc5cbf7c6867f58fd722a879403b11efbf81c1d1a7b6ff02477a36bfd383d4b,579f17354e406afb343a3c9222b78c4216afbe0645708b3dbf454f1e5b2c4d56,fbc8572da8c2af3573997b31024aaae206e8651d413723e328a87b85b4a6202c,46E5208B2751BDEDEE81738BE17280322692B36E1F7C573A7C277774F7F8F5B0,true,false,POINT,34401564,34401564,34401564,34401564,34401564,true,false
19,edition-target:lang:ary-Arab-MA,Moroccan Arabic,ary-Arab-MA,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,33000000.000000,34000000.000000,35000000.000000,SRC_MOROCCO_RGPH_2024,Derived screening band from 91.9% non-exclusive Darija use in RGPH 2024 and national population; not L1.,2024,B_INTERVAL_TYPED_PERSON,auth:canonical:canonical:pop:986f139dd9ee10ddd7948966,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,3630000.000000,14620000.000000,26250000.000000,10956042.999850,14878712.306381,14812109.351152,18320917.864633,0.003906,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:986f139dd9ee10ddd7948966,auth:canonical:canonical:pop:986f139dd9ee10ddd7948966,ADMIT,B_INTERVAL_TYPED_PERSON,canonical:pop:986f139dd9ee10ddd7948966,legacy_canonical_population,pop:986f139dd9ee10ddd7948966,language_population_or_context,92da4fed150bd3b5089792dde22ce0dfdd0a6cab2b6596cc422df01ecf479c6d,6753dd9901be040903ac8c29012c6725f034d4acef47d2c8762b1e758e6b6fdb,1a0fdea10e84d0dd6f36e6c39ffd56e3cec28328a90fe629b6fd4fe41ccbbe2a,AF993F5A5E69945C21D1086951E9CA0CD12CBD9ACE9D9973FC35CF944B3167C5,true,false,INTERVAL,33000000,34000000,35000000,33000000,35000000,true,false
20,edition-target:lang:es-Latn-US,Spanish,es-Latn-US,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,43369734.000000,43369734.000000,43369734.000000,SRC_US_ACS_2023,People age 5+ speaking Spanish at home in ACS 2023.,2023,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:dcc30527548d032f43f70bb3,0.40000000,0.04761159,0.50000000,0.40000000,0.02653099,0.50000000,0.000000,13151293.134506,27029608.014506,9638981.172544,13908335.681905,13868990.314577,18136948.019160,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:dcc30527548d032f43f70bb3,auth:canonical:canonical:pop:dcc30527548d032f43f70bb3;auth:canonical:llps:LLPS-ES-US-HOME-2023,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:dcc30527548d032f43f70bb3,legacy_canonical_population,pop:dcc30527548d032f43f70bb3,language_population_or_context,8fc7fb9294a38b08abd1fc03208260f56764a97281aeaa5af16f920571057370,5e59915f8d30ff54994fbc086609f934e2ffb0b282e88fc9ae19a40485f99a1a,a6ada7d1ab9d193c873cacb34c1cb4e4d7a3f38557c957b8f2e8eee054a3f475,E1B26EEDBADB72EE6625CA5C1F9B2EE51447E3D8B652B0974FD7F2E8D74DF6E8,true,false,POINT,43369734,43369734,43369734,43369734,43369734,true,false
21,edition-target:lang:ml-Mlym-IN,Malayalam,ml-Mlym-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,34776533.000000,34776533.000000,34776533.000000,IND_C16_2011,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:b8c01a4124e6739102ae7d98,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,1739371.738833,12867862.298833,23996352.858833,9308337.715670,13036702.512464,13065750.952762,16739911.437344,0.000000,1.000000,1240000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:b8c01a4124e6739102ae7d98,auth:canonical:canonical:pop:b8c01a4124e6739102ae7d98,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:b8c01a4124e6739102ae7d98,legacy_canonical_population,pop:b8c01a4124e6739102ae7d98,language_population_or_context,32bf9843290d5ec13b5554e90a8233f8916cc30192eb0127457e89407a890799,acf4a3e6b48cc1497d2920c863151ccbd60f3fee51e02813217cf32bb3bc3908,eeb8da833301e4b0f8840ec907df8330e037738596120e701c161278feea926e,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,34776533,34776533,34776533,34776533,34776533,true,false
22,edition-target:lang:skr-Arab-PK,Saraiki,skr-Arab-PK,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,28849579.000000,28849579.000000,28849579.000000,PBS_MT_2023,Census mother-tongue count,2023,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:7e60a110e78e419e9a877fc1,0.40000000,0.55956348,0.50000000,0.40000000,0.23523500,0.50000000,3313247.074771,12545112.354771,21776977.634771,9799162.292851,12849257.894271,12825088.184839,15798498.572363,0.000000,1.000000,1140000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:7e60a110e78e419e9a877fc1,auth:canonical:canonical:pop:7e60a110e78e419e9a877fc1,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:7e60a110e78e419e9a877fc1,legacy_canonical_population,pop:7e60a110e78e419e9a877fc1,language_population_or_context,eddf3dabec981acdcc83110d6035c5bc3d3e948698bf8805957566234ced24f9,f5a6310c51854e868812abfc7141a476e3ffa7d4b2d6e08664d3b06c8d2c3efa,dead99dcf91eeb5e7b65e708ad26980e8b64a88d18d2d3e02dce9d2d12837579,46E5208B2751BDEDEE81738BE17280322692B36E1F7C573A7C277774F7F8F5B0,true,false,POINT,28849579,28849579,28849579,28849579,28849579,true,false
23,edition-target:lang:om-Latn-ET,Oromo,om-Latn-ET,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,24930424.000000,24930424.000000,24930424.000000,ET_ESS_CENSUS_2007;ET_MOE_POLICY;ET_MOE_ESAA_2022;ET_WB_LP_2024;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons reporting Oromo as mother tongue in the 2007 national census, Table 3.2; the census construct does not explicitly enumerate Qubee literacy.",2007,A_REGIONAL_EXACT_TYPED_PERSON,om-Latn-ET-Qubee,0.40000000,0.65497641,0.50000000,0.40000000,0.60729350,0.50000000,4637467.015216,12615202.695216,20592938.375216,9999211.566268,12790118.802412,12764591.621146,15538053.649394,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:om-Latn-ET-Qubee,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:om-Latn-ET-Qubee,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:om-Latn-ET-Qubee,AFRICA_EMPIRICAL_NEED_INPUTS,om-Latn-ET-Qubee,REGIONAL_EMPIRICAL_STRATUM,a954f70cb5bf34efb26c3e02992190a9e0847c0a3e32ef0aa516dd123ed98b30,d5721f49334f18a750a0d203157a247065bf1d29a1a799be1cb7435743006d16,18d89b3a0d30a5f726a1be1ef464009561b2ee8adada4da55c2fe1808a4b1913,fce6afecd896e8cf08d2cff807dd900a46d27bdb0eacc06b1cedb1ae1c09c46a;fc45a53902b1372dbf4db1196e8284205586e09a1dc0437dc0ccf6a3018763e8;9d96f04b2f0c30df9305b8ab607d11d34d25767cd9378948818ca8340ff09fba;6dc0c8d6289e5cad740dffaef05ea881ea64b5d2f9e1d471714a817dbe28b7d4;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,POINT,,24930424,,24930424,24930424,true,false
24,edition-target:lang:or-Orya-IN,Odia,or-Orya-IN,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,34059266.000000,34059266.000000,34059266.000000,IND_C16_2011,Raw Odia mother-tongue count; excludes separately returned Sambalpuri and others,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:db9a140a68322945679808d3,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,1703497.146360,12602462.266360,23501427.386360,8745799.928310,12732594.771120,12771827.497282,17017212.732648,0.000000,1.000000,1230000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:db9a140a68322945679808d3,auth:canonical:canonical:pop:db9a140a68322945679808d3,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:db9a140a68322945679808d3,legacy_canonical_population,pop:db9a140a68322945679808d3,language_population_or_context,26e18d0da5ca6da271d29d2e0b0379b094a4b22fb454163eaf7f9323fbe44d2b,d447af78d5f9f5ac438063b5c4905da9f2444cf42094e1e8c5906539b3a91e5f,12c1288c1f50eefa8103c2b83935b98599b92bde232ba085d51b0721e1adb5d0,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,POINT,34059266,34059266,34059266,34059266,34059266,true,false
25,edition-target:lang:yo-Latn-NG,Standard Yoruba,yo-Latn-NG,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,28000000.000000,30000000.000000,32000000.000000,SRC_NIGERIA_FMACCE,"Approximate federal-government speaker estimate, around 30m.",2026,B_INTERVAL_TYPED_PERSON,auth:canonical:canonical:pop:2fe16dbd21183f349bceb5e0,0.40000000,0.27402306,0.50000000,0.40000000,0.48144300,0.50000000,2581785.691801,12366198.955502,23430612.219202,9360963.501693,12548589.435452,12568314.004673,15593978.059895,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:2fe16dbd21183f349bceb5e0,auth:canonical:canonical:pop:2fe16dbd21183f349bceb5e0,ADMIT,B_INTERVAL_TYPED_PERSON,canonical:pop:2fe16dbd21183f349bceb5e0,legacy_canonical_population,pop:2fe16dbd21183f349bceb5e0,language_population_or_context,522a730b9bcd0ade5ea2786af5a25efc24e789aa34cc1865c4ff586ea942e4a4,d39d15a1056560f2d4c025e9a83363c8b0c3349fdf541ef219e5c5fd31906548,016fc7fb55d076fd155c619ad6ea79c2531ef9c89551c3d71a2815a2ca31ddec,8DD1B4D773DC1FA0F684C7E97C31594EE1248114565A58ACFEA5E227E1127FA0,true,false,INTERVAL,28000000,30000000,32000000,28000000,32000000,true,false
26,edition-target:lang:su-Latn-ID,Sundanese,su-Latn-ID,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,32412752.000000,32412752.000000,32412752.000000,IDN_BPS_LANG_2010,BPS daily-home-language count for people age five and above.,2010,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:81c2eb0deb82a255d760e37e,0.40000000,0.25060551,0.50000000,0.40000000,0.13659622,0.50000000,1272024.604038,11644105.244038,22016185.884038,8431802.603696,11691958.876768,11791579.188502,15565033.669515,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:canonical:canonical:pop:81c2eb0deb82a255d760e37e,auth:canonical:canonical:pop:81c2eb0deb82a255d760e37e;auth:canonical:canonical:pop:d0b15f9fbe3faaf8c928a1e0,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:81c2eb0deb82a255d760e37e,legacy_canonical_population,pop:81c2eb0deb82a255d760e37e,language_population_or_context,90b75bc745acd27343c7969a66906551a26debc0f97b7ba1705a4c2be8b56d26,bac7b7b29219ff520f83dffd8257458c9e09859513a3bb2a583b4d0d6d8c3cd6,4c452e2d313779ff0ca9f81889cc22d5748d1d6ba42196c1d287903bbf09c9a6,6C23D04903146EDA54249B865AB790B9B16EDF54891415ACDF8DDDA2DDBA5A00,true,false,POINT,,32412752,,32412752,32412752,true,false
27,edition-target:lang:mg-Latn-MG,Standard,mg-Latn-MG,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,23472708.000000,23484462.000000,23496217.000000,MG_INSTAT_CENSUS_2018;UNICEF_LANGUAGE_LEARNING_2016;MG_UNICEF_LUL;MG_MOE_PROGRAMS;WB_WDI_COMPLETION_2026;WB_WDI_INTERNET_2026;WB_WDI_ELECTRICITY_2026;UNICEF_LP_OFFLINE;WMF_WIKI_STATS_20260901;WMF_TERMS,"Persons age 3+ able to speak Malagasy, derived from 23,507,970 and the published 99.9%; conservative interval reflects one-decimal percentage rounding.",2018,B_REGIONAL_INTERVAL_TYPED_PERSON,mg-Latn-MG,0.40000000,0.35000000,0.50000000,0.82500000,0.50000000,0.50000000,4377660.042000,11894880.003000,19419623.350500,9211381.746441,11558559.763897,11705808.347972,14428864.019052,0.000000,1.000000,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,true,true,L-M_COMMON_PRIOR_MODEL_CONDITIONAL,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:mg-Latn-MG,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:mg-Latn-MG,ADMIT,B_REGIONAL_INTERVAL_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:mg-Latn-MG,AFRICA_EMPIRICAL_NEED_INPUTS,mg-Latn-MG,REGIONAL_EMPIRICAL_STRATUM,19c54e61424cb74074dd2f2b252197360087bcdca7fa38336add756143ad9aaf,f182e03258840471738280ec91d0c3b04565db56e8c753b92609f0fe3931275a,9872b277c1899cb84565b4284a6608212d08aeb0b25ac6bd887acfe533d9ea07,66e50d218225c889afb6f5219a6115b599fc0c65c3fed4673ede50fd1f6c0bc4;1b735ca1d8352a60af648c25c61f408285dfd6ceaae812630db699934b259cec;c0123333fb2b02182261303a67a2dfb8c29efcb7f99032780225c38d0e91e8ef;db887986d0a6d8e762a4859fa7b148ba6ba6e43a7f2647e3a95cabe2188bf1ff;9c33353549fc27a2ca2324fce4a756d339919d730256dd89c7f5b4e7448cf9f0;a4cece4af9a4faeed12675aea814c27c361ae700e854fbb0b716f58b6b5542d6;ce9ed3e99ff8beae8c3ba2cd7069cd3b48397588bf3c0dc755bc3c53b0a943ef;f08a8440b3bcbcc5182faa1cd33b606ff6fe4f68195e2e63badddb3f2b1fd8a4;1116171463655f3000daa67696b5fdad231077d53124aeec2023087d759613f3;1f5f1cfe3b410860ae46e0ad9ba9d5494397fa456f69b516caeeffcde0c4392e,true,false,INTERVAL,23472708,23484462,23496217,23472708,23496217,true,false
