"stratum_id","label","aliases","territory","script_or_mode","population_unit","population_low_persons","population_base_persons","population_high_persons","population_measure_class","population_definition","population_reference_year","population_secondary_context","education_language_exposure_mismatch_by_stage","learning_completion_evidence","functional_resource_access","open_adaptable_scarcity","academic_lingua_franca_nonoverlap","device_connectivity_electricity","accessible_offline_delivery_evidence","source_ids","source_urls","source_locators","uncertainty_incompatibilities","evidence_confidence"
"dng-Cyrl-KG","Dungan in Cyrillic","Hui language of Kyrgyzstan; Dungan Chinese","Kyrgyzstan","Dungan Cyrillic orthography","persons","76573","76573","76573","official_ethnicity_proxy","2022 official Dungan ethnic-category count in Kyrgyzstan, retained explicitly as a proxy.","2022","The census questionnaire recognizes Dungan as a possible additional language, but the cited open-data count is ethnicity, not speaker or reader count.","Grade 4 electronic assessment is offered in Kyrgyz, Uzbek, Russian and Tajik, not as a separately reported Dungan medium. That absence is medium coverage evidence, not proof that no Dungan child participates.","No Dungan-specific assessment/completion endpoint was verified.","Dungan print/literary resources exist, but current curricular breadth, accessibility and open licensing are unverified.","Dungan print/literary resources exist, but current curricular breadth, accessibility and open licensing are unverified. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","Russian and/or English remain important higher-education and research languages, but no compatible population distribution of academic proficiency was verified for this exact language/script stratum. Census self-reported speaking/reading and school exposure are not bridge reach.","Kyrgyzstan device/connectivity context is not cross-tabulated by Dungan ethnicity or language.","Kyrgyzstan device/connectivity context is not cross-tabulated by Dungan ethnicity or language. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","KGZ_DUNGAN_2022;KGZ_CENSUS_2022;KGZ_ASSESSMENT_2025;OER_UNESCO_2019;WCAG_22","https://stat.gov.kg/ru/opendata/category/312/;https://stat.gov.kg/media/publicationarchive/0f717d2d-5078-4e18-8b56-fb2a530462a2.pdf;https://www.unicef.org/kyrgyzstan/press-releases/first-time-kyrgyzstan-introduces-electronic-assessment-school-children;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","KGZ_DUNGAN_2022: 2022 Dungan ethnic-category count; KGZ_CENSUS_2022: native-language tables; KGZ_ASSESSMENT_2025: Grade 4 assessment design; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Ethnicity proxy, not language/script literacy. Assessment-language list cannot quantify Dungan learner need or participation.","high for ethnic proxy and assessment-language list; low for exact speakers, learning and OER completeness"
"dv-Thaa-MV","Dhivehi","Maldivian; Divehi","Maldives","Thaana script","persons","","","382751","nationality_population_ceiling","2022 Maldivian-nationality population retained only as a maximum possible Dhivehi exposure population.","2022","Census reports 98.6% Dhivehi literacy among its specified age population; the age denominator differs from nationality and is not converted here.","Dhivehi is central in early schooling and public life, while English-medium instruction expands through secondary/tertiary education. Exact transition comprehension is not nationally enumerated.","High reported Dhivehi literacy coexists with unmeasured academic-English transition; no exact-language completion endpoint is assigned.","Dhivehi school/public resources are substantial; accessible, offline and openly licensed continuity through tertiary subjects is not established.","Dhivehi school/public resources are substantial; accessible, offline and openly licensed continuity through tertiary subjects is not established. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","English is a major secondary/tertiary academic layer. Dhivehi literacy cannot establish academic-English proficiency or nonoverlap.","Archipelagic delivery and island connectivity are territorial context; no cross-tab by Dhivehi literacy is verified.","Archipelagic delivery and island connectivity are territorial context; no cross-tab by Dhivehi literacy is verified. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","MDV_CENSUS_POP_2022;MDV_CENSUS_ED_2022;MDV_POLICY_STUDY;OER_UNESCO_2019;WCAG_22","https://statisticsmaldives.gov.mv/mbs/wp-content/uploads/2023/03/Table-P1.pdf;https://census.gov.mv/2022/wp-content/uploads/2024/02/Education_Census-2022_Report.pdf;https://benjamins.com/catalog/jemi.22001.bos;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","MDV_CENSUS_POP_2022: population by nationality; MDV_CENSUS_ED_2022: literacy by language and education; MDV_POLICY_STUDY: policy and tertiary-transition findings; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Nationality ceiling, not speaker/reader count. Dhivehi literacy and English-medium exposure use different denominators and cannot be combined.","high for nationality ceiling and reported literacy; medium for transition evidence; low for OER completeness"
"fj-Latn-FJ","iTaukei Fijian","Fijian; Vosa Vakaviti","Fiji","Latin orthography; spoken and written","persons","","","884887","territorial_exposure_ceiling","2017 resident population retained only as the maximum possible exposure to iTaukei Fijian; no compatible current speaker count was verified.","2017","The stratum is iTaukei Fijian educational practice; ethnicity, home language and school-language cohorts are not inferred from the national total.","English dominates formal progression while iTaukei Fijian has distinct home/community and school roles. The cited study documents policy/practice constraints without a national stage-by-stage exposure denominator.","No compatible nationally assessed learning or completion endpoint disaggregated for this exact variety was verified; this gap remains unrankable.","Some curricular and community materials exist for iTaukei Fijian; the evidence does not establish complete subject/grade, accessibility or licence coverage.","Some curricular and community materials exist for iTaukei Fijian; the evidence does not establish complete subject/grade, accessibility or licence coverage. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","The cited school systems transition toward English or French, but no compatible population distribution of tested academic-language proficiency was verified for this exact stratum. Home use, conversational ability and classroom exposure are not bridge-reach measures.","Small-island, rural and remote delivery constraints are documented in the cited territorial sources; any connectivity values are territorial context and are not cross-tabulated by this language.","Small-island, rural and remote delivery constraints are documented in the cited territorial sources; any connectivity values are territorial context and are not cross-tabulated by this language. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","FJI_CENSUS_2017;FJI_POLICY_STUDY_2026;OER_UNESCO_2019;WCAG_22","https://www.statsfiji.gov.fj/census-surveys/census-of-population-and-housing/;https://doi.org/10.1080/14790718.2026.2646700;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","FJI_CENSUS_2017: 2017 total population; FJI_POLICY_STUDY_2026: findings on policy–practice gaps; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Territorial ceiling only. iTaukei Fijian must not be collapsed into the other Fiji language row, English, Standard Hindi, or an ethnicity proxy.","high for territorial ceiling; medium for mismatch; low for compatible population and open-resource completeness"
"glk-Arab-IR","Gilaki","Gilaki continuum; گیلکی","Iran, chiefly Gilan","Perso-Arabic Gilaki writing; regional orthographies separately tagged","persons","3000000","","4000000","peer_reviewed_secondary_estimate_range","PARME Table A.1 population estimate for Gilaki; endpoints are published rounded estimates, not a confidence interval.","2025","Table A.1 estimate range; internal Western/Central/Eastern/Southern varieties are not collapsed for resource transfer.","Iranian Constitution Article 15 makes Persian the common official language/script and the language of official documents and textbooks, while permitting regional-language literature teaching. This establishes formal exposure, not implementation coverage or learner proficiency.","No compatible exact-variety learning or completion endpoint was verified; Persian-medium national results cannot be assigned.","PARME directly documents severe computational under-resourcing, fragmented writing and limited documentation; its 36,000-sentence aggregate initiative is not a complete curriculum and is not allocated as population reach.","PARME is direct evidence of severe resource scarcity and a bounded parallel corpus. It does not establish a continuous openly licensed school-to-tertiary sequence for this exact variety/orthography; OER permissions and educational sequencing require separate verification.","Persian is the mandated textbook/state academic layer and English has international research functions. No compatible tested Persian/English academic-proficiency distribution for this exact variety was verified; formal exposure is not bridge reach.","ITU 2021 reports rural–urban gaps in household internet and internet use for Iran; these are residence-level country indicators and are not cross-tabulated by this language.","ITU 2021 reports rural–urban gaps in household internet and internet use for Iran; these are residence-level country indicators and are not cross-tabulated by this language. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","PARME_ACL_2025;IRN_CONSTITUTION;IRN_ITU_2021;OER_UNESCO_2019;WCAG_22","https://aclanthology.org/2025.acl-long.1451.pdf;https://nezamat.ir/%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/;https://datahub.itu.int/data/?Affordability=Functional+separation&Connectivity=Access&Governance=Regulatory+mandates&Markets=Emerging+technologies+regulation&Sustainability=e-Applications&Trust=ICT+Accessibility+for+people+with+disabilities&e=IRN;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","PARME_ACL_2025: Table A.1 and Appendix A; IRN_CONSTITUTION: Article 15; IRN_ITU_2021: household internet and internet-use indicators by urban/rural residence; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Rounded secondary estimate range, not census or script readers. Internal varieties/orthographies and multilingual populations overlap; no midpoint is manufactured.","medium for population range; high for legal mismatch and documented under-resourcing; low for learning/OER completeness"
"hac-Arab-IR","Hawrami in Iran","Hewramî; Gorani/Hawrami exact variety","Iranian component of the Iran–Iraq Hawraman area","Perso-Arabic Hawrami orthographies","persons","","","","unrankable_no_territory_allocable_count","No compatible Iran-only person range for Hawrami in Iran was verified.","2025","PARME gives 0.3 million transboundary Iran/Iraq; no Iran-only allocation is compatible.","Iranian Constitution Article 15 makes Persian the common official language/script and the language of official documents and textbooks, while permitting regional-language literature teaching. This establishes formal exposure, not implementation coverage or learner proficiency.","No compatible exact-variety learning or completion endpoint was verified; Persian-medium national results cannot be assigned.","PARME directly documents severe computational under-resourcing, fragmented writing and limited documentation; its 36,000-sentence aggregate initiative is not a complete curriculum and is not allocated as population reach.","PARME is direct evidence of severe resource scarcity and a bounded parallel corpus. It does not establish a continuous openly licensed school-to-tertiary sequence for this exact variety/orthography; OER permissions and educational sequencing require separate verification.","Persian is the mandated textbook/state academic layer and English has international research functions. No compatible tested Persian/English academic-proficiency distribution for this exact variety was verified; formal exposure is not bridge reach.","ITU 2021 reports rural–urban gaps in household internet and internet use for Iran; these are residence-level country indicators and are not cross-tabulated by this language.","ITU 2021 reports rural–urban gaps in household internet and internet use for Iran; these are residence-level country indicators and are not cross-tabulated by this language. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","PARME_ACL_2025;IRN_CONSTITUTION;IRN_ITU_2021;OER_UNESCO_2019;WCAG_22","https://aclanthology.org/2025.acl-long.1451.pdf;https://nezamat.ir/%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D8%B3%D8%A7%D8%B3%DB%8C-%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C-%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/;https://datahub.itu.int/data/?Affordability=Functional+separation&Connectivity=Access&Governance=Regulatory+mandates&Markets=Emerging+technologies+regulation&Sustainability=e-Applications&Trust=ICT+Accessibility+for+people+with+disabilities&e=IRN;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","PARME_ACL_2025: Table A.1 and Appendix A; IRN_CONSTITUTION: Article 15; IRN_ITU_2021: household internet and internet-use indicators by urban/rural residence; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Explicit unrankable Iran-only population. Transboundary range is secondary context only and cannot be allocated by territory, subvariety or script.","high for unallocability and legal mismatch; medium for resource scarcity; low for population/learning"
"haw-Latn-US-HI","ʻŌlelo Hawaiʻi","Hawaiian","United States, Hawaiʻi","Hawaiian Latin orthography including ʻokina and kahakō","persons","25490","25490","25490","survey_estimate_language_spoken_at_home_age5plus","2018 ACS-derived estimate of people age 5+ speaking Hawaiian at home, as published in the State Data Book.","2018","Kaiapuni immersion enrolment was 3,772 in 2024–25; it is a separate opportunity cohort and not added.","Kaiapuni offers Hawaiian-medium schooling, while English dominates outside the pathway. Teacher pipeline evidence identifies capacity constraints.","No compatible statewide Hawaiian-medium completion or learning estimate for all home users was verified.","A K–12 immersion pathway and materials exist; teacher capacity and postsecondary/subject continuity remain constraints.","A K–12 immersion pathway and materials exist; teacher capacity and postsecondary/subject continuity remain constraints. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","English dominates most postsecondary academic provision. Home use and Kaiapuni enrolment do not measure English or Hawaiian academic proficiency.","State-level access cannot be assigned to Hawaiian home users; island and household variation supports offline-capable delivery.","State-level access cannot be assigned to Hawaiian home users; island and household variation supports offline-capable delivery. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","HWI_DATABOOK_2018;HWI_KAIAPUNI_2025;HWI_WORKFORCE_2025;OER_UNESCO_2019;WCAG_22","https://files.hawaii.gov/dbedt/economic/databook/db2018/section01.pdf;https://hawaiipublicschools.org/academics/hawaiian-education/mo%CA%BBaukala-o-ka-papahana-kaiapuni/;https://www.hawaii.edu/govrel/docs/reports/2025/act141-slh2022_2025_expanded-teaching-cohort_report_508.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","HWI_DATABOOK_2018: ACS language table; HWI_KAIAPUNI_2025: 2024–25 enrolment; HWI_WORKFORCE_2025: teacher pipeline and workforce findings; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Survey estimate without reproduced margin of error; age 5+ home use. Immersion enrolment is nested/non-equivalent and nonadditive.","medium for survey point estimate; high for administrative enrolment; medium for workforce constraint; low for OER completeness"
"hif-Latn-FJ","Fiji Hindi","Fijian Hindustani; Fiji Baat","Fiji","Latin orthography; spoken and written","persons","","","884887","territorial_exposure_ceiling","2017 resident population retained only as the maximum possible exposure to Fiji Hindi; no compatible current speaker count was verified.","2017","The stratum is Fiji Hindi, distinct from Standard Hindi; ethnicity, home language and school-language cohorts are not inferred from the national total.","English dominates formal progression while Fiji Hindi has distinct home/community and school roles. The cited study documents policy/practice constraints without a national stage-by-stage exposure denominator.","No compatible nationally assessed learning or completion endpoint disaggregated for this exact variety was verified; this gap remains unrankable.","Some curricular and community materials exist for Fiji Hindi; the evidence does not establish complete subject/grade, accessibility or licence coverage.","Some curricular and community materials exist for Fiji Hindi; the evidence does not establish complete subject/grade, accessibility or licence coverage. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","The cited school systems transition toward English or French, but no compatible population distribution of tested academic-language proficiency was verified for this exact stratum. Home use, conversational ability and classroom exposure are not bridge-reach measures.","Small-island, rural and remote delivery constraints are documented in the cited territorial sources; any connectivity values are territorial context and are not cross-tabulated by this language.","Small-island, rural and remote delivery constraints are documented in the cited territorial sources; any connectivity values are territorial context and are not cross-tabulated by this language. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","FJI_CENSUS_2017;FJI_HINDI_STUDY;OER_UNESCO_2019;WCAG_22","https://www.statsfiji.gov.fj/census-surveys/census-of-population-and-housing/;https://eric.ed.gov/?id=EJ1328357;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","FJI_CENSUS_2017: 2017 total population; FJI_HINDI_STUDY: abstract and findings; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Territorial ceiling only. Fiji Hindi must not be collapsed into the other Fiji language row, English, Standard Hindi, or an ethnicity proxy.","high for territorial ceiling; medium for mismatch; low for compatible population and open-resource completeness"
"hy-Armn-AM","Eastern Armenian in Armenian script","Հայերեն; Eastern Armenian","Armenia","Armenian script; reformed orthography dominant in Armenia","persons","2840631","2840631","2840631","census_mother_tongue","2022 census count reporting Armenian as mother tongue, as reproduced by the Council of Europe.","2022","The census category does not separate Eastern/Western Armenian or orthographic proficiency; Armenia context makes Eastern/reformed the operational school standard but not an enumerated subset.","Armenian dominates schooling; minority-language routes and Russian/English academic transitions remain. Exact stage mismatch for this mother-tongue group is not verified.","No compatible Armenian-mother-tongue learning/completion endpoint was verified in the cited minority-language report.","Extensive official supply exists; accessibility, open licensing and complete tertiary/offline continuity are not established.","Extensive official supply exists; accessibility, open licensing and complete tertiary/offline continuity are not established. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","The state language is the main credential/academic layer, with Russian and English also present. No compatible tested academic-language proficiency distribution for this exact stratum was verified; home/mother tongue and school-medium exposure are not bridge reach.","Armenia national access is not cross-tabulated by language/script; no population reach is inferred.","Armenia national access is not cross-tabulated by language/script; no population reach is inferred. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","ARM_COE_2025;OER_UNESCO_2019;WCAG_22","https://rm.coe.int/armeniapr6-en/1680af6e84;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","ARM_COE_2025: Tables 1–3 and education chapters; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Mother-tongue count maps imperfectly to Eastern Armenian and reformed orthography; Western Armenian and diaspora standards must remain separate.","high for census category; medium for operational standard mapping; low for learning and OER completeness"
"hy-Armn-GE","Eastern Armenian in Georgia","Georgia Armenian; Հայերեն","Georgia excluding occupied territories per census scope","Armenian script","persons","139438","139438","139438","census_mother_tongue","2024 census count reporting Armenian as mother tongue.","2024","Mother tongue is not literacy, ethnicity, school medium or Georgian proficiency.","Minority-language schools exist, but Georgian is required for national examinations and most tertiary progression. OECD reports less than 20% Georgian proficiency among ethnic Azerbaijanis and lower tertiary/performance outcomes across minority communities.","OECD/UNICEF document minority performance and progression gaps; exact mother-tongue-specific current endpoints are not compatible and remain unranked.","School-subject and some minority-medium materials exist; complete accessible open progression and transition supports are unverified.","School-subject and some minority-medium materials exist; complete accessible open progression and transition supports are unverified. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","Georgian is the main credential/tertiary bridge. Population-wide tested academic-Georgian proficiency for this mother-tongue row is unavailable.","Georgia national connectivity is not cross-tabulated by mother tongue; minority/rural access requires offline options.","Georgia national connectivity is not cross-tabulated by mother tongue; minority/rural access requires offline options. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","GEO_CENSUS_2024;GEO_OECD_ED;GEO_UNICEF_SITAN_2025;OER_UNESCO_2019;WCAG_22","https://www.geostat.ge/media/80541/Main-Results-of-the-2024-Population-and-Agricultural-Census.pdf;https://www.oecd.org/en/publications/oecd-reviews-of-evaluation-and-assessment-in-education-georgia_94dc370e-en/full-report/the-education-system-in-georgia_d22c5e97.html;https://www.unicef.org/georgia/media/9886/file/UNICEF_CHILDREN%20AND%20ADOLESCENT%20RIGHTS%20IN%20GEORGIA_2025-ENG.pdf.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","GEO_CENSUS_2024: p. 15, mother tongue; GEO_OECD_ED: minority-language and tertiary-access sections; GEO_UNICEF_SITAN_2025: education and minority sections; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Exact mother-tongue count. OECD ethnicity/proficiency findings use different years and denominators and cannot be converted into a count or assumed for every speaker.","high for census count; medium-high for mismatch; low for exact learning and OER completeness"
"jra-Latn-VN","J’rai","Jarai; Gia Rai","Viet Nam","official/educational Latin orthography for the named variety","persons","513930","513930","513930","census_ethnic_category_proxy","2019 census count for the Gia Rai ethnic category, retained explicitly as a proxy for the named language community.","2019","Ethnic identification, language ability, home use and literacy are not the same measure.","Vietnamese is the dominant school medium. J’rai was included in the preschool–primary MTBBE pilot, which documented improved participant outcomes.","Ethnic-minority children have lower completion/learning in aggregated evidence; no compatible exact-language national endpoint is assigned.","Pilot materials and teacher training provide direct bounded functional evidence. Complete grade/subject, advanced, accessible and open-licence coverage is unverified.","Pilot materials and teacher training provide direct bounded functional evidence. Complete grade/subject, advanced, accessible and open-licence coverage is unverified. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","The national/credential language named in the cited education evidence is not an observed academic-proficiency distribution for this exact variety. No bridge reach is inferred from exposure, ethnicity, home use or pilot participation.","UNICEF reports especially severe information/digital-access deprivation among ethnic-minority children; no exact-language cross-tab is assigned.","UNICEF reports especially severe information/digital-access deprivation among ethnic-minority children; no exact-language cross-tab is assigned. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","VNM_CENSUS_2019;VNM_UNICEF_MTBBE;VNM_WB_MINORITY_ED;VNM_UNICEF_MINORITY_2025;OER_UNESCO_2019;WCAG_22","https://www.nso.gov.vn/wp-content/uploads/2019/12/Ket-qua-toan-bo-Tong-dieu-tra-dan-so-va-nha-o-2019.pdf;https://www.unicef.org/vietnam/bringing-mother-tongues-classroom;https://documents1.worldbank.org/curated/en/331741468124474580/pdf/499760ESW0Whit1C10VietnamSummary1LR.pdf;https://www.unicef.org/vietnam/documents/disparities-and-multidimensional-child-poverty-among-ethnic-minority-populations-viet-nam;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","VNM_CENSUS_2019: population by ethnic group table; VNM_UNICEF_MTBBE: Mông, J’rai and Khmer pilot and scale-up sections; VNM_WB_MINORITY_ED: pp. 24–27; VNM_UNICEF_MINORITY_2025: highlights and full report; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Ethnicity proxy, not a speaker/reader count. Do not collapse J’rai with the census macro category beyond the named mapping, Vietnamese, or neighboring varieties; pilot participation is a nested nonadditive cohort.","high for ethnic-category count; medium for aggregated mismatch; low for exact-language learning and OER completeness"
"ka-Geor-GE","Georgian","ქართული ენა; Kartuli","Georgia excluding occupied territories per census scope","Mkhedruli Georgian script","persons","3343987","3343987","3343987","census_mother_tongue","2024 census main-results count reporting Georgian as mother tongue.","2024","Mother tongue does not measure literacy, school medium or academic proficiency.","Georgian is the state-school and examination language; minority-medium routes create different transition conditions, but this row covers Georgian mother tongue only.","UNICEF reports national learning below benchmarks; no mother-tongue-specific endpoint is assigned.","Extensive official Georgian educational supply exists; accessibility, open licensing and complete offline continuity remain unverified.","Extensive official Georgian educational supply exists; accessibility, open licensing and complete offline continuity remain unverified. The cited evidence does not establish a continuous, openly licensed school-to-tertiary sequence for this exact variety and script. Free access is not treated as OER unless reuse, adaptation and redistribution permissions are established under the UNESCO definition.","The state language is the main credential/academic layer, with Russian and English also present. No compatible tested academic-language proficiency distribution for this exact stratum was verified; home/mother tongue and school-medium exposure are not bridge reach.","Georgia national access evidence is not cross-tabulated by mother tongue or disability; offline/accessibility options remain required.","Georgia national access evidence is not cross-tabulated by mother tongue or disability; offline/accessibility options remain required. Delivery should therefore support downloadable low-data semantic HTML/EPUB or tagged PDF, print-ready packets, captions/transcripts, keyboard and screen-reader operation, and local-server/USB use. This is an evidence-aligned delivery requirement, not an estimate of current users.","GEO_CENSUS_2024;GEO_UNICEF_SITAN_2025;OER_UNESCO_2019;WCAG_22","https://www.geostat.ge/media/80541/Main-Results-of-the-2024-Population-and-Agricultural-Census.pdf;https://www.unicef.org/georgia/media/9886/file/UNICEF_CHILDREN%20AND%20ADOLESCENT%20RIGHTS%20IN%20GEORGIA_2025-ENG.pdf.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://www.w3.org/TR/WCAG22/","GEO_CENSUS_2024: p. 15, mother tongue; GEO_UNICEF_SITAN_2025: education and minority sections; OER_UNESCO_2019: Definition I.1 and areas of action; WCAG_22: Conformance requirements and Success Criteria","Exact mother-tongue census count under stated geographic scope; not literacy. National learning context cannot create a Georgian-specific need count.","high for census count; medium for national learning; low for OER completeness"
