"stratum_id","label","aliases","territory","script_or_mode","population_unit","population_low_persons","population_base_persons","population_high_persons","population_measure_class","population_definition","population_reference_year","population_secondary_context","education_language_exposure_mismatch_by_stage","learning_completion_evidence","functional_resource_access","open_adaptable_scarcity","academic_lingua_franca_nonoverlap","device_connectivity_electricity","accessible_offline_delivery_evidence","source_ids","source_urls","source_locators","uncertainty_incompatibilities","evidence_confidence"
"es-DO","Dominican Spanish territorial standard/control","Español dominicano; exact standard speaker count unavailable","Dominican Republic","written and spoken; Latin script","resident territorial population ceiling, not standard speakers","","","10760028","census_territorial_population_ceiling","Final Census 2022 territory total retained only as a ceiling; no exact Dominican-Spanish speaker count inferred.","2022","No exact variety competence or academic-language distribution is available in the cited sources.","No distinct language-of-instruction mismatch series verified; the row remains a territorial outcome/access control.","ERCE 2019 minimum reading 27.1% Grade 3 and 16.4% Grade 6; national curriculum endpoint, not speaker census proficiency.","National Spanish curriculum provision is functional; territory-specific open/adaptable completeness unverified.","OTL spa=109/DOAB Spanish=6,439 globally; cannot be credited to Dominican standard or treated as a complete ladder.","Academic English nonoverlap unmeasured; Spanish official schooling is not evidence of universal academic mastery.","ENHOGAR 2024 sample n=10,583 households: internet 58.3% total, 61.0% urban, 43.4% rural; computer 23.6%. Shares not recast as people.","Rural and low computer shares support mobile/print/offline delivery; accessible resource completeness unverified.","DO_CENSUS_POP_2022;UNESCO_ERCE_READING_2019;DO_ENHOGAR_2024;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://www.one.gob.do/media/0hqd0f5b/bolet%C3%ADn-censal-26.pdf;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://www.one.gob.do/media/3njbmpu5/informe-general-enhogar-2024.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","DO_CENSUS_POP_2022: territory population 10,760,028 | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | DO_ENHOGAR_2024: sample n=10,583 households; internet urban/rural and computer shares | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Territory ceiling not speakers; ERCE and household sample differ. Exact standard/dialect, academic English and open-ladder evidence absent.","high for ceiling/outcome/access; unrankable exact standard population and open/access completeness"
"es-EC","Ecuadorian Spanish territorial standard/control","Español del Ecuador; no exact standard speaker count","Ecuador","written and spoken; Latin script","exact Ecuadorian-standard speakers","","","","unrankable_no_exact_standard_person_measure","No compatible exact standard person count verified; numeric fields blank.","2022–2023 evidence","August 2022 SEIBE service: more than 155,000 EIB students, more than 9,000 teachers and more than 1,700 centres; program constructs, not Spanish speakers.","EIB institutional reach is direct; language/medium dosage and exact standard transition not quantified.","2023 Grade 10 Language and Literature national met/surpassed basic 46.91%; ERCE 2019 minimum reading 58.1% Grade 3/26.1% Grade 6. Neither is EIB or exact standard causal evidence.","Official EIB resource portal and Spanish system resources establish functional supply, not complete/open exact-language ladders.","OTL spa=109/DOAB Spanish=6,439 globally, not Ecuador-specific; EIB portal licensing/completeness unverified.","Academic Spanish/English nonoverlap for EIB learners not directly measured.","Fiscal institutions with pedagogical internet 54.76% in 2023; school context, not learner/home or exact-language access.","Incomplete pedagogical internet supports print/downloadable/offline resource need; accessible coverage unverified.","EC_SEIBE_2022;EC_EDU_ASSESS_ACCESS_2023;UNESCO_ERCE_READING_2019;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://educacion.gob.ec/la-secretaria-de-educacion-intercultural-bilingue-y-la-etnoeducacion-cuenta-con-autonomia/;https://educacion.gob.ec/wp-content/plugins/download-monitor/download.php?id=22212;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","EC_SEIBE_2022: EIB students, teachers and centres | EC_EDU_ASSESS_ACCESS_2023: pp. 16–17, 40 and 55: Grade 10 Language and Literature, pedagogical internet definitions/results | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Program, school internet and national learning outcomes have different denominators; no exact standard population or EIB causal result.","high for direct program/outcome/access facts; unrankable exact standard population and open/offline completeness"
"es-ES","Spain Spanish territorial standard/control","Español de España; Castilian; exact standard speaker count unavailable","Spain","written and spoken; Latin script","resident territorial population ceiling, not standard speakers","","","47400798","census_territorial_population_ceiling","Census 2021 resident total retained only as a ceiling. Co-official/minority language populations are not assumed Spanish-standard speakers.","2021","Territory total includes Catalan, Basque, Galician and other language users; no national exact-standard count is asserted.","Spanish is a national curriculum language; co-official-language stage exposure is handled in separate territory rows and not collapsed into this control.","PISA 2022: 76% reached Reading Level 2+ and 5% Level 5+; national endpoint, not exact Spanish-standard or co-official-language causal result.","Procomún is an official repository where structured OER can be found, created and downloaded.","OTL spa=109/DOAB Spanish=6,439 globally; not Spain-specific. Procomún is direct OER evidence but complete subject/stage, accessibility and offline audit not performed.","Academic English is unmeasured; Spanish schooling does not prove universal academic mastery or coverage for co-official-language learners.","Spain household internet access 97.5% in 2025 national context; no exact-standard/device/disability cross-tab.","Downloadable OER exists; high household access does not establish devices, accessibility or complete offline curriculum.","ES_CENSUS_POP_2021;ES_PISA_2022;ES_PROCOMUN_OER;EUROSTAT_INTERNET_2025;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://www.ine.es/prensa/censo_2021_pr.pdf;https://www.oecd.org/en/publications/pisa-2022-results-volume-i-and-ii-country-notes_ed6fbcc5-en/spain_f1a3afc1-en.html;https://educagob.educacionfpydeportes.gob.es/ensenanzas/idiomas/recursos-educativos.html;https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/108644.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","ES_CENSUS_POP_2021: resident population 47,400,798 | ES_PISA_2022: reading Level 2+ and Level 5+ shares | ES_PROCOMUN_OER: structured, downloadable, reusable OER repository description | EUROSTAT_INTERNET_2025: household internet-access section and country chart | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Territory ceiling not speakers; co-official-language users remain separate. PISA/internet are national contexts; global catalog counts not national standard inventory.","high for ceiling/outcome/OER/access context; unrankable exact speaker count and complete open/offline ladder"
"es-GT","Guatemalan Spanish childhood-language/territorial standard control","Español de Guatemala; childhood-language category","Guatemala","written and spoken; Latin script","persons age 4+ reporting Spanish as language learned to speak","","9488838","","census_childhood_acquired_language_not_exact_standard_proficiency","2018 census source-stated Spanish childhood-language count; not current/academic proficiency or one dialect.","2018","Maya language childhood categories together were 29.6%; exact language rows remain separate and are not treated as Spanish nonproficiency.","2023 official bilingual-modality enrolment 1,084,310: initial 38,861, preprimary 129,198, primary 905,327, básico 5,476, diversificado 5,448; direct stage cliff, not exact-language or Spanish proficiency.","ERCE 2019 minimum reading 39.3% Grade 3 and 15.9% Grade 6; national curriculum endpoint, not exact standard or Maya causal effect.","Large EIB material outputs exist for named languages; outputs are not open licences or all-grade coverage. Spanish supply is functional but does not substitute exact-language alignment.","OTL spa=109/DOAB Spanish=6,439 globally; no Guatemala-specific complete/open audit.","PISA-D context reports many non-Spanish-mother-tongue pupils learned to read in Spanish, but no individual academic Spanish/English distribution is assigned.","Census age-7+: 3,673,979 used internet, 8,656,097 did not, 198,861 undeclared; use, not access quality/device or exact language.","Very large internet non-use count and post-primary EIB cliff support print/offline bilingual continuity; exact accessible supply unverified.","GT_CENSUS_LANGUAGE_2018;GT_EDU_REPORT_2023;UNESCO_ERCE_READING_2019;GT_CENSUS_INTERNET_2018;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://censo2018.ine.gob.gt/archivos/Principales_resultados_Censo2018.pdf;https://edu.mineduc.gob.gt/documents/memoriaLabores/Memoria_de_Labores_2023.pdf;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://censo2018.ine.gob.gt/archivos/resultados_censo2018.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","GT_CENSUS_LANGUAGE_2018: language in which persons age 4+ learned to speak by exact named language | GT_EDU_REPORT_2023: EIB enrolment by stage, characterized-school footprint and named material outputs | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | GT_CENSUS_INTERNET_2018: internet-used/not-used/undeclared counts | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Childhood language, bilingual enrolment, ERCE and internet use differ. No exact standard current speaker/academic count; global catalog not territorial.","high for direct counts/stage/outcome/access; unrankable exact standard proficiency and complete open/offline ladder"
"es-MX","Mexican Spanish territorial standard/control","Español de México; exact national-standard speaker count unavailable","Mexico","written and spoken; Latin script","population age 3+ territorial ceiling, not standard speakers","","","119976584","census_territorial_age3plus_ceiling","2020 census age-3+ total retained only as a ceiling; no exact Mexican-standard Spanish count is inferred.","2020","Among 7,364,645 Indigenous-language speakers age 3+, 6,423,548 spoke Spanish, 865,972 did not and 75,125 were unspecified. Among roughly one million Indigenous-language-speaking children age 3–11, 280,000 did not speak Spanish.","2016/17: 9.5% of Indigenous preschools and 8.3% of Indigenous primaries lacked any teacher speaking a community mother tongue; direct Indigenous-to-Spanish exposure mismatch, not exact standard proficiency.","ERCE 2019 national reading minimum: Grade 3 62.6%, Grade 6 41.7%; curriculum outcome, not Mexican-standard census proficiency or Indigenous-language causal result.","Spanish national curriculum/material supply is strong; INEA also delivered Spanish-as-L2 pathways via 66 languages/108 variants, an inventory/reach fact rather than full coverage.","Catalog snapshot: OTL spa=109 and DOAB Spanish=6,439 globally. Counts cannot be credited specifically to Mexico or prove stage/subject/accessibility completeness.","Direct subgroup evidence identifies 865,972 Indigenous-language speakers and 280,000 Indigenous-language-speaking children without conversational Spanish; academic Spanish/English remain unmeasured.","2023 households online: 71.7%; Chiapas 44.3%, Oaxaca 53.0%, Guerrero 53.9%. Territorial, not Indigenous- or Spanish-standard cross-tabs.","Large subnational connectivity gaps support print/downloadable/low-data delivery; exact accessible/offline curricular completeness unverified.","MX_CENSUS_LANGUAGE_DETAIL_2020;MX_INDIG_CHILD_SPANISH_2020;MX_INEE_TEACHER_MATCH_2016_17;UNESCO_ERCE_READING_2019;MX_ENDUTIH_2023;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://en.www.inegi.org.mx/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/nueva_estruc/889463901617.pdf;https://www.inegi.org.mx/contenidos/saladeprensa/aproposito/2022/EAP_DiaNino22.pdf;https://www.inee.edu.mx/wp-content/uploads/2019/08/P1B117.pdf;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://www.inegi.org.mx/contenidos/saladeprensa/boletines/2024/ENDUTIH/ENDUTIH_23.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","MX_CENSUS_LANGUAGE_DETAIL_2020: total age-3+ population and Spanish ability among Indigenous-language speakers | MX_INDIG_CHILD_SPANISH_2020: p. 3: one million children; 280,000 did not speak Spanish | MX_INEE_TEACHER_MATCH_2016_17: p. 117: schools lacking any teacher speaking community mother tongue | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | MX_ENDUTIH_2023: household internet access and Chiapas/Oaxaca/Guerrero shares | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Ceiling is not speakers; standard/dialect not enumerated. Indigenous subgroup, school mismatch, ERCE and household internet denominators differ; Spanish OER counts are global.","high for direct census/school/outcome/access constructs; unrankable exact standard population and territory-specific open-ladder completeness"
"es-PA","Panamanian Spanish territorial standard/control","Español de Panamá; no exact standard speaker count","Panama","written and spoken; Latin script","exact Panamanian-standard speakers","","","","unrankable_no_exact_standard_person_measure","No compatible exact standard count verified; numeric fields blank.","2023–2025 evidence","Comarca Ngäbe Buglé age-4+ n=185,756: 20,504 used internet and 165,252 did not; 6,712 used a computer and 179,044 did not. Use, not connection/ownership or Spanish count.","Ari Taen Jadenkä began in 265 classrooms/enrolment 5,528; phase 2 covered 174 centres for mathematics in Ngäbere. Direct bilingual delivery, not full institutionalization or outcome.","ERCE 2019 minimum reading 41.1% Grade 3 and 17.5% Grade 6; national, not exact standard/Ngäbere causal outcome.","Digitalized materials for multiple exact Indigenous languages and Spanish as L2 document functional production; outputs do not equal reach/open rights.","OTL spa=109/DOAB Spanish=6,439 globally; no Panama-specific complete/open bilingual ladder audit.","Documented teacher/pupil/parent comprehension mismatch in Indigenous education exists, but no exact Panamanian-Spanish academic distribution.","Direct comarca internet/computer-use counts show severe territorial access constraints; not exact language/device ownership.","Offline/print/local-server delivery is directly relevant in the comarca; exact accessible sequences unverified.","PA_NGABE_ACCESS_2023;PA_MEDUCA_EIB_PLAN_2025_29;UNESCO_ERCE_READING_2019;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://www.inec.gob.pa/archivos/P053342420231009163000CUADRO%2019.pdf;https://meduca.gob.pa/wp-content/uploads/2025/06/Plan_Estrategico_2025-2029.pdf;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","PA_NGABE_ACCESS_2023: Table 19: age-4+ internet/computer use counts | PA_MEDUCA_EIB_PLAN_2025_29: Ari Taen Jadenkä classrooms/enrolment and Ngäbere mathematics delivery | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","No exact standard population. Comarca access, program delivery and national ERCE differ; no causal language result or open-licence audit.","high for direct access/program/national outcome; unrankable exact standard population and complete open delivery"
"es-PE","Peruvian Spanish childhood-language/territorial standard control","Español del Perú; childhood-acquired Spanish category","Peru","written and spoken; Latin script","persons age 5+ reporting Spanish learned in childhood","","22209686","","census_childhood_acquired_language_not_exact_standard_proficiency","2017 census source-stated Spanish childhood-language count; not exact Peruvian-standard current/academic proficiency.","2017","Separate childhood-language counts: Quechua 3,735,682; Aymara 444,389; another native language 210,017. They are not Spanish nonproficiency counts.","2025 EIB served 1,203,697 children/adolescents, 26,422 institutions and 106,039 teachers in 45/48 Indigenous languages; program reach is not exact language/medium dosage.","ERCE 2019 national minimum reading: Grade 3 75.6%, Grade 6 49.0%; not exact Peruvian-standard or EIB causal evidence.","Ministry produced/delivered materials in 42 languages plus six Quechua varieties; strong functional activity, but it does not establish open licences or all-stage academic registers.","OTL spa=109/DOAB Spanish=6,439 globally; not Peru-specific. EIB downloads/materials are functional, not automatically open-adaptable or complete.","No academic Spanish/English cross-tab for Indigenous-language learners; childhood Spanish count does not establish later academic proficiency.","2023 age 6–17 internet use 77.2%; among users 88.6% cellphone, 29.2% home and 11.6% educational institution (multiple locations). Not language-specific.","Cellphone-dominant/limited home/institution use supports low-data/downloadable/print delivery; exact accessible coverage unverified.","PE_CENSUS_LANGUAGE_2017;PE_MINEDU_EIB_2025;UNESCO_ERCE_READING_2019;PE_INTERNET_CHILDREN_2023;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://censo2017.inei.gob.pe/inei-difunde-base-de-datos-de-los-censos-nacionales-2017-y-el-perfil-sociodemografico-del-peru/;https://www.gob.pe/institucion/minedu/noticias/1297300-minedu-atiende-a-estudiantes-en-12-lenguas-consideradas-en-riesgo-de-desaparicion;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://www1.inei.gob.pe/media/MenuRecursivo/noticias/nota-de-prensa-n-034-2024-inei.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","PE_CENSUS_LANGUAGE_2017: Spanish, Quechua, Aymara and other native childhood-language counts | PE_MINEDU_EIB_2025: EIB learners, institutions, teachers, service languages and material languages/Quechua varieties | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | PE_INTERNET_CHILDREN_2023: internet use and place/device access shares | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Childhood language, EIB program reach, ERCE and internet users differ. Standard/dialect and academic proficiency not enumerated; global catalog counts not territorial.","high for direct counts/outcomes/access; unrankable exact standard proficiency and complete open/offline ladder"
"es-PY","Paraguayan Spanish territorial standard/control","Español paraguayo; standard versus local bilingual registers unresolved","Paraguay","written and spoken; Latin script","age-5+ household-language survey category without exact standard person count","","","","survey_home_language_shares_no_exact_standard_count","No exact Paraguayan-Spanish standard person count is used; numeric fields blank.","2022","EPHC age-5+ survey population 6,694,306: Spanish-only home use 29.6%, Spanish+Guaraní 34.4%, Guaraní-only 33.4%; shares are not converted to exact-standard persons.","Home-Guaraní pupils had 84% below adequate PISA-D reading versus 56% home-Spanish; association, not causal or exact standard attainment.","National context: PISA-D 68% of 15-year-olds below minimum reading; 50.4% of 2010–2021 twelve-year cohort completed. ERCE 2019 minimum reading 48.6% Grade 3/18.8% Grade 6.","Spanish functional curriculum supply exists; bilingual-home outcome gap documents need for aligned Guaraní/Spanish bridges.","OTL spa=109 and DOAB Spanish=6,439 globally, not Paraguay-specific. No exact standard/bilingual open-ladder audit.","Home-language/PISA-D association is direct; mixed/home categories do not prove individual academic Spanish or English.","2023 age-10+ internet use 78.1%, urban 83.8%, rural 68.2%; only 21.5% of users used it for education/training. Indigenous communities/some territories excluded.","Rural/exclusion and low education-use shares support offline/print; exact accessible bilingual sequence unverified.","PY_HOME_LANGUAGE_2022;PY_EDU_PLAN_2040;UNESCO_ERCE_READING_2019;PY_INTERNET_2023;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://www.ine.gov.py/ende/contenido.php?c=1484&title=21_de_febrero,_D%C3%ADa_Internacional_de_la_Lengua_Materna;https://siteal.iiep.unesco.org/sites/default/files/sit_accion_files/plan_nacional_de_transformacion_educativa_paraguay_2040.pdf;https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_467d448e-d64b-4f4d-b86f-f65db90b6b9b?_=380257spa.pdf;https://www.ine.gov.py/Publicaciones/Biblioteca/documento/253/Tecnolog%C3%ADa%20de%20la%20Informaci%C3%B3n%20y%20Comunicaci%C3%B3n%20EPHC_2023_INE.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","PY_HOME_LANGUAGE_2022: home-language shares and survey population 6,694,306 | PY_EDU_PLAN_2040: pp. 23–24 and 32: literacy, PISA-D reading, cohort completion and home-language association | UNESCO_ERCE_READING_2019: Annex p. 43: country percentage reaching minimum reading level, Grade 3 Level II+ and Grade 6 Level III+ | PY_INTERNET_2023: internet use, urban/rural shares, education/training use and exclusions | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Home use is not exact standard ability. Survey, PISA-D, cohort completion, ERCE and internet samples differ; Indigenous exclusions limit access context.","high for home/learning/access facts; unrankable exact standard population and open-ladder completeness"
"es-US-EL","U.S. Spanish-home-language English learner education-need cohort","Spanish, Castilian home-language ELs; not all U.S. Spanish speakers","United States, 50 states and District of Columbia public schools","written and spoken; Latin script","current public-school English learners with Spanish/Castilian reported as home language","","4023289","","official_public_school_administrative_language_need_cohort","NCES/EDFacts source-stated fall-2021 count; excludes prekindergarten and is not a population count of all U.S. Spanish speakers.","2021/22","This cohort was 76.4% of ELs and 8.4% of total public-school enrolment. Spanish home language, Hispanic ethnicity, EL status and bilingual program participation are distinct.","Nationally 93.1% of all ELs received a language-instruction educational program, but that total is not Spanish-specific. Exact Spanish program model/dosage remains unrankable.","NAEP 2022 EL context: reading average Grade 4 190 versus 222 non-EL and Grade 8 225 versus 264. EL ACGR 2021/22 was 72% versus 87% all students. Spanish-primary monolingual ninth-graders had reading quintiles 32.9/23.7/22.8/12.6/8.1 from bottom to top. Measures are distinct; only the last is Spanish-primary-specific.","OpenSciEd provides Spanish middle/high-school student science readings, handouts and assessments. Open Up Resources supplies Spanish Grades 6–8 mathematics teacher, family and student materials.","OpenSciEd unit licences vary by grade/version (CC BY or CC BY-NC) and Spanish releases can lag; Open Up edition licences vary and assessments/branding/some content are excluded. These are strong exact functional/open subject examples, not a complete Spanish academic ladder. OTL/DOAB counts are global.","EL designation directly identifies an English-access need cohort; Spanish-primary ninth-grade reading distribution provides an exact-language academic endpoint. Neither proves Spanish causes outcomes or that all Spanish-home-language ELs lack academic English.","No nationally representative device/connectivity/electricity cross-tab for Spanish-home-language ELs was verified.","OpenSciEd/Open Up downloads/editable files provide functional offline potential; exact accessibility/device/offline completeness across subjects and stages remains unverified.","US_NCES_SPANISH_EL_2021;US_NCES_EL_READING_2022;US_NCES_EL_ACGR_2021_22;US_NCES_HSB_SPANISH_READING_2022;US_OPENSCIED_SPANISH;US_OPENUP_MATH_SPANISH;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://nces.ed.gov/programs/digest/d23/tables/dt23_204.27.asp;https://nces.ed.gov/programs/coe/indicator/cnb/reading-performance?tid=4;https://nces.ed.gov/programs/digest/d23/tables/dt23_219.46.asp;https://nces.ed.gov/programs/digest/d23/tables/dt23_221.82.asp;https://openscied.org/knowledge/what-languages-are-the-openscied-materials-translated-into/;https://access.openupresources.org/curricula/our6-8math-v3/es;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","US_NCES_SPANISH_EL_2021: Spanish, Castilian row: 4,023,289 current ELs; 76.4% of ELs; 8.4% of total enrolment | US_NCES_EL_READING_2022: Grade 4 EL 190 versus non-EL 222; Grade 8 EL 225 versus non-EL 264 | US_NCES_EL_ACGR_2021_22: U.S. row: EL ACGR 72%; all students 87% | US_NCES_HSB_SPANISH_READING_2022: Spanish-primary monolingual reading quintiles 32.9/23.7/22.8/12.6/8.1 | US_OPENSCIED_SPANISH: all middle/high student readings, handouts and assessments translated into Spanish; unit-level CC BY/CC BY-NC licensing described on linked official pages | US_OPENUP_MATH_SPANISH: Spanish teacher/family/student materials; edition-level CC BY or CC BY-NC terms | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Population is an education-need cohort, not all speakers. LIEP/NAEP/ACGR are all-EL contexts; HS&B is Spanish-primary-specific but a different study. Program, outcome and resource units differ.","high for administrative cohort and official learning/completion endpoints; high for exact open subject resources; unrankable device/access and complete curricular coverage"
"eu-Latn-ES-NC","Basque in Navarre","Euskara; survey competence category, local varieties unresolved","Navarre, Spain","written and spoken; Latin script; standardized Basque plus local varieties","survey-estimated Basque speakers age 16+","","76784","","official_sociolinguistic_survey_estimate","Seventh Sociolinguistic Survey source-stated estimate for Basque speakers age 16+ in Navarre.","2021","A separate age-5+ summary gives 92,500 and is not used as a bound. Local varieties and statutory language zones are not numerically separated in this row.","No compatible Navarre stage-by-language enrolment series was verified in the cited sources. Basque Autonomous Community model shares are not transferred.","No Basque-speaker learning or completion cross-tab for Navarre was verified.","Cross-territorial standardized Basque resources are plausible functional supply, but exact Navarre stage/subject and rights coverage is unverified.","Catalog snapshot: Open Textbook Library eus=0; DOAB Basque=1, neither territory-specific. No conclusion of global absence; complete open academic ladder unverified.","Survey reports 51.6% of Basque speakers are more fluent in Spanish than Basque; this documents overlap without proving universal academic Spanish. Academic English is unmeasured.","Spain household internet access was 97.5% in 2025 national context; no Basque-speaker cross-tab.","No verified Navarre-specific accessible/offline inventory. Connectivity context cannot substitute for devices, disability access or downloadable curricula.","BASQUE_SURVEY_2021;EUROSTAT_INTERNET_2025;OER_UNESCO_2019;CATALOG_OTL_20260901;CATALOG_DOAB_20260901","https://www.euskadi.eus/contenidos/informacion/eas_ikerketak/en_def/adjuntos/Seventh_Sociolinguistic_Survey_2021.pdf;https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/108644.pdf;https://www.unesco.org/en/legal-affairs/recommendation-open-educational-resources-oer?hub=422;https://open.umn.edu/opentextbooks/textbooks.json;https://directory.doabooks.org/rest/search","BASQUE_SURVEY_2021: Table 2 population age 16+ by language competence and fluency/usage sections | EUROSTAT_INTERNET_2025: household internet-access section and country chart | OER_UNESCO_2019: Definition I.1 and scope | CATALOG_OTL_20260901: links.total_count after language-code query; counts reproduced in each row | CATALOG_DOAB_20260901: x-total-count after exact dc.language label query; counts reproduced in each row","Territory-specific stage and outcome evidence is absent; BAC education data are not imported. Counts are survey estimates; local varieties and zones unresolved.","high for speaker survey estimate; unrankable for Navarre-specific stage/outcome/open/offline evidence"
