source_id,title,organization,year,url,access_date,claim_scope
SRC_UNESCO_SWAHILI_2026,Kiswahili: a bridge for cultural diversity,UNESCO,2026,https://www.unesco.org/en/articles/kiswahili-bridge-cultural-diversity-dialogue-and-digital-innovation,2026-09-01,More than 200 million Kiswahili speakers.
SRC_UNESCO_HAUSA_2026,African languages: the blind spot of AI,UNESCO,2026,https://www.unesco.org/en/articles/african-languages-blind-spot-ai,2026-09-01,More than 80 million Hausa speakers in Nigeria; institutional account.
SRC_GOETHE_GERMAN,German in figures,Goethe-Institut,2013,https://www.goethe.de/resources/files/pdf21/gi_04-13_en-web.pdf,2026-09-01,Around 100 million native German speakers.
SRC_PSA_PH_2020,"Language/Dialect Generally Spoken at Home, Census 2020",Philippine Statistics Authority,2020,https://psa.gov.ph/system/files/phcd/02%20-Press%20Release%20on%20Language_Dialect%20Generally%20Spoken%20at%20Home_030323_PMMJ_CRD.pdf,2026-09-01,"Household counts, not people: Tagalog 10.523m; Bisaya/Binisaya 4.214m; Cebuano 1.716m and others."
SRC_NBC_PIDGIN_2025,"Africa Broadcast Journal, volume 3 issue 1",National Broadcasting Commission of Nigeria,2025,https://www.nbc.gov.ng/wp-content/uploads/2025/10/ABJ-Complete-Vol-3-No-1-September-2025.pdf,2026-09-01,Institutional article states well over 60 million Nigeria residents speak Nigerian Pidgin effortlessly.
SRC_NIGERIA_FMACCE,Indigenous Language,"Federal Ministry of Art, Culture, Tourism and the Creative Economy, Nigeria",2026,https://www.fmacce.gov.ng/indigenous-language,2026-09-01,"Approximate Nigeria speaker counts: Hausa 50m, Yoruba 30m, Igbo 25m, Fulfulde 15m and others."
SRC_COE_KURDISH,Kurdish: some information,Council of Europe,,https://rm.coe.int/tool-13-kurdish-some-information/1680aeef92,2026-09-01,Institutional screening estimate of 20-30 million Kurdish speakers; varieties and scripts must be split.
SRC_COE_ROMANI,Protect and promote the Romani language,Council of Europe,2023,https://www.coe.int/en/web/roma-and-travellers/-/secretary-general-calls-on-member-states-to-recognise-protect-and-promote-romani-language,2026-09-01,10-12 million Roma-language community screen; not a harmonized fluent-speaker census.
SRC_MOROCCO_RGPH_2024,RGPH 2024 language-use summary,"High Commission for Planning, Morocco",2024,https://www.hcp.ma/region-agadir/docs/docs/Note%20de%20synthese-%20Resultats%20du%20RGPH%202024%20%28Version%20Francaise%29%20%281.pdf,2026-09-01,"Non-exclusive use: Darija 91.9%; Amazigh 24.8%, including Tachelhit 14.2%, Tamazight 7.4%, Tarifit 3.2%."
SRC_UNHCR_GLOBAL_2025,Global Trends 2025,UNHCR,2025,https://www.unhcr.org/global-trends,2026-09-01,"End-2025 displacement: 41.6m refugees, 68.7m conflict/violence IDPs; Syrian 4.9m; Afghan 3.7m; Sudan refugee and IDP measures."
SRC_UNHCR_MID_2025,Mid-Year Trends 2025,UNHCR,2025,https://www.unhcr.org/mid-year-trends,2026-09-01,Rohingya were the largest reported stateless population at 1.8 million.
SRC_WFD_FAQ,Frequently asked questions,World Federation of the Deaf,2026,https://wfdeaf.org/contact/faqs/,2026-09-01,No official world sign-user count; WFD estimates more than 70m people in signing Deaf communities and 200+ national sign languages.
SRC_WHO_HEARING_2026,Deafness and hearing loss,World Health Organization,2026,https://www.who.int/en/news-room/fact-sheets/detail/deafness-and-hearing-loss,2026-09-01,430m people require rehabilitation for disabling hearing loss; this is not a sign-language-user count.
SRC_PERU_CENSUS_2017,"Indigenous or original language, Census 2017","Instituto Nacional de Estadistica e Informatica, Peru",2017,https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1803/libro.pdf,2026-09-01,"Quechua 3,735,682; Aymara 444,389; Peruvian Sign Language 10,447 as mother tongue."
SRC_NZ_CENSUS_2023,2023 Census language and Maori results,Stats NZ,2023,https://tools.summaries.stats.govt.nz/ethnic-group/maori,2026-09-01,"Te reo Maori 213,849 speakers; NZSL 24,678 users in national census summaries."
SRC_CANADA_CENSUS_2021,"Indigenous languages, Census 2021",Statistics Canada,2021,https://www150.statcan.gc.ca/n1/daily-quotidien/250331/dq250331a-eng.htm,2026-09-01,"Language ability: Inuktitut 41,675; Cree languages 87,875; Ojibway 26,165; Oji-Cree 15,305."
SRC_HAITI_IBE,Embracing Creole in Haitian schools,UNESCO International Bureau of Education,2025,https://www.ibe.unesco.org/en/articles/towards-inclusive-education-and-learning-success-embracing-creole-haitian-schools,2026-09-01,Kreyol is the primary language for 98% of Haitians and exclusive language for about 80%.
SRC_UNDATA_HAITI_2025,Haiti country profile,United Nations Data,2025,https://data.un.org/en/iso/ht.html,2026-09-01,"2025 Haiti population 11.906 million, used for a clearly marked 98% derivation."
SRC_GREENLAND_2025,Greenland in Figures 2025,Statistics Greenland,2025,https://stat.gl/publ/EN/GF/2025/pdf/Greenland%20in%20Figures%202025.pdf,2026-09-01,"Greenland population 56,542 and national language context; exposure not direct speaker count."
SRC_SAMI_PARLIAMENT,Sami language award background,Sami Parliament of Finland,2026,https://samediggi.fi/vastuualueet/saamen-kielet/gollegiella/,2026-09-01,Institutional screening estimate of 20-30 thousand across Sami languages; varieties must be split.
SRC_MEXICO_CENSUS_2020,"Indigenous-language speakers, Census 2020","INEGI, Mexico",2020,https://cuentame.inegi.org.mx/descubre/poblacion/hablantes_de_lengua_indigena/,2026-09-01,"Age 3+ speakers: total 7,364,645; Nahuatl 1,651,958 and named language groups."
SRC_GUATEMALA_CENSUS_2018,Principales resultados Censo 2018,"Instituto Nacional de Estadistica, Guatemala",2018,https://censo2018.ine.gob.gt/archivos/Principales_resultados_Censo2018.pdf,2026-09-01,"First-learned language age 4+: Q'eqchi' 1,127,387; K'iche' 1,054,818 and other languages."
SRC_PARAGUAY_EPHC_2025,EPHC 2025 household-language results,"Instituto Nacional de Estadistica, Paraguay",2025,https://www.ine.gov.py/ende/contenido.php?c=2754&title=El_Paraguay_mantiene_su_diversidad_ling%C3%BC%C3%ADstica_con_predominio_del_biling%C3%BC%C3%ADsmo_en_los_hogares,2026-09-01,"Age 5+ covered survey population; 3,792,294 used Guarani alone or with Castilian at home; geographic exclusions apply."
SRC_BOLIVIA_CENSUS_2024,Census 2024 spoken-language table,"Instituto Nacional de Estadistica, Bolivia",2024,https://nimbus.ine.gob.bo/index.php/s/WXC7si7z5sWsfMf/download,2026-09-01,"Age 6+ non-exclusive language spoken: Quechua 2,308,726; Aymara 1,477,654; Guarani 72,181; Bolivian Sign Language 4,929."
SRC_NEPAL_CENSUS_2021,"Languages in Nepal, Census 2021","National Statistics Office, Nepal",2021,https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf,2026-09-01,"Direct mother-tongue counts for Nepali, Maithili, Bhojpuri, Tharu, Tamang, Bajjika, Newar and other languages."
SRC_BANGLADESH_GOV,Know Bangladesh,Government of Bangladesh,,https://bangladesh.gov.bd/pages/static-pages/69a55ba386514399668e4e75,2026-09-01,"Government profile states Bangla is used by 95% of a 161.7m reference population; undated exposure estimate, not census L1."
SRC_KAZAKHSTAN_CENSUS_2021,Kazakhstan Census 2021 language and nationality volume,"Bureau of National Statistics, Kazakhstan",2021,https://stat.gov.kz/upload/medialibrary/cee/3rsfg8ps3xo19orb284esg4rx27ihqf7/%D0%9D%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D1%81%D0%BE%D1%81%D1%82%D0%B0%D0%B2.pdf,2026-09-01,"13,380,107 Kazakhs reporting own-nationality language as native; 12,670,407 fluent Kazakh speakers age 5+."
SRC_UZBEKISTAN_CENSUS_2026,Preliminary Census 2026 results,"National Statistics Committee, Uzbekistan",2026,https://stat.uz/en/press-center/news-of-committee/68979-a-oli-va-ishlo-kh-zhaligini-r-jkhatga-olish-tadbirining-dastlabki-natizhalariga-ba-ishlangan-konferentsiya-tkazildi-4,2026-09-01,"35.7 million people, 91.3%, reported Uzbek as native; preliminary result."
SRC_KYRGYZ_CENSUS_2022,Kyrgyzstan Census 2022 language table,"National Statistical Committee, Kyrgyzstan",2022,https://stat.gov.kg/media/publicationarchive/0f717d2d-5078-4e18-8b56-fb2a530462a2.pdf,2026-09-01,"5,360,056 Kyrgyz reporting own-nationality language as native."
SRC_TURKMEN_CENSUS_2022,"Turkmenistan Census 2022, table 4.9","State Committee on Statistics, Turkmenistan",2022,https://www.stat.gov.tm/population-census-pdfs/results/en/4.pdf,2026-09-01,"Direct mother-tongue counts: Turkmen 6,297,965 and other languages."
SRC_TAJIK_CENSUS_2020,Tajikistan Census 2020 population table,"Agency on Statistics, Tajikistan",2020,https://www.stat.tj/wp-content/uploads/2024/05/tablicza-8.-dannye-o-chislennosti-naseleniya-respubliki-tadzhikistan-po-itogam-perepisi-naseleniya-i-zhilishhnogo-fonda-2020-goda-po-sostoyaniyu-na-1-oktjabr.pdf,2026-09-01,"9,657,005 residents; used only as state-language exposure because no comparable direct L1 table was located."
SRC_AZERBAIJAN_2019,"Statistical Yearbook 2024, table 2.7","State Statistical Committee, Azerbaijan",2019,https://www.stat.gov.az/menu/6/statistical_yearbooks/source/stat-yearbook_2024.pdf,2026-09-01,"9,436,100 ethnic Azerbaijanis, with 100% reporting own language as native."
SRC_COE_CATALAN_2026,Language Policy Forum 2026,Government of Catalonia,2026,https://llengua.gencat.cat/en/detalls/noticia/Language-Policy-Forum-2026,2026-09-01,About 10 million Catalan speakers.
SRC_EUSTAT_BASQUE_2021,Basque Census 2021 language results,Eustat,2021,https://en.eustat.eus/estad/id_16/ti_Population%20and%20housing%20census.%20Basque/latest-press-release.html,2026-09-01,"936,812 people speak or understand Basque well; 1,349,808 have some knowledge."
SRC_ONS_WELSH_2021,Census 2021 in Wales,Office for National Statistics,2021,https://www.ons.gov.uk/census/aboutcensus/census2021generalreport/census2021inwales,2026-09-01,"17.8% of Wales age 3+, about 538,000 people, could speak Welsh."
SRC_SA_CENSUS_2022,Census 2022 statistical release,Statistics South Africa,2022,https://census.statssa.gov.za/assets/documents/2022/P03014_Census_2022_Statistical_Release.pdf,2026-09-01,Home-language shares and sign-language category; sign-language share is not a full signing-community count.
SRC_CHINA_MOJ_2021,Hearing-access population article,"Ministry of Justice, China",2021,https://en.moj.gov.cn/2021-03/30/c_607194.htm,2026-09-01,"About 27m people with hearing problems; disability proxy, not Chinese Sign Language users."
SRC_UN_INDIGENOUS,Indigenous peoples,United Nations,2026,https://www.un.org/en/isotope/59098/10919,2026-09-01,476m Indigenous people worldwide; population proxy across thousands of languages.
SRC_UNESCO_LANGUAGE_ED,Languages in education,UNESCO,2025,https://www.unesco.org/en/languages-education?hub=70285,2026-09-01,"More than a quarter-billion learners lack education in the language they understand best; this is contextual, not candidate population."
