edition_target_id,edition_key,edition_role,edition_derivation_class,label,language_tag,script,mode,territory_community,country_iso3,population_low,population_base,population_high,population_point_for_model,population_basis_class,order_lane,population_rank_eligible,primary_order_eligible,primary_order_class,primary_order_exclusion_reason,population_source_id,population_source_url,population_definition,population_reference_year,population_confidence,population_atom_id,population_evidence_count,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,local_work_exclusion,synthetic_or_model_prior,bounds_source_complete,bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,schooling_language_gap,learning_completion_gap,open_resource_scarcity,academic_lingua_franca_nonoverlap,delivery_gap,accessibility_gap,need_index,need_index_low,need_index_high,intrinsic_need_low,intrinsic_need_model,intrinsic_need_high,standard_compute_p50_fecu,compute_evidence_class,need_evidence_basis,vitality_marginalization_status,dialect_risk_status,production_feasibility_status,model_conditioning_status,registry_row_hash,l_m_need_p05,l_m_need_median,l_m_need_mean,l_m_need_p95,l_m_efficiency_p05,l_m_efficiency_median,l_m_efficiency_mean,l_m_efficiency_p95,draw_count,l_id_possible_rank_best,l_id_possible_rank_worst,l_id_top10_status,l_id_top100_status,l_m_need_rank,l_m_need_top10_probability,l_m_need_top100_probability,l_m_efficiency_rank,public_population_status,public_use_caveat,public_row_sha256
edition-target:lang:gil-Latn-KI,lang:gil-Latn-KI,canonical_language_edition,exact,Te taetae ni Kiribati,gil-Latn-KI,Latn,written_or_multimodal,Kiribati / Gilbertese-speaking learners,KIR,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,263f8e89a934ff816f7d933b1b0c5ce5bb947bff66e2ba473d795c5ad0cd727e,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",227842144B78B7B46DB7291B10F67EED286005B48C96DA94FABB3D66FF1A0B2C
edition-target:lang:gil-Latn-TV-x-nui,lang:gil-Latn-TV-x-nui,canonical_language_edition,exact,Nuian,gil-Latn-TV-x-nui,Latn,written_or_multimodal,Tuvalu / Nui community,TUV,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,b95e14e77d6db7196d1124e808d774fc9c58c39a088da771a38176896575d8d5,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",9CE79FF6E595F3DE938234FFBA3CA785D92A5EB07335F9359A7F925847870B95
edition-target:lang:gkp-Latn-GN,lang:gkp-Latn-GN,canonical_language_edition,exact,Guinea Kpelle,gkp-Latn-GN,Latn,written_or_multimodal,Guinea,GIN,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,978f92bbeff4edfb8039ce6e34caf517ae8c674e859234a6b1966ffcc1f90574,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",60EF8829B1A354F9C583885E7D06B3B5E5B01C98CDD7D4CE8D33871A425A10C2
edition-target:lang:gmv-Latn-ET,lang:gmv-Latn-ET,canonical_language_edition,exact,Gamo,gmv-Latn-ET,Latn,written_or_multimodal,Ethiopia,ETH,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.65497641,0.50000000,0.40000000,0.60729350,0.50000000,0.50601637,0.18601637,0.82601637,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,7c4761d8d796a6408e8070681b4c4675fec5c4e53b60379e990502360e5b473d,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",4EC9FBCA281E7D8034858F3C06752D5554D7CBFA60F6993EC0471AF2D6078FCB
edition-target:lang:gog-Latn-TZ,lang:gog-Latn-TZ,canonical_language_edition,exact,Gogo,gog-Latn-TZ,Latn,written_or_multimodal,Tanzania,TZA,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.52608958,0.50000000,0.40000000,0.58218950,0.50000000,0.47672445,0.15672445,0.79672445,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,ff855bf4320017597f48205edcda590310b11628e66616e975879627f0b418a5,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",579CAEC8EB5F27664266BB120E8D6105B4122530AECD01C6783EA1342D6ADD7B
edition-target:lang:gpe-Latn-GH,lang:gpe-Latn-GH,canonical_language_edition,exact,Ghanaian Pidgin English,gpe-Latn-GH,Latn,written_or_multimodal,Ghana,GHA,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,3e49bf0bf8ba55320a7d58d487d2b435deb390bf6d2c5e1a3d84788807c6db8e,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",48C2C12450F6F276C795CBDFD713BE03B82A31E8AF14427B5827EEAF1543EA26
edition-target:lang:grj-Latn-LR,lang:grj-Latn-LR,canonical_language_edition,exact,Southern Grebo,grj-Latn-LR,Latn,written_or_multimodal,Liberia,LBR,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,b2d9c5b50a51c286d38559f2da770505676d7ce1e47118fc816b37dae1e0d534,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",0439C32EBD09E7CCC87682B82115BD258F25C645179A2C8C2AD041F1F30EC000
edition-target:lang:grv-Latn-LR,lang:grv-Latn-LR,canonical_language_edition,exact,Central Grebo,grv-Latn-LR,Latn,written_or_multimodal,Liberia,LBR,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,9e421b325eeee75e34b447f271df100c0a6ba64fbddbb46f4feea7e07bdff76d,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",A9FE4CC1FF029F03321EE653DD0029F1F09961F3908EB09FCC3BBEDF83E19756
edition-target:lang:gry-Latn-LR,lang:gry-Latn-LR,canonical_language_edition,exact,Barclayville Grebo,gry-Latn-LR,Latn,written_or_multimodal,Liberia,LBR,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,bddeda863b8d3a40862edd17c52a70880c8e176d112967cfb103951d56966cdf,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",4A1244FBA17A17CA311121170CA483521784A4D9BE450F56D170EF0656205619
edition-target:lang:gse-GH,lang:gse-GH,canonical_language_edition,exact,Ghanaian Sign Language,gse-GH,Hans,written_or_multimodal,Ghana,GHA,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1450000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,3591666f0a37f0ef74385a6bed2f90d6941608965aa5f4613a1d9939c1eefbb1,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",B4FAD4FAAF0FD021F03E1F9843E2F4C768AAF8DBF5BB5BC7C0158E61011FCEDB
edition-target:lang:gsg-DE,lang:gsg-DE,canonical_language_edition,exact,German Sign Language,gsg-DE,Zyyy,signed,Germany,DEU,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.11604976,0.50000000,0.40000000,0.03250002,0.80000000,0.34175995,0.02175995,0.66175995,,,,1562500.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior; signed mode elevated for delivery-model planning"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,6b6f99741d34682ac7cd748ab61465089f13fd0d779df7640d0c2ffeb7b660ac,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",D15FC25A8B1CA1A25532B88D0854A181CB0E3C1B05C8B902160442C74228A2C5
edition-target:lang:gsw-Latn-CH,lang:gsw-Latn-CH,sentinel_exact_edition,exact_sentinel_target,Swiss German varieties,gsw-Latn-CH,Latn,written_or_multimodal,Switzerland,CHE,,,,,NO_PUBLIC_SOURCE_BOUND_PERSON_DENOMINATOR,unranked_context,false,false,LANGUAGE_OR_EXACT_INTERVENTION,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,,,No source-bound person denominator is published for this target.,,,,0,,,,,,,,,,,,,,true,false,false,NONE,,,,,,0.40000000,0.35000000,0.50000000,0.40000000,0.50000000,0.50000000,0.43000000,0.11000000,0.75000000,,,,1000000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic-language overlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""common prior"", ""learning_completion_gap"": ""common prior"", ""open_resource_scarcity"": ""OER route unresolved; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,f98542dd4ad5507e3ea0c10c7715d336b2586171a8e9fc163f5819310e07634a,,,,,,,,,0,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,,,,,UNRANKED_NO_SOURCE_BOUND_PERSON_DENOMINATOR,"Identity and evidence-acquisition record only; no population, benefit total, or rank may be inferred from country/world model priors.",F667C33ABF229B6C1631173660D4B3465AACA50F9B157FE71FD2B2208C7AD80A
edition-target:lang:gu-Gujr-IN,lang:gu-Gujr-IN,canonical_language_edition,exact,Gujarati,gu-Gujr-IN,Gujr,written_or_multimodal,India / India / especially Gujarat,IND,55036204.000000,55036204.000000,55036204.000000,55036204.000000,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,true,true,LANGUAGE_OR_EXACT_INTERVENTION,,IND_C16_2011,https://censusindia.gov.in/nada/index.php/catalog/10191,Raw Census mother-tongue count,2011,A_DIRECT_TYPED_PERSON,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,1,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,auth:canonical:canonical:pop:5d18e76493b2bae5aacee1a7,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:5d18e76493b2bae5aacee1a7,legacy_canonical_population,pop:5d18e76493b2bae5aacee1a7,language_population_or_context,b80d03e4b52b30b7555fceca6f272c83da97dc4ce85ef7b15a222be464906411,428805d0911da97d3bd7bbc3f4a146366a496885c92808df0a323099ff83e285,b7bc801ff98bb2e801c0d2edb73431e47899ad75e269910e4595524bda33c2b4,EC2BDF734B61061AABB368111F19C6FD09AB026FE6C42FB466BEF1DA45D722C6,true,false,true,false,POINT,55036204,55036204,55036204,55036204,55036204,0.40000000,0.29472837,0.50000000,0.40000000,0.15050000,0.50000000,0.37001567,0.05001567,0.69001567,2752672.839764,20364258.119764,37975843.399764,1220000.000000,MODEL_CONDITIONAL_SCRIPT_ENVELOPE,"{""academic_lingua_franca_nonoverlap"": ""academic nonoverlap unmeasured; common prior"", ""accessibility_gap"": ""common format-access prior"", ""delivery_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of country internet/electricity indicators; not language/device cross-tab"", ""learning_completion_gap"": ""ECOLOGICAL_COUNTRY_CONTEXT_PROXY: mean of available country indicators; not target-stage cross-tab"", ""open_resource_scarcity"": ""unresolved OER route; common prior"", ""schooling_language_gap"": ""UNESCO/World-Bank global alignment prior""}",SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,SEPARATE_DESCRIPTIVE_FIELD_NOT_IN_PRIMARY_SCORE,L-M_COMMON_PRIOR; not an observed comfortable-reader count,b80d03e4b52b30b7555fceca6f272c83da97dc4ce85ef7b15a222be464906411,14833476.249763,20261192.261380,20586860.108528,27031787.664322,12.158587089970,16.607534640476,16.874475498793,22.157203003543,256,1,55,POSSIBLE,DEFINITE,11,0.347656,1.000000,13,SOURCE_BOUND_DIRECT_PERSON_ORDER,"Use only with the published definition, reference year, uncertainty, and nonadditivity rule.",B1A8846785F6F6DD1890D69AD5BB3101DCBC5A0418374F6764E3997900DA65B4
