alias_scope,alias_id,primary_canonical_target_id,primary_edition_target_id,reason,row_sha256
regional_stratum,haw-Latn-US-HI,lang:haw-Latn-US,edition-target:lang:haw-Latn-US,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,1ad82e4f52b3e8c436331b422984d7236a57f3e8e2d32156070d45508bb93c98
regional_stratum,ike-multiscript-CA,lang:iku-CA,edition-target:lang:iku-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,c0d6df0c2d798b4e2214d6393467b09428f189e08ff3154845544a9a0744ab2d
regional_stratum,ikt-Latn-CA,lang:ikt-CA,edition-target:lang:ikt-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,b9d63065dedd52d0627806cdb2bbb9968adc2b7a650f1c42ead7b5ef1ea6eb36
regional_stratum,ixl-Latn-GT,lang:ixl-GT,edition-target:lang:ixl-GT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,ed975715f9e077edfb5f5492d7152c3a71516ea558efa9aa047b87313270d0b8
regional_stratum,jam-Latn-JM,lang:jam-JM,edition-target:lang:jam-JM,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,d23eb31d73aa1782518fbf8d3aedd10eb433000a135eedb04eb75ca3e66cfcdb
regional_stratum,kgk-Latn-BR,lang:kgk-BR,edition-target:lang:kgk-BR,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,6318e847e3120bbb868cb5a855e25953e12458f0bc0a07a65de4fba6e52fd485
regional_stratum,kjb-Latn-GT,lang:kjb-GT,edition-target:lang:kjb-GT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,18082533eee24924ff412423d328daddf3d32d907bf7e8d42f101d2ba411acfd
regional_stratum,mah-Latn-MH,lang:mh-Latn-MH,edition-target:lang:mh-Latn-MH,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,cbd8e3ca7cbc735fdc3c353180d70bf78dce9926bf1ea7b89b73276d5fb38a7a
regional_stratum,mam-Latn-GT,lang:mam-GT,edition-target:lang:mam-GT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,177bd61f9048c1f602a3003d2a1464dfe08485e4b7423933f2ef2489811fc2fd
regional_stratum,ojs-script-unresolved-CA,lang:ojs-CA,edition-target:lang:ojs-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,0dab6123697aee8361dfffea62d2431ad492f588cd519eb9a10991b62b94e237
regional_stratum,ojw-script-unresolved-CA,lang:ojw-CA,edition-target:lang:ojw-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,455f4ed11a2ce81811e2bc8c8dfd7105efc2821194b6e40eb37942cc2e7da430
regional_stratum,om-Latn-ET-Qubee,lang:om-Latn-ET,edition-target:lang:om-Latn-ET,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,7be7df198026ddeb3f5b43cded73c874b8b590764290005e5b2d87a27750d2cf
regional_stratum,otw-script-unresolved-CA,lang:otw-CA,edition-target:lang:otw-CA,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,87fe210656ba958784ea3261787dc50c751d8184c6822873178aa6fabd01e68e
regional_stratum,pap-Latn-AW,lang:pap-AW,edition-target:lang:pap-AW,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,4df3cb607284ba9ac97355e7f6d543c48519d4870990f3262e980eeb0bf73df0
regional_stratum,pap-Latn-CW,lang:pap-CW,edition-target:lang:pap-CW,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,2364e75d54de4c4312037aacb3404a53faf5c62d12f7396956416cdb6076574d
regional_stratum,poh-Latn-GT,lang:poh-GT,edition-target:lang:poh-GT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,863c350afff5f5911fc288d12023fc97602bab1ef22ae64cb8a016049ae94594
regional_stratum,rap-Latn-CL-IP,lang:rap-Latn-CL,edition-target:lang:rap-Latn-CL,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,ec329a41117b462327f6e3dd0af08ffac5a132729de0ef64414eb070f20f6f7f
regional_stratum,rcf-Latn-MU-ROD,lang:mfe-Latn-MU-x-rodrigues,edition-target:lang:mfe-Latn-MU-x-rodrigues,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,dddf418505b0350bf78fa2ca418fe8def45ceb118f3e07307f081c8299a959fd
regional_stratum,ru-Cyrl-RU-ability,lang:ru-Cyrl-RU,edition-target:lang:ru-Cyrl-RU,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,10a9d5ec0e9ef332f8519f5f006d218abe5b2b6eed98e78f10677ce843a31a34
regional_stratum,ru-Cyrl-RU-daily,lang:ru-Cyrl-RU,edition-target:lang:ru-Cyrl-RU,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,ff114bcdc7af93a2af62516fca1f66ea741500cf52cfb7edad46ff980a0380ce
regional_stratum,so-Latn-SO,lang:so-Latn-SO:variety:standard-somali-maxaa,edition-target:lang:so-Latn-SO:variety:standard-somali-maxaa,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,e63b868e89e6af224721f4c8bb4cc56e9a7e39c5b08539f20c8f09173d52380c
regional_stratum,srm-Latn-SR,lang:srm-SR,edition-target:lang:srm-SR,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,8dc56cda66e1984490c148dd93b3817e1349e7fc8466f5a7baf6226aa3c70a58
regional_stratum,srn-Latn-SR,lang:srn-SR,edition-target:lang:srn-SR,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,1ec98bf34ef4266de7c80e11831f653c5102b6dfed8c3bb8ffdab1d33d8358c6
regional_stratum,swh-Latn-TZ-Zanzibar,lang:swh-Latn-TZ:variety:zanzibar-kiswahili-institutional-and-curri,edition-target:lang:swh-Latn-TZ:variety:zanzibar-kiswahili-institutional-and-curri,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,489f1195ab505ad6d0850d1180af0299f1c94e384d006d7a9013f9a3690c8d62
regional_stratum,swh-Latn-TZ-mainland,lang:swh-Latn-TZ:variety:tanzania-mainland-standard-kiswahili,edition-target:lang:swh-Latn-TZ:variety:tanzania-mainland-standard-kiswahili,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,aa076af762893734d101468cda2cd4d3f4a61dda1717a1822d4c1627b0937d35
regional_stratum,trf-Latn-TT,lang:trf-TT,edition-target:lang:trf-TT,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,3c34c4c6fba4633fc0395fa31158a00cf6f7416e311124dd3c00201e435654c1
regional_stratum,yua-Latn-MX,lang:yua-MX,edition-target:lang:yua-MX,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,83f4cb61b05e5210796b10ef8116a1fdd9cb08ab1d2dae58acec043871432fe1
regional_stratum,zh-Hant-TW,lang:zh-Hant-TW:written,edition-target:lang:zh-Hant-TW:written,REGIONAL_EVIDENCE_ATTACHED_TO_EXISTING_EDITION,ec5144079abd35196f5e14fd319866a001f9033a0cfa72ba724016ce214ab168
