ordinal	module	bytes	sha256	path	url
16	m81276	114624	7e60eb505941fae754150df495be0ff7acf303c355eb1e81a8c57d48090e9cef	m81276.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81276/index.cnxml
17	m81277	152096	b11ddb3b2810002dd83a9e63b79029165d5340f16f46cd7533be98ef6d2f5692	m81277.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81277/index.cnxml
18	m81278	102719	20c8d159f8a17ed343dae222474ece5e6fd2c317dcbb1263c80b40eba493b282	m81278.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81278/index.cnxml
19	m81281	148480	6cb9352564104175e6adc606e1a39b7a61e1ca08a891680f5c66d79cab2df16e	m81281.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81281/index.cnxml
20	m81284	1270	61467075d7fe6213af1710f6f4a6b685fc4e281430612b007e98fcfb1145c500	m81284.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81284/index.cnxml
21	m81285	151516	7a39fccee8a29712929f04a6ac02f4e2646e46a6920f6e8b06f56de40b7ffad4	m81285.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81285/index.cnxml
22	m81286	147316	7dab4be4d267ccd47f23df46e9b6a4b90a25c5d8b371e14b5947846af126b249	m81286.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81286/index.cnxml
23	m81287	98265	4a029d82953fcba05aeec289445bc21ffc3364ce68b866c56404de3785d4d076	m81287.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81287/index.cnxml
24	m81288	75839	4eb4a0c85c70a9e1a10fa4a5d99dabfb9ccc14b70de18d7cbefb820764c0ae90	m81288.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81288/index.cnxml
25	m81289	175480	bfaa71d9e1dcfa775dd6525ba2fbc9ecf0ce17e6833d8dcaca9bb2f259361fa3	m81289.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81289/index.cnxml
26	m81290	99020	96985df586080ae5e52b870320d310a6061a0c00c5d1699e58a024e55bdba005	m81290.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81290/index.cnxml
27	m81291	188941	729ab266737111c7cdd795ca6ddd887c41a9efcb2e802ab6ae46adfe3c13a195	m81291.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81291/index.cnxml
28	m81292	1249	5239d3f4a78f649dbcfacd51c9b8538619c360972f763a26c22aafe99026f26d	m81292.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81292/index.cnxml
29	m81293	111889	334b23102b7f15d4c4bac459a2f3798b66d408e14ad59daa2f3d9cfe274f52d4	m81293.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81293/index.cnxml
30	m81295	128402	c22d14bb2b833ed20ea5a7aa95d0e50b7810e8930834bd61993b8431dcfd02c3	m81295.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81295/index.cnxml
31	m81298	96399	a8105d6d162b071c7365bd74a48737cf4175ce1c7b14afbee4f3bcf472631d81	m81298.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81298/index.cnxml
32	m81300	86279	14f56c7f92c743f8a6ba9400ea2d8415aefb4b816d82af014644d6aa2a3b01bd	m81300.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81300/index.cnxml
33	m81302	82440	62c2e97599f0cc79fc9d835caf4d2e3fb238a83ef2eb3fc21c28d68d3b3a09d4	m81302.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81302/index.cnxml
34	m81303	88953	94f83224b28b2f328df6af9824d52d7b987a9b4e74d4056ad9ccb04e3b477a00	m81303.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81303/index.cnxml
35	m81304	147021	be5387c846439a946cff737d3522a07d1bf4cf1ecc322074c0aa01ed0e1bf5c8	m81304.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81304/index.cnxml
36	m81305	1388	0b5c8d1b152cc09be82516038a87dccebbc89847b910ed359ade528c4e05a011	m81305.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81305/index.cnxml
37	m81306	106001	6d1d5de7d3a86c932eaa0b3217fb0e95fd339a1f86f87a3eb4b2d5e9aff798f5	m81306.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81306/index.cnxml
38	m81313	74780	7001cb24e870df5a00bbdfa15b33671ed677bb4c451fb81ff445b2d4fa1a51c6	m81313.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81313/index.cnxml
39	m81307	84883	c221ef4ad11a36073f8eb8955ee11b94e1b50488fc313db5bb48a1791ff0196d	m81307.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81307/index.cnxml
40	m81308	58591	04b96b8548d2f02b7fcd2fac31992e76c6450599276f229fcb9f0ba40cf663d2	m81308.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81308/index.cnxml
41	m81311	166142	f7ec28ad31af989be3482e8a59b8e3fc2a47190b30573d90062658acc170528f	m81311.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81311/index.cnxml
42	m81314	1595	09f46f11f5352223a407baa77476f5613159631faa00bcdafdb34a28ede3556d	m81314.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81314/index.cnxml
43	m81315	62142	aafd9fd0ccef829cacba1c7f02a756a793b74a94fb187fedd07fdc00af0741f6	m81315.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81315/index.cnxml
44	m81316	109129	81466df854997cf91f5d7db554a0d04142cb22f7d4f7b015cc0b6a192550eda4	m81316.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81316/index.cnxml
45	m81317	110659	c2c1f45164c34ca693011aa9ce05d76437a103e8b06f013d1992098418103619	m81317.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81317/index.cnxml
46	m81318	94347	cb3d6989619d946b6466f316357391d780701e22eb6fd5549d95b27610018738	m81318.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81318/index.cnxml
47	m81330	172178	fb86a56f6cbe7cceee3657f6b8d12deb06695c80638e644d710ad8bc88e45ee2	m81330.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81330/index.cnxml
48	m81319	1148	d6d42c1643f58e5e001cb23a1db0c0de42fad41db933b82d0190b4f2b0ef158d	m81319.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81319/index.cnxml
49	m81320	102921	502a046f93f63dd07e7a605b6e61294ee9b4bc377c710be267e2365defb82fc5	m81320.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81320/index.cnxml
50	m81321	61215	1087e4a4a879bb4488f36def8205c45498e31c8ac448082754b305765572169d	m81321.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81321/index.cnxml
51	m81322	151525	b18af0dc029d3930a69b3614adeefd8bc3e8760d8613702ee24c43bfc939ad14	m81322.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81322/index.cnxml
52	m81323	121675	da17573d58e86cdb06785841cb966c09bcfe32bd1f22c1612129fdc50434d361	m81323.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81323/index.cnxml
53	m81331	1278	ca74bb59a43f6d400d2cc851d892a5d12a75f5a2ff9c4b04e6e2d21b71cd4995	m81331.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81331/index.cnxml
54	m81324	94299	71a78d8f9f886fa6eb78d53722a095c7a155182bce10765bf06094e508359943	m81324.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81324/index.cnxml
55	m81325	87596	f996d6666c331581febf722f63eb686744699b3a163152e5a2e89fdafa11e8c2	m81325.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81325/index.cnxml
56	m81326	116178	92589b2290e7ecae69e44e09d213e71404d2c01183a4a7fae0c4c0a759d73b71	m81326.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81326/index.cnxml
57	m81332	152362	fbf39fadb1834a755dcd4deafeddffcbd91559d70d378007b85bd448da4ea4ff	m81332.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81332/index.cnxml
58	m81327	64823	b8d988ce0fa05acf3491fb754d33f36204363dcb8df7e45acfcb832f01e6f7b2	m81327.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81327/index.cnxml
59	m81328	115973	296b89db4f2b8090bc667d3a35bfddd736d7b9e4f710c4527edd4c08b8872629	m81328.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81328/index.cnxml
60	m81329	161549	ae49551fc94b1d09699bbd716e7b6f3a3352315b793fccf70aeeac9c63d8b2df	m81329.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81329/index.cnxml
61	m81333	1053	fea791e15f73c0d4951c6672a9d192473b46ed1ffc89fb45589233a2f76a8276	m81333.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81333/index.cnxml
62	m81334	87973	0d7a30f4017099c3830bf02a5a53e2af97cdbe1a74e6e429fe90e66ed3e9a444	m81334.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81334/index.cnxml
63	m81335	129691	ef7a1b980665907f3e005dabaeb4bc7ccee4b00f8957ad9f8920745ed1608db0	m81335.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81335/index.cnxml
64	m81336	131398	a0ccf094e6d2298005ef4184d2eb70a8878d917409578a6c91db2f44728a24e8	m81336.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81336/index.cnxml
65	m81337	173135	708b67c35bfbd187270feb07f0be4300c3c2ab5c32ac4c6c00f55abf5bbe2885	m81337.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81337/index.cnxml
66	m81342	161506	4a4db86aae3872d2a2e36f2e0c3fdd2b954cf0daa3f7864be9f9c470f6a24a94	m81342.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81342/index.cnxml
67	m81347	172413	c8249a974e6cf25ae283884c79a3e6f92e69ededa6c248571dfc34565c2f897e	m81347.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81347/index.cnxml
68	m81338	1125	b775950d353ac1f1e62b46b814c40e94cfd48b1e304fa970d111c1c9cd059cc6	m81338.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81338/index.cnxml
69	m81340	195373	7eb0ca77d43a3c0058adc6ab5d095b825ab0c731908ad3995a26cd5536e9282a	m81340.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81340/index.cnxml
70	m81345	118327	21b828340d1f7d20b4ac870863bd2cdc235771fc31593d86aa9cc397883d234c	m81345.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81345/index.cnxml
71	m81350	98297	39c4471567fcac36794e462e769e8220841673cab1d3bbbb1930d3e5b002afd3	m81350.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81350/index.cnxml
72	m81354	199078	7e551b2b55f12a797840ec100bf18f51d0408da2d225fd68ccbb79df65096df5	m81354.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m81354/index.cnxml
73	m56252	34412	5e6a5824b5d53714cee89becad578f85932c75e1f0a61754dfc532cc5903ca58	m56252.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m56252/index.cnxml
74	m56244	45545	6b3feca177dc524fc8df505f05508026b6fe8c48d46281c5aaaf5e160d91387e	m56244.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m56244/index.cnxml
75	m56248	12814	e47ec8b7da0eeb09e11fff6bd31d264ecb02d7c25e6e511085ceb1a7127e0c68	m56248.source.cnxml	https://raw.githubusercontent.com/openstax/osbooks-prealgebra-bundle/38cae454e644abf9f0a623e876994553881597c9/modules/m56248/index.cnxml
