23	ગણતરીની સંખ્યાઓ અને પૂર્ણ સંખ્યાઓ દર્શાવવા માટે આપણે વાપરી શકીએ છીએ
24	સંખ્યારેખા
25	(જુઓ
26	આકૃતિની નીચે આડી સંખ્યારેખા છે, જેના બંને છેડે તીર છે અને જેના પર શૂન્યથી છ સુધીનાં મૂલ્યો છે. તેની ઉપર બીજી આડી રેખા શૂન્યથી ત્રણ સુધી છે; તેનું તીર ડાબી તરફ છે અને તેની પાસે “નાનું” લખ્યું છે. પહેલી બે રેખાઓની ઉપર ત્રીજી આડી રેખા ત્રણથી છ સુધી છે; તેનું તીર જમણી તરફ છે અને તેની પાસે “મોટું” લખ્યું છે.
27	સંખ્યારેખા પર ડાબેથી જમણે જતાં સંખ્યાઓ મોટી થાય છે અને જમણેથી ડાબે જતાં નાની થાય છે. આ સંખ્યારેખા પર માત્ર 0થી 6 સુધીની પૂર્ણ સંખ્યાઓ બતાવી છે, પરંતુ સંખ્યાઓ અંત વિના આગળ વધતી રહે છે.
28	વસ્તુઓની મદદથી ગણિત શીખવાની “સંખ્યારેખા—ભાગ 1” પ્રવૃત્તિ કરવાથી ગણતરીની સંખ્યાઓ અને પૂર્ણ સંખ્યાઓ વધુ સારી રીતે સમજાશે.
29	આપણી
30	સંખ્યાપદ્ધતિ
31	ને સ્થાનકિંમત પદ્ધતિ કહે છે, કારણ કે અંકનું મૂલ્ય સંખ્યામાં તેના સ્થાન પર આધાર રાખે છે.
32	માં બતાવેલી છે
33	સ્થાનકિંમતો
34	. સ્થાનકિંમતોને ત્રણ-ત્રણના જૂથમાં વહેંચીએ છીએ. આ જૂથોને ગાળા કહે છે. આ ગાળાઓ છે:
35	એકમ, હજાર, મિલિયન, બિલિયન, ટ્રિલિયન
36	, અને આમ આગળ. લખેલી સંખ્યામાં અલ્પવિરામથી ગાળાઓ અલગ પાડીએ છીએ.
37	આ સ્થાનકિંમત કોષ્ટકમાં 5,278,194 સંખ્યા બતાવી છે. ઉપરની મથાળાની હરોળમાં “સ્થાનકિંમત” છે. તેની નીચે “ટ્રિલિયન”, “બિલિયન”, “મિલિયન”, “હજાર” અને “એકમ” ગાળાઓ છે. “ટ્રિલિયન” નીચેના ત્રણ સ્તંભોમાં નીચેથી ઉપર વાંચતાં “સો ટ્રિલિયન”, “દસ ટ્રિલિયન” અને “ટ્રિલિયન” છે. “બિલિયન” નીચે “સો બિલિયન”, “દસ બિલિયન” અને “બિલિયન” છે. “મિલિયન” નીચે “સો મિલિયન”, “દસ મિલિયન” અને “મિલિયન” છે. “હજાર” નીચે “સો હજાર”, “દસ હજાર” અને “હજાર” છે. “એકમ” નીચે “સો”, “દશક” અને “એકમ” છે. ડાબેથી જમણે “મિલિયન”, “સો હજાર”, “દસ હજાર”, “હજાર”, “સો”, “દશક” અને “એકમ” સ્તંભોમાં અનુક્રમે 5, 2, 7, 8, 1, 9, 4 છે. એટલે આ સંખ્યામાં 5 મિલિયન, 2 સો હજાર, 7 દસ હજાર, 8 હજાર, 1 સો, 9 દશક અને 4 એકમ છે. મૂળ અંગ્રેજી વર્ણનના અંતે “પાંચ મિલિયન બસો ઓગણએંસી હજાર એકસો ચોરાણું” લખ્યું છે; તે શબ્દરૂપ ઉપરના અંકો સાથે મળતું નથી, જેમાં હજારના ગાળાનું મૂલ્ય બસો અઠ્ઠોતેર છે.
38	કોષ્ટકમાં 5,278,194 સંખ્યા બતાવી છે. અંક 5 મિલિયનના સ્થાને છે. અંક 2 સો હજારના સ્થાને છે. અંક 7 દસ હજારના સ્થાને છે. અંક 8 હજારના સ્થાને છે. અંક 1 સોના સ્થાને છે. અંક 9 દશકના સ્થાને છે. અંક 4 એકમના સ્થાને છે.
39	63,407,218 સંખ્યામાં આપેલા દરેક અંકની સ્થાનકિંમત શોધો:
40	ઉકેલ
41	સંખ્યાને સ્થાનકિંમતના કોષ્ટકમાં મૂકો:
42	આ સ્થાનકિંમત કોષ્ટકમાં 63,407,218 સંખ્યા બતાવી છે. ઉપરની મથાળાની હરોળમાં “સ્થાનકિંમત” છે. તેની નીચે “ટ્રિલિયન”, “બિલિયન”, “મિલિયન”, “હજાર” અને “એકમ” ગાળાઓ છે. “ટ્રિલિયન” નીચેના ત્રણ સ્તંભોમાં નીચેથી ઉપર વાંચતાં “સો ટ્રિલિયન”, “દસ ટ્રિલિયન” અને “ટ્રિલિયન” છે. “બિલિયન” નીચે “સો બિલિયન”, “દસ બિલિયન” અને “બિલિયન” છે. “મિલિયન” નીચે “સો મિલિયન”, “દસ મિલિયન” અને “મિલિયન” છે. “હજાર” નીચે “સો હજાર”, “દસ હજાર” અને “હજાર” છે. “એકમ” નીચે “સો”, “દશક” અને “એકમ” છે. ડાબેથી જમણે “દસ મિલિયન”, “મિલિયન”, “સો હજાર”, “દસ હજાર”, “હજાર”, “સો”, “દશક” અને “એકમ” સ્તંભોમાં અનુક્રમે 6, 3, 4, 0, 7, 2, 1, 8 છે. એટલે ત્રેસઠ મિલિયન ચારસો સાત હજાર બસો અઢાર સંખ્યામાં 6 દસ મિલિયન, 3 મિલિયન, 4 સો હજાર, 0 દસ હજાર, 7 હજાર, 2 સો, 1 દશક અને 8 એકમ છે.
43	7 હજારના સ્થાને છે.
44	0 દસ હજારના સ્થાને છે.
45	1 દશકના સ્થાને છે.
46	6 દસ મિલિયનના સ્થાને છે.
47	3 મિલિયનના સ્થાને છે.
48	27,493,615 સંખ્યામાં આપેલા દરેક અંકની સ્થાનકિંમત શોધો:
49	દસ મિલિયન
50	દશક
51	સો હજાર
52	મિલિયન
53	એકમ
54	519,711,641,328 સંખ્યામાં આપેલા દરેક અંકની સ્થાનકિંમત શોધો:
55	બિલિયન
56	દસ હજાર
57	સો મિલિયન
58	ચેક લખતી વખતે તમે સંખ્યા અંકોમાં અને શબ્દોમાં બંને રીતે લખો છો. સંખ્યાને શબ્દોમાં લખવા માટે દરેક ગાળાની સંખ્યા લખો અને તેની પાછળ ગાળાનું નામ લખો. અંગ્રેજી ગાળાના નામના અંતે બહુવચન દર્શાવતો અક્ષર ઉમેરશો નહીં.
59	ડાબી બાજુથી શરૂ કરો, જ્યાં ગાળાઓનાં મૂલ્યો સૌથી મોટાં હોય છે. એકમના ગાળાનું નામ લખતા નથી. અલ્પવિરામ ગાળાઓને અલગ પાડે છે. તેથી સંખ્યામાં જ્યાં અલ્પવિરામ હોય ત્યાં શબ્દો વચ્ચે પણ અલ્પવિરામ મૂકો (જુઓ
60	). 74,218,369 સંખ્યાને શબ્દોમાં ચુમ્મોતેર મિલિયન, બસો અઢાર હજાર, ત્રણસો ઓગણસિત્તેર લખીએ છીએ.
61	આકૃતિમાં 74, 218 અને 369 એક હરોળમાં અલ્પવિરામથી અલગ પાડીને લખ્યાં છે. દરેક સંખ્યાની નીચે વાંકિયો કૌંસ છે. 74ની નીચે “મિલિયન”, 218ની નીચે “હજાર” અને 369ની નીચે “એકમ” લખ્યું છે. ડાબી તરફનું તીર આ ત્રણ શબ્દો તરફ ચીંધે છે અને તેમને “ગાળાઓ” કહે છે. નીચેની હરોળમાં “74”, જમણી તરફનું તીર અને “ચુમ્મોતેર મિલિયન” પછી અલ્પવિરામ છે. પછીની હરોળમાં “218”, જમણી તરફનું તીર અને “બસો અઢાર હજાર” પછી અલ્પવિરામ છે. સૌથી નીચે “369”, જમણી તરફનું તીર અને “ત્રણસો ઓગણસિત્તેર” લખ્યું છે.
62	પૂર્ણ સંખ્યાને શબ્દોમાં લખો.
63	ડાબેથી શરૂ કરીને દરેક ગાળાની સંખ્યા અને તેની પાછળ ગાળાનું નામ લખો.
64	ગાળાઓને અલગ પાડવા સંખ્યામાં અલ્પવિરામ મૂકો.
65	એકમના ગાળાનું નામ લખશો નહીં.
66	8,165,432,098,710 સંખ્યાને શબ્દોમાં લખો.
67	દરેક ગાળાની સંખ્યા અને તેની પાછળ ગાળાનું નામ લખો.
68	આકૃતિમાં 8, 165, 432, 098 અને 710 એક હરોળમાં અલ્પવિરામથી અલગ પાડીને લખ્યાં છે. દરેક સંખ્યાની નીચે આડો કૌંસ છે. 8ની નીચે “ટ્રિલિયન”, 165ની નીચે “બિલિયન”, 432ની નીચે “મિલિયન”, 098ની નીચે “હજાર” અને 710ની નીચે “એકમ” લખ્યું છે. તેની નીચેની હરોળમાં 8, જમણી તરફનું તીર અને “આઠ ટ્રિલિયન” પછી અલ્પવિરામ છે. પછીની હરોળમાં 165, જમણી તરફનું તીર અને “એકસો પાંસઠ બિલિયન” પછી અલ્પવિરામ છે. પછીની હરોળમાં 432, જમણી તરફનું તીર અને “ચારસો બત્રીસ મિલિયન” પછી અલ્પવિરામ છે. પછીની હરોળમાં “098”, જમણી તરફનું તીર અને “અઠ્ઠાણું હજાર” પછી અલ્પવિરામ છે. સૌથી નીચે 710, જમણી તરફનું તીર અને “સાતસો દસ” લખ્યું છે.
69	ગાળાઓને અલગ પાડવા અલ્પવિરામ મૂકો.
70	તેથી,
71	ને શબ્દોમાં આઠ ટ્રિલિયન, એકસો પાંસઠ બિલિયન, ચારસો બત્રીસ મિલિયન, અઠ્ઠાણું હજાર, સાતસો દસ લખીએ છીએ.
72	આ સંખ્યા
73	શબ્દોમાં લખો.
74	નવ ટ્રિલિયન, બસો અઠ્ઠાવન બિલિયન, એકસો સાડત્રીસ મિલિયન, નવસો ચાર હજાર, એકસઠ
75	સત્તર ટ્રિલિયન, આઠસો ચોસઠ બિલિયન, ત્રણસો પચીસ મિલિયન, છસો ઓગણીસ હજાર, ચાર
76	હવે આપણે આ પ્રક્રિયા ઉલટી કરીશું અને સંખ્યાના શબ્દરૂપ પરથી અંકો લખીશું. સંખ્યાને અંકોમાં લખવા પહેલાં ગાળા સૂચવતા શબ્દો શોધીએ છીએ. જરૂરી દરેક ગાળા માટે ત્રણ ખાલી જગ્યાઓ દોરવાથી મદદ મળે છે. પછી તેમાં અંકો ભરીએ છીએ અને ગાળાઓને અલ્પવિરામથી અલગ પાડીએ છીએ.
77	પૂર્ણ સંખ્યાને અંકોમાં લખો.
78	ગાળા સૂચવતા શબ્દો ઓળખો. (યાદ રાખો, એકમના ગાળાનું નામ ક્યારેય લખાતું નથી.)
79	દરેક ગાળામાં જરૂરી સ્થાનો બતાવવા ત્રણ ખાલી જગ્યાઓ દોરો. ગાળાઓને અલ્પવિરામથી અલગ પાડો.
80	દરેક ગાળાની સંખ્યા વાંચો અને અંકોને તેમની યોગ્ય સ્થાનકિંમતના સ્થાને મૂકો.
81	આ સંખ્યા લખો:
82	નવ બિલિયન, બસો છેતાલીસ મિલિયન, તોતેર હજાર, એકસો નેવ્યાસી
83	—પૂર્ણ સંખ્યા તરીકે અંકોમાં.
84	ગાળા સૂચવતા શબ્દો ઓળખો.
85	પહેલા ગાળા સિવાય બીજા દરેક ગાળામાં ત્રણ સ્થાનો હોવાં જોઈએ. દરેક ગાળામાં જરૂરી સ્થાનો બતાવવા ત્રણ ખાલી જગ્યાઓ દોરો. ગાળાઓને અલ્પવિરામથી અલગ પાડો.
86	પછી દરેક ગાળામાં અંકો લખો.
87	આકૃતિમાં શબ્દોથી અંકો તરફ ચાર ગાળાનું વિભાજન છે. ઉપર ગાળાનાં નામ “બિલિયન”, “મિલિયન”, “હજાર” અને “એકમ” છે. તેમની નીચે અનુક્રમે “નવ”, “બસો છેતાલીસ”, “તોતેર” અને “એકસો નેવ્યાસી” શબ્દસમૂહ છે. દરેક ગાળા માટે ત્રણ અંકનાં સ્થાન છે; પહેલા ગાળામાં શરૂઆતનાં બે સ્થાન ખાલી છે અને નીચે 9 છે, પછીનાં ગાળામાં 246, 073 અને 189 છે. દરેક શબ્દસમૂહમાંથી તેના અંકગાળા તરફ નીચે તીર છે. અંકગાળા જોડતાં 9,246,073,189 મળે છે.
88	સંખ્યા 9,246,073,189 છે.
89	બે બિલિયન, ચારસો છાસઠ મિલિયન, સાતસો ચૌદ હજાર, એકાવન સંખ્યાને પૂર્ણ સંખ્યા તરીકે અંકોમાં લખો.
90	અગિયાર બિલિયન, નવસો એકવીસ મિલિયન, આઠસો ત્રીસ હજાર, એકસો છ સંખ્યાને પૂર્ણ સંખ્યા તરીકે અંકોમાં લખો.
91	2013માં યુ.એસ. સેન્સસ બ્યુરોએ ન્યૂયૉર્ક રાજ્યની વસ્તી 19,651,127 હોવાનો અંદાજ આપ્યો હતો. આપણે કહી શકીએ કે ન્યૂયૉર્કની વસ્તી આશરે 20 મિલિયન હતી. ઘણી વાર ચોક્કસ મૂલ્ય જરૂરી નથી હોતું; આશરે સંખ્યા પૂરતી હોય છે.
92	સંખ્યાનું આશરે મૂલ્ય કાઢવાની પ્રક્રિયાને કહે છે
93	આસન્ન મૂલ્ય કાઢવું (ગોળ કરવું)
94	. કેટલી ચોકસાઈ જરૂરી છે તેના આધારે ચોક્કસ સ્થાનકિંમત સુધી સંખ્યાનું આસન્ન મૂલ્ય કાઢીએ છીએ. ન્યૂયૉર્કની વસ્તી આશરે 20 મિલિયન છે એમ કહીએ ત્યારે તેનો અર્થ એ થાય છે કે આપણે મિલિયનના સ્થાન સુધી આસન્ન મૂલ્ય કાઢ્યું છે.
95	પૂર્ણ સંખ્યાઓને ગોળ કરી આસન્ન મૂલ્ય કેવી રીતે કાઢવું
96	23,658ને નજીકના સો સુધી આશરે લખો.
97	આ કોષ્ટકમાં ત્રણ સ્તંભ અને ચાર હરોળ છે. પહેલો સ્તંભ મથાળાનો છે; તેમાં દરેક પગલાનું નામ અને ક્રમ છે. બીજા સ્તંભમાં વધુ સૂચનાઓ છે. ત્રીજા સ્તંભમાં તે પગલાં અને સૂચનાઓને અનુરૂપ સંખ્યાઓ છે. ઉપરની હરોળના પહેલા ખાનામાં લખ્યું છે: “પગલું 1. આપેલી સ્થાનકિંમત તીરથી દર્શાવો. તેની ડાબેના બધા અંકો બદલાતા નથી.” બીજા ખાનામાં લખ્યું છે: “23,658માં સોનું સ્થાન શોધો.” ત્રીજા ખાનામાં 23,658માં અંક 6 તરફ તીર ચીંધે છે અને “સોનું સ્થાન” લખ્યું છે.
98	પછીની હરોળના પહેલા ખાનામાં લખ્યું છે: “પગલું 2. આપેલી સ્થાનકિંમતની તરત જમણેના અંક નીચે લીટી દોરો.” બીજા ખાનામાં લખ્યું છે: “સોના સ્થાનની જમણેના 5 નીચે લીટી દોરો.” ત્રીજા ખાનામાં ફરી 23,658 છે; અંક 6 તરફ એ જ તીર ચીંધે છે અને “સોનું સ્થાન” લખ્યું છે. અહીં 5 નીચે લીટી પણ દોરી છે.
99	પછીની હરોળના પહેલા ખાનામાં લખ્યું છે: “પગલું 3. શું આ અંક 5 કરતાં મોટો અથવા તેની બરાબર છે? હા—આપેલી સ્થાનકિંમતના અંકમાં 1 ઉમેરો. ના—આપેલી સ્થાનકિંમતનો અંક બદલશો નહીં.” બીજા ખાનામાં લખ્યું છે: “સોના સ્થાનેના 6માં 1 ઉમેરો, કારણ કે 5 એ 5 કરતાં મોટો અથવા તેની બરાબર છે.” ત્રીજા ખાનામાં ફરી 23,658 છે; અંક 6 તરફ તીર ચીંધે છે અને “1 ઉમેરો” લખ્યું છે. મૂળ ચિત્રવર્ણનથી વિપરીત, આ તબક્કે 58ની નીચે કૌંસ કે “0 મૂકો” સૂચના નથી.
100	છેલ્લી હરોળના પહેલા ખાનામાં લખ્યું છે: “પગલું 4. આપેલી સ્થાનકિંમતની જમણેના બધા અંકોની જગ્યાએ શૂન્ય મૂકો. એટલે સૌથી નજીકના સોમાં ફેરવતાં 23,700 મળે છે.” બીજા ખાનામાં લખ્યું છે: “સોના સ્થાનની જમણેના બધા અંકોની જગ્યાએ શૂન્ય મૂકો.” ત્રીજા ખાનામાં વચ્ચેનું 23,758 બતાવ્યું છે; 58ની નીચે કૌંસ છે અને “0 મૂકો” લખ્યું છે. નીચેનું વાક્ય આખરી પરિણામ 23,700 આપે છે. મૂળ ચિત્રવર્ણન વચ્ચેનું 23,758 છોડીને જાણે ચિત્રમાં 23,700 જ હોય એમ કહે છે.
101	નજીકના સો સુધી આશરે લખો:
102	પૂર્ણ સંખ્યાઓનું આસન્ન મૂલ્ય કાઢો.
103	આપેલી સ્થાનકિંમત શોધો અને તીરથી દર્શાવો. તીરની ડાબેના બધા અંકો બદલાતા નથી.
104	આપેલી સ્થાનકિંમતની તરત જમણેના અંક નીચે લીટી દોરો.
105	શું આ અંક 5 કરતાં મોટો અથવા તેની બરાબર છે?
106	હા—ઉમેરો
107	આપેલી સ્થાનકિંમતના અંકમાં.
108	ના—આપેલી સ્થાનકિંમતનો અંક
109	નહીં
110	બદલો.
111	આપેલી સ્થાનકિંમતની જમણેના બધા અંકોની જગ્યાએ શૂન્ય મૂકો.
112	આ સંખ્યાનું આસન્ન મૂલ્ય કાઢો:
113	—નજીકના:
114	સો
115	હજાર
116	દસ હજાર
117	103,978માં સોનું સ્થાન શોધો.
118	103,978માં અંક 9 તરફ તીર ચીંધે છે અને તે સોના સ્થાને છે એમ દર્શાવે છે.
119	સોના સ્થાનની તરત જમણેના અંક નીચે લીટી દોરો.
120	103,978માં અંક “9” તરફ તીર ચીંધે છે અને તે સોના સ્થાને છે એમ દર્શાવે છે; તેની જમણેના 7 નીચે લીટી દોરેલી છે.
121	7 એ 5 કરતાં મોટો અથવા તેની બરાબર હોવાથી 9માં 1 ઉમેરો. સોના સ્થાનની જમણેના બધા અંકોની જગ્યાએ શૂન્ય મૂકો.
122	મૂળ વર્ણન મુજબ આ ચિત્ર 103,978ને નજીકના હજાર સુધી આશરે લખવાની પ્રક્રિયા બતાવે છે: સોના સ્થાનનો અંક (9) એ 5 કે તેથી મોટો હોવાથી હજારના સ્થાનના અંકમાં 1 ઉમેરો (3માંથી 4 થાય છે) અને જમણેના બધા અંકોની જગ્યાએ શૂન્ય મૂકો; પરિણામ 104,000 મળે છે. નોંધ: આ ચિત્રનો અહીંનો પ્રશ્ન નજીકના સો સુધીનું આસન્ન મૂલ્ય માંગે છે; બંને કિસ્સામાં પરિણામ સમાન છે.
123	તેથી 103,978નું નજીકના સો સુધીનું આસન્ન મૂલ્ય 104,000 છે.
124	હજારનું સ્થાન શોધો અને તેની તરત જમણેના અંક નીચે લીટી દોરો.
125	103,978માં અંક “3” તરફ તીર ચીંધે છે અને “હજારનું સ્થાન” દર્શાવે છે; તેની જમણેના 9 નીચે લીટી દોરેલી છે. મૂળ ચિત્રવર્ણન ભૂલથી 3 નીચે લીટી હોવાનું કહે છે.
126	9 એ 5 કરતાં મોટો અથવા તેની બરાબર હોવાથી 3માં 1 ઉમેરો. સોના સ્થાનની જમણેના બધા અંકોની જગ્યાએ શૂન્ય મૂકો.
127	103,978નું નજીકના હજાર સુધીનું આસન્ન મૂલ્ય: “3”માંથી “4” થાય છે (કારણ કે “9” એ 5 કરતાં મોટો અથવા તેની બરાબર છે), અને “978”ની જગ્યાએ “000” મૂકતાં 104,000 મળે છે.
128	તેથી 103,978નું નજીકના હજાર સુધીનું આસન્ન મૂલ્ય 104,000 છે.
129	દસ હજારનું સ્થાન શોધો અને તેની તરત જમણેના અંક નીચે લીટી દોરો.
130	સ્થાનકિંમત દર્શાવતા ચિત્રમાં “દસ હજારનું સ્થાન” લખેલું છે. આછા વાદળી રંગનું તીર નીચે 103,978માં 0 તરફ ચીંધે છે; તે દસ હજારના સ્થાનનો અંક છે. તેની જમણેના 3 નીચે લીટી દોરેલી છે.
131	3 એ 5 કરતાં નાનો હોવાથી 0 બદલતા નથી. પછી તેની જમણેના અંકોની જગ્યાએ શૂન્ય મૂકીએ છીએ.
132	સાદી સફેદ પૃષ્ઠભૂમિ પર 100,000 સંખ્યા લખેલી છે.
133	તેથી 103,978નું નજીકના દસ હજાર સુધીનું આસન્ન મૂલ્ય 100,000 છે.
134	206,981નું નીચેના નજીકના સ્થાન સુધી આસન્ન મૂલ્ય કાઢો:
135	દસ હજાર.
136	784,951નું નીચેના નજીકના સ્થાન સુધી આસન્ન મૂલ્ય કાઢો:
137	બીજગણિતમાં, જે સંખ્યાનું મૂલ્ય બદલાઈ શકે અથવા અજ્ઞાત હોય તેને દર્શાવવા મૂળાક્ષરનો ઉપયોગ કરીએ છીએ. સામાન્ય રીતે વપરાતા સંકેતો છે:
138	a
139	b
140	c
141	m
142	n
143	x
144	, અને
145	y
146	. આ વિભાગમાં આગળ અચળ અને ચલ વિશે વધુ ચર્ચા છે.
147	અવયવીઓ ઓળખો અને વિભાજ્યતાની કસોટીઓ લાગુ કરો
148	2, 4, 6, 8, 10 અને 12 સંખ્યાઓને 2ના
149	અવયવીઓ
150	કહે છે. 2નો અવયવી લખી શકાય છે આ રીતે: 2 અને ગણતરીની કોઈ સંખ્યાનો
151	ગુણાકાર
152	.
153	આકૃતિમાં સંખ્યાઓની બે હરોળ છે. ઉપરની હરોળમાં “2, 4, 6, 8, 10, 12,” પછી લોપચિહ્ન છે. 2ની નીચે 2 ગુણ્યા 1, 4ની નીચે 2 ગુણ્યા 2, 6ની નીચે 2 ગુણ્યા 3, 8ની નીચે 2 ગુણ્યા 4, 10ની નીચે 2 ગુણ્યા 5 અને 12ની નીચે 2 ગુણ્યા 6 છે.
154	એ જ રીતે, 3નો અવયવી એ ગણતરીની કોઈ સંખ્યા અને 3નો ગુણાકાર છે.
155	આકૃતિમાં સંખ્યાઓની બે હરોળ છે. ઉપરની હરોળમાં “3, 6, 9, 12, 15, 18,” પછી લોપચિહ્ન છે. 3ની નીચે 3 ગુણ્યા 1, 6ની નીચે 3 ગુણ્યા 2, 9ની નીચે 3 ગુણ્યા 3, 12ની નીચે 3 ગુણ્યા 4, 15ની નીચે 3 ગુણ્યા 5 અને 18ની નીચે 3 ગુણ્યા 6 છે.
156	આ પ્રક્રિયા ચાલુ રાખીને કોઈ પણ સંખ્યાના અવયવીઓ શોધી શકીએ છીએ.
157	વસ્તુઓની મદદથી ગણિત શીખવાની “અવયવીઓ” પ્રવૃત્તિ કરવાથી અવયવીઓ વધુ સારી રીતે સમજાશે.
158	માં ગણતરીની પહેલી 12 સંખ્યાઓ માટે 2થી 9ના અવયવીઓ બતાવ્યા છે.
159	ગણતરીની સંખ્યા
160	2ના અવયવીઓ
161	3ના અવયવીઓ
162	4ના અવયવીઓ
163	5ના અવયવીઓ
164	6ના અવયવીઓ
165	7ના અવયવીઓ
166	8ના અવયવીઓ
167	9ના અવયવીઓ
168	10ના અવયવીઓ
169	સંખ્યાનો અવયવી
170	કોઈ સંખ્યા
171	અવયવી
172	આ સંખ્યાનો:
173	હોય, જો તે ગણતરીની કોઈ સંખ્યા અને નીચેની સંખ્યાનો ગુણાકાર હોય:
174	15 એ 3નો અવયવી છે એમ કહેવાની બીજી રીત છે કે 15 એ 3 વડે
175	વિભાજ્ય
176	છે. તેનો અર્થ એ છે કે 15ને 3 વડે ભાગતાં ગણતરીની સંખ્યા મળે છે. ખરેખર,
177	નું મૂલ્ય 5 છે, તેથી 15 બરાબર છે
178	સંખ્યા વડે વિભાજ્ય
179	જો સંખ્યા
180	આ સંખ્યાનો અવયવી હોય:
181	, તો
182	એ
183	છે આ સંખ્યા વડે:
184	5ના અવયવીઓ જુઓ:
185	. તે બધાના અંતે 5 કે 0 છે. છેલ્લા અંક તરીકે 5 કે 0 ધરાવતી સંખ્યાઓ 5 વડે વિભાજ્ય છે. 2થી 9 સુધીની સંખ્યાઓના અવયવીઓની બીજી તરાહો જુઓ:
186	. તેનાથી નીચેની વિભાજ્યતાની કસોટીઓ શોધી શકીએ છીએ:
187	વિભાજ્યતાની કસોટીઓ
188	સંખ્યા નીચે મુજબ વિભાજ્ય છે:
189	2 વડે, જો છેલ્લો અંક 0, 2, 4, 6 કે 8 હોય.
190	3 વડે, જો તેના અંકોનો સરવાળો 3 વડે વિભાજ્ય હોય.
191	5 વડે, જો છેલ્લો અંક 5 કે 0 હોય.
192	6 વડે, જો સંખ્યા 2 અને 3 બંને વડે વિભાજ્ય હોય.
193	10 વડે, જો તેના અંતે 0 હોય.
194	શું 5,625 એ 2 વડે વિભાજ્ય છે? 3 વડે? 5 વડે? 6 વડે? 10 વડે?
195	આ કોષ્ટક 5,625 માટે 2, 3, 5, 10 અને 6 વડે વિભાજ્યતાના નિયમો બતાવે છે. તેમાં દરેક કસોટીની શરતો, પગલાં અને પરિણામ આપ્યાં છે.
196	શું 5,625 એ 2 વડે વિભાજ્ય છે?
197	શું તેના અંતે 0, 2, 4, 6 કે 8 છે?
198	ના.
199	5,625 એ 2 વડે વિભાજ્ય નથી.
200	શું 5,625 એ 3 વડે વિભાજ્ય છે?
201	તેના અંકોનો સરવાળો કેટલો છે?
202	શું સરવાળો 3 વડે વિભાજ્ય છે?
203	હા. 5,625 એ 3 વડે વિભાજ્ય છે.
204	શું 5,625 એ 5 કે 10 વડે વિભાજ્ય છે?
205	છેલ્લો અંક કયો છે? તે 5 છે.
206	5,625 એ 5 વડે વિભાજ્ય છે, પરંતુ 10 વડે નથી.
207	શું 5,625 એ 6 વડે વિભાજ્ય છે?
208	શું તે 2 અને 3 બંને વડે વિભાજ્ય છે?
209	ના, 5,625 એ 2 વડે વિભાજ્ય નથી, તેથી 5,625 એ 6 વડે પણ વિભાજ્ય નથી.
210	4,962 એ 2, 3, 5, 6 અને 10 વડે વિભાજ્ય છે કે નહીં તે નક્કી કરો.
211	2, 3 અને 6 વડે
212	3,765 એ 2, 3, 5, 6 અને 10 વડે વિભાજ્ય છે કે નહીં તે નક્કી કરો.
213	3 અને 5 વડે
214	અવિભાજ્ય અવયવીકરણ અને લઘુત્તમ સામાન્ય અવયવી શોધો
215	ગણિતમાં એક જ વિચાર રજૂ કરવાની ઘણી રીતો હોય છે. અત્યાર સુધી આપણે જોયું કે જો
216	હોય, તો કહી શકીએ કે
