"source_id","source_domain","used_in_table2","used_in_top100","table2_intervention_ids","top100_intervention_ids","title","corporate_author_or_institution","registered_date_or_year","accessed_date","source_type","authority_level_or_tier","territory","measure_or_exact_evidence","source_locator","url","local_witness_workspace_relative","registered_bytes","recomputed_bytes","bytes_status","registered_sha256","recomputed_sha256","hash_status","apa_date_rendered","apa_authorship_basis","apa_reference_draft","manuscript_source_note","limitations"
"ASSEC-S007","population_authority","true","true","NAT-028","NAT-028","Consonants vowels and tones across Vietnamese dialects","International Journal of Speech-Language Pathology; PubMed record by U.S. National Library of Medicine","2016; estimate vintage not stated","2026-08-25","peer-reviewed scholarly secondary estimate","2","Vietnam","Published lower-bound statement that Vietnamese is spoken by over 89 million people in Vietnam","PMID 27172848; AbstractText label PURPOSE first sentence; volume 18 issue 2 pages 122-134; DOI 10.3109/17549507.2015.1101162","https://pubmed.ncbi.nlm.nih.gov/27172848/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/asia_secondary_estimates/sources/pubmed_27172848.xml","5788","5788","PASS","3EA83AEB6EA38206248F82D6F5EE2418C704C686AFC8535CF4C2780C00900ACD","3EA83AEB6EA38206248F82D6F5EE2418C704C686AFC8535CF4C2780C00900ACD","PASS","n.d.","named authors, journal, volume, issue, pages, and DOI read from the hash-verified local PubMed XML witness","Phạm, B., & McLeod, S. (2016). Consonants, vowels and tones across Vietnamese dialects. *International Journal of Speech-Language Pathology, 18*(2), 122–134. https://doi.org/10.3109/17549507.2015.1101162","ASSEC-S007 supplies Published lower-bound statement that Vietnamese is spoken by over 89 million people in Vietnam for Vietnam. Registered locator: PMID 27172848; AbstractText label PURPOSE first sentence; volume 18 issue 2 pages 122-134; DOI 10.3109/17549507.2015.1101162. Registered temporal field: 2016; estimate vintage not stated. Caveat: Rounded lower bound rather than a point estimate; L1 versus L2 and source year of the population estimate are not stated. The article is about dialect phonetics rather than population estimation.","Rounded lower bound rather than a point estimate; L1 versus L2 and source year of the population estimate are not stated. The article is about dialect phonetics rather than population estimation."
"ASSEC-S008","population_authority","true","true","NAT-034;NAT-035;NAT-036;NAT-037","NAT-034;NAT-035;NAT-036;NAT-037","CLEAR Global Language Use Data Platform Philippines national API snapshot","CLEAR Global; underlying source IPUMS International Philippines Census 2010 extract","2010-12-31","2026-08-25","curated authoritative secondary API from weighted census microdata","2","Philippines","Weighted persons by normalized main language at national aggregation level zero","JSON data rows Cebuano cebu1242; Iloko ilok1237; Hiligaynon hili1240; Waray (Philippines) wara1300; fields individuals_value_weighted and reliability_score","https://ludp.clearglobal.org/public/location/PHL/?aggregation=0&fields=proportion_value,language_rank,language_name,language_code,location_name,location_code,location_level,dataset_name,url,source,datetime_published,reliability_score,individuals_value_weighted&page_size=500","01_methodology/research_department/ai_compute_educational_access_20260825/staging/asia_secondary_estimates/sources/clear_ludp_phl_national_2010.json","54147","54147","PASS","B51008415BC8F36F8FD664C5D00A64F2DD0365F3E963FD3930AAA2540452CFB8","B51008415BC8F36F8FD664C5D00A64F2DD0365F3E963FD3930AAA2540452CFB8","PASS","2010, December 31","CLEAR Global selected from the registered compound authority as the API platform/corporate author; underlying IPUMS Census 2010 provenance remains in the source note","CLEAR Global. (2010). *CLEAR Global Language Use Data Platform Philippines national API snapshot* [Weighted census-microdata API]. https://ludp.clearglobal.org/public/location/PHL/?aggregation=0&fields=proportion_value,language_rank,language_name,language_code,location_name,location_code,location_level,dataset_name,url,source,datetime_published,reliability_score,individuals_value_weighted&page_size=500","ASSEC-S008 supplies Weighted persons by normalized main language at national aggregation level zero for Philippines. Registered locator: JSON data rows Cebuano cebu1242; Iloko ilok1237; Hiligaynon hili1240; Waray (Philippines) wara1300; fields individuals_value_weighted and reliability_score. Registered temporal field: 2010-12-31. Caveat: Exact API point values are weighted estimates, not exact headcounts; no variance or confidence interval is exposed. The platform normalizes the metric as main language. API content is mutable, so the local byte witness is controlling.","Exact API point values are weighted estimates, not exact headcounts; no variance or confidence interval is exposed. The platform normalizes the metric as main language. API content is mutable, so the local byte witness is controlling."
"ASSEC-S018","population_authority","true","true","EXP-001;NAT-058","EXP-001;NAT-058","Transparent Afghanistan Dari and Pashto person-count derivation","Arithmetic derivation from ASSEC-S015 through ASSEC-S017","2020","2026-08-25","transparent secondary derivation witness","2","Afghanistan","Nearest-person product of World Bank 2020 population and CIA 2020 total-speaker shares, with official report semantic check","afghanistan_language_derivation.md formulas for Dari and Pashto","https://web.archive.org/web/20230102023706id_/https://www.cia.gov/the-world-factbook/countries/afghanistan/","01_methodology/research_department/ai_compute_educational_access_20260825/staging/asia_secondary_estimates/sources/afghanistan_language_derivation.md","1577","1577","PASS","C36F9F1EDF1F5BE55BEC4552F7960E3F7C99A639037C2816045245AC50F14D53","C36F9F1EDF1F5BE55BEC4552F7960E3F7C99A639037C2816045245AC50F14D53","PASS","2020","title-first reference because the register identifies an arithmetic derivation, not an author","*Transparent Afghanistan Dari and Pashto person-count derivation*. (2020). [transparent secondary derivation witness]. https://web.archive.org/web/20230102023706id_/https://www.cia.gov/the-world-factbook/countries/afghanistan/","ASSEC-S018 supplies Nearest-person product of World Bank 2020 population and CIA 2020 total-speaker shares, with official report semantic check for Afghanistan. Registered locator: afghanistan_language_derivation.md formulas for Dari and Pashto. Registered temporal field: 2020. Caveat: Derived point counts inherit the source shares' unknown rounding and uncertainty. No numerical low/high interval is invented. Dari and Pashto totals overlap and must never be summed; displaced cohorts outside Afghanistan are excluded.","Derived point counts inherit the source shares' unknown rounding and uncertainty. No numerical low/high interval is invented. Dari and Pashto totals overlap and must never be summed; displaced cohorts outside Afghanistan are excluded."
"GRG-S001","population_authority","true","true","OBS-GRG-US-001;OBS-GRG-US-002;OBS-GRG-US-003;OBS-GRG-US-005;OBS-GRG-US-006;OBS-GRG-US-007;OBS-GRG-US-008;OBS-GRG-US-009;OBS-GRG-US-010;OBS-GRG-US-011;OBS-GRG-US-013;OBS-GRG-US-014;OBS-GRG-US-015;OBS-GRG-US-016;OBS-GRG-US-017;OBS-GRG-US-018;OBS-GRG-US-019;OBS-GRG-US-020;OBS-GRG-US-021;OBS-GRG-US-022;OBS-GRG-US-023;OBS-GRG-US-024;OBS-GRG-US-025;OBS-GRG-US-026;OBS-GRG-US-028;OBS-GRG-US-029;OBS-GRG-US-030;OBS-GRG-US-031;OBS-GRG-US-032;OBS-GRG-US-033;OBS-GRG-US-034;OBS-GRG-US-035","OBS-GRG-US-001;OBS-GRG-US-003;OBS-GRG-US-017;OBS-GRG-US-018;OBS-GRG-US-023;OBS-GRG-US-025;OBS-GRG-US-026;OBS-GRG-US-029;OBS-GRG-US-030","Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021","U.S. Census Bureau","2017-2021","2026-08-25","official ACS five-year detailed-language tabulation","1","United States","Estimated persons age 5 years and over speaking the named language at home with published 90 percent margin of error","Nation worksheet; selected indented child rows 11, 22, 24, 231, 233-234, 237-239, 246-247, 255, 260, 272, 458, 462, 473-474, 487-488, 492, 508, 510-511, 520, 522, 527, 529, 535, 538, 547-548, 552, 554, 564; notes rows 575-581","https://www2.census.gov/programs-surveys/demo/tables/language-use/2017/2017-2021-acs-lang-tables-nation.xlsx","01_methodology/research_department/ai_compute_educational_access_20260825/staging/global_residual_gaps/sources/US_Census_ACS_2017_2021_detailed_languages.xlsx","37971","37971","PASS","724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533","724E415C533B268820367A85739F76F4EC4CCC881A19C9C52C908E447D1C2533","PASS","n.d.","registered authority used as corporate author","U.S. Census Bureau. (n.d.). *Detailed Languages Spoken at Home and Ability to Speak English for the Population 5 Years and Over in the United States: 2017-2021* [official ACS five-year detailed-language tabulation]. Retrieved August 25, 2026, from https://www2.census.gov/programs-surveys/demo/tables/language-use/2017/2017-2021-acs-lang-tables-nation.xlsx","GRG-S001 supplies Estimated persons age 5 years and over speaking the named language at home with published 90 percent margin of error for United States. Registered locator: Nation worksheet; selected indented child rows 11, 22, 24, 231, 233-234, 237-239, 246-247, 255, 260, 272, 458, 462, 473-474, 487-488, 492, 508, 510-511, 520, 522, 527, 529, 535, 538, 547-548, 552, 554, 564; notes rows 575-581. Registered temporal field: 2017-2021. Caveat: Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding.","Sample estimates, not enumerated counts. Universe is age 5 and over and the measure is language spoken at home, not mother tongue or educational access. Parent language-family rows overlap child rows and were excluded. Published margins of error are 90 percent intervals; nonsampling error is not included. Detailed estimates may not sum to aggregates because of rounding."
"GRG-S002","population_authority","true","false","OBS-GRG-AU-001;OBS-GRG-AU-002;OBS-GRG-AU-003;OBS-GRG-AU-004;OBS-GRG-AU-005","","2021 Lingiari, Census All persons QuickStats","Australian Bureau of Statistics","2021","2026-08-25","official national census QuickStats","1","Australia","Persons reporting the named main language used at home in the national Australia comparison column","Language used at home, top responses other than English; Australia column; Kriol, Djambarrpuyngu, Warlpiri, Murrinh Patha and Alyawarr rows","https://www.abs.gov.au/census/find-census-data/quickstats/2021/CED701","01_methodology/research_department/ai_compute_educational_access_20260825/staging/global_residual_gaps/sources/ABS_QuickStats_2021_CED701_Lingiari.html","190148","190148","PASS","F105D980714B0929937CDD5EBAE524D382070088AA17148487FC1A07824D28C6","F105D980714B0929937CDD5EBAE524D382070088AA17148487FC1A07824D28C6","PASS","2021","registered authority used as corporate author","Australian Bureau of Statistics. (2021). *2021 Lingiari, Census All persons QuickStats* [official national census QuickStats]. https://www.abs.gov.au/census/find-census-data/quickstats/2021/CED701","GRG-S002 supplies Persons reporting the named main language used at home in the national Australia comparison column for Australia. Registered locator: Language used at home, top responses other than English; Australia column; Kriol, Djambarrpuyngu, Warlpiri, Murrinh Patha and Alyawarr rows. Registered temporal field: 2021. Caveat: National values are the Australia comparison column, not the Lingiari local counts. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.","National values are the Australia comparison column, not the Lingiari local counts. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure."
"GRG-S003","population_authority","true","false","OBS-GRG-AU-006","","2021 Alice Springs, Census All persons QuickStats","Australian Bureau of Statistics","2021","2026-08-25","official national census QuickStats","1","Australia","Persons reporting the named main language used at home in the national Australia comparison column","Language used at home, top responses other than English; Australia column; Pitjantjatjara row","https://www.abs.gov.au/census/find-census-data/quickstats/2021/70201","01_methodology/research_department/ai_compute_educational_access_20260825/staging/global_residual_gaps/sources/ABS_QuickStats_2021_70201_Alice_Springs.html","190687","190687","PASS","F10C4303A4074CB3340B87F84CBE7840302E01439D64C17FBA0D333FDC8DBA98","F10C4303A4074CB3340B87F84CBE7840302E01439D64C17FBA0D333FDC8DBA98","PASS","2021","registered authority used as corporate author","Australian Bureau of Statistics. (2021). *2021 Alice Springs, Census All persons QuickStats* [official national census QuickStats]. https://www.abs.gov.au/census/find-census-data/quickstats/2021/70201","GRG-S003 supplies Persons reporting the named main language used at home in the national Australia comparison column for Australia. Registered locator: Language used at home, top responses other than English; Australia column; Pitjantjatjara row. Registered temporal field: 2021. Caveat: National value is the Australia comparison column, not the Alice Springs local count. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.","National value is the Australia comparison column, not the Alice Springs local count. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure."
"GRG-S004","population_authority","true","false","OBS-GRG-AU-007;OBS-GRG-AU-008;OBS-GRG-AU-009","","2021 Katherine, Census All persons QuickStats","Australian Bureau of Statistics","2021","2026-08-25","official national census QuickStats","1","Australia","Persons reporting the named main language used at home in the national Australia comparison column","Language used at home, top responses other than English; Australia column; Gurindji, Ngarinyman and Nunggubuyu rows","https://www.abs.gov.au/census/find-census-data/quickstats/2021/70205","01_methodology/research_department/ai_compute_educational_access_20260825/staging/global_residual_gaps/sources/ABS_QuickStats_2021_70205_Katherine.html","190125","190125","PASS","C94A5B835AE62F151DE8C91595158BA72C36888EEC7889977B813251C614DCED","C94A5B835AE62F151DE8C91595158BA72C36888EEC7889977B813251C614DCED","PASS","2021","registered authority used as corporate author","Australian Bureau of Statistics. (2021). *2021 Katherine, Census All persons QuickStats* [official national census QuickStats]. https://www.abs.gov.au/census/find-census-data/quickstats/2021/70205","GRG-S004 supplies Persons reporting the named main language used at home in the national Australia comparison column for Australia. Registered locator: Language used at home, top responses other than English; Australia column; Gurindji, Ngarinyman and Nunggubuyu rows. Registered temporal field: 2021. Caveat: National values are the Australia comparison column, not the Katherine local counts. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.","National values are the Australia comparison column, not the Katherine local counts. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure."
"GRG-S005","population_authority","true","false","OBS-GRG-AU-010","","2021 Barkly, Census All persons QuickStats","Australian Bureau of Statistics","2021","2026-08-25","official national census QuickStats","1","Australia","Persons reporting the named main language used at home in the national Australia comparison column","Language used at home, top responses other than English; Australia column; Warumungu row","https://www.abs.gov.au/census/find-census-data/quickstats/2021/70202","01_methodology/research_department/ai_compute_educational_access_20260825/staging/global_residual_gaps/sources/ABS_QuickStats_2021_70202_Barkly.html","189703","189703","PASS","8ED4EC8A7442BFBE2BB9D44A5779C0E40F44B9E18A59F17E857E90CEC7F97F89","8ED4EC8A7442BFBE2BB9D44A5779C0E40F44B9E18A59F17E857E90CEC7F97F89","PASS","2021","registered authority used as corporate author","Australian Bureau of Statistics. (2021). *2021 Barkly, Census All persons QuickStats* [official national census QuickStats]. https://www.abs.gov.au/census/find-census-data/quickstats/2021/70202","GRG-S005 supplies Persons reporting the named main language used at home in the national Australia comparison column for Australia. Registered locator: Language used at home, top responses other than English; Australia column; Warumungu row. Registered temporal field: 2021. Caveat: National value is the Australia comparison column, not the Barkly local count. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure.","National value is the Australia comparison column, not the Barkly local count. ABS applied small random changes to cells for privacy. Language used at home permits one main-language response and is not an L1 or educational-access measure."
"GRG-S006","population_authority","true","true","OBS-GRG-PL-002;OBS-GRG-PL-004;OBS-GRG-PL-007;OBS-GRG-PL-010","OBS-GRG-PL-002;OBS-GRG-PL-004;OBS-GRG-PL-007;OBS-GRG-PL-010","Size and demographic-social structure in the light of the 2021 Census results","Statistics Poland","2021-03-31","2026-08-25","official national census publication","1","Poland","Persons using the named language at home; respondents could indicate more than one language","Table 7.5, printed p. 120, PDF p. 122","https://stat.gov.pl/files/gfx/portalinformacyjny/en/defaultaktualnosci/3701/6/1/1/national_population_and_housing_census_2021_population_2.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/global_residual_gaps/sources/Poland_NSP_2021_population_demographic_social_structure.pdf","20165596","20165596","PASS","F410C5BDB49B71C3F4A0785F750D4944537F822B3CC679C4B38A181CE2713CBC","F410C5BDB49B71C3F4A0785F750D4944537F822B3CC679C4B38A181CE2713CBC","PASS","2021, March 31","registered authority used as corporate author","Statistics Poland. (2021, March 31). *Size and demographic-social structure in the light of the 2021 Census results* [official national census publication]. https://stat.gov.pl/files/gfx/portalinformacyjny/en/defaultaktualnosci/3701/6/1/1/national_population_and_housing_census_2021_population_2.pdf","GRG-S006 supplies Persons using the named language at home; respondents could indicate more than one language for Poland. Registered locator: Table 7.5, printed p. 120, PDF p. 122. Registered temporal field: 2021-03-31. Caveat: Multiple language responses were allowed, so rows overlap and must not be summed. The table measures language used at home, not L1 or academic-language comfort. Official bilingual labels are retained exactly. The population source does not report scripts or orthographies.","Multiple language responses were allowed, so rows overlap and must not be summed. The table measures language used at home, not L1 or academic-language comfort. Official bilingual labels are retained exactly. The population source does not report scripts or orthographies."
"PM-S001","population_authority","true","true","EXP-004;NAT-002;NAT-003;NAT-004;NAT-006;NAT-007;NAT-008;NAT-009;NAT-010;NAT-011;NAT-013;NAT-014","EXP-004;NAT-002;NAT-003;NAT-004;NAT-006;NAT-007;NAT-008;NAT-009;NAT-010;NAT-011;NAT-013;NAT-014","C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011","Office of the Registrar General & Census Commissioner, India","2011","2026-08-25","official census table","1","India","Persons returned under each census language or mother-tongue category","Statement 1, printed pp. 5-12; Part A scheduled-language totals and named mother-tongue components","https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/population_matrix/sources/India_C16_2011_statement.pdf","","967389","NOT_REGISTERED_RECOMPUTED","2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3","2AAC967E452FC6AF7768A1266E8F88BBD031B61C62383EBDA6B16C8E633B40F3","PASS","2011","registered authority used as corporate author","Office of the Registrar General & Census Commissioner, India. (2011). *C-16 Population by Mother Tongue, Statement 1: Abstract of Speakers' Strength of Languages and Mother Tongues, Census of India 2011* [official census table]. https://censusindia.gov.in/nada/index.php/catalog/42458/download/46089/C-16_25062018.pdf","PM-S001 supplies Persons returned under each census language or mother-tongue category for India. Registered locator: Statement 1, printed pp. 5-12; Part A scheduled-language totals and named mother-tongue components. Registered temporal field: 2011. Caveat: Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates.","Census language categories can aggregate distinct mother tongues; Hindi parent total overlaps its listed child categories and must not be summed with them. Counts are 2011 observations, not current estimates."
"PM-S003","population_authority","true","true","NAT-012;NAT-015;NAT-018;NAT-019;NAT-021","NAT-012;NAT-015;NAT-018;NAT-019;NAT-021","Table 11: Population by Mother Tongue, Sex and Rural/Urban, Census 2023","Pakistan Bureau of Statistics","2023","2026-08-25","official census table","1","Pakistan","All-localities all-sexes persons by reported mother tongue","Table 11, national row, PDF p. 1","https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/population_matrix/sources/Pakistan_2023_Table11.pdf","","128902","NOT_REGISTERED_RECOMPUTED","B74C5E37D943B28F625467FF3AF2AFD73F1EF79573169C9DDD026A2994D5C6F4","B74C5E37D943B28F625467FF3AF2AFD73F1EF79573169C9DDD026A2994D5C6F4","PASS","2023","registered authority used as corporate author","Pakistan Bureau of Statistics. (2023). *Table 11: Population by Mother Tongue, Sex and Rural/Urban, Census 2023* [official census table]. https://www.pbs.gov.pk/wp-content/uploads/census_tables/tables/table_11_national.pdf","PM-S003 supplies All-localities all-sexes persons by reported mother tongue for Pakistan. Registered locator: Table 11, national row, PDF p. 1. Registered temporal field: 2023. Caveat: Several labels are census aggregates (for example Pushto, Balochi, Kohistani); they are not automatically single edition targets.","Several labels are census aggregates (for example Pushto, Balochi, Kohistani); they are not automatically single edition targets."
"PM-S004","population_authority","true","true","NAT-022;NAT-023;NAT-024;NAT-026","NAT-022;NAT-023;NAT-024;NAT-026","Languages in Nepal: National Population and Housing Census 2021 Thematic Report","National Statistics Office, Nepal","2021","2026-08-25","official census thematic report","1","Nepal","Persons by reported mother tongue","Annex 1, printed pp. 123-126","https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/sources/Nepal_NPHC_2021_Language_in_Nepal.pdf","","9305311","NOT_REGISTERED_RECOMPUTED","1E41F6C52A47B93A88907007C13D2C38FDCA4303EAC203F8A5C5CF09C64086AF","1E41F6C52A47B93A88907007C13D2C38FDCA4303EAC203F8A5C5CF09C64086AF","PASS","2021","registered authority used as corporate author","National Statistics Office, Nepal. (2021). *Languages in Nepal: National Population and Housing Census 2021 Thematic Report* [official census thematic report]. https://censusnepal.cbs.gov.np/results/files/result-folder/Language%20in%20Nepal.pdf","PM-S004 supplies Persons by reported mother tongue for Nepal. Registered locator: Annex 1, printed pp. 123-126. Registered temporal field: 2021. Caveat: Some census labels aggregate varieties; the Sign Language entry is a census mother-tongue response category rather than a full sign-language-use census.","Some census labels aggregate varieties; the Sign Language entry is a census mother-tongue response category rather than a full sign-language-use census."
"PM-S005","population_authority","true","true","EXP-005;EXP-006;EXP-007;EXP-008;EXP-009;EXP-010;EXP-011;NAT-038;NAT-039","EXP-005;EXP-006;EXP-007;EXP-008;EXP-009;EXP-010;EXP-011;NAT-038;NAT-039","Kewarganegaraan, Suku Bangsa, Agama, dan Bahasa Sehari-hari Penduduk Indonesia: Hasil Sensus Penduduk 2010","BPS-Statistics Indonesia","2010","2026-08-25","official census publication","1","Indonesia","Population aged 5 and over by language used daily at home","Table L4.1, printed p. 47 (PDF p. 55)","https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html","","","","NO_WITNESS_REGISTERED","","","NO_WITNESS_REGISTERED","2010","registered authority used as corporate author","BPS-Statistics Indonesia. (2010). *Kewarganegaraan, Suku Bangsa, Agama, dan Bahasa Sehari-hari Penduduk Indonesia: Hasil Sensus Penduduk 2010* [official census publication]. https://www.bps.go.id/en/publication/2012/05/23/55eca38b7fe0830834605b35/nationality--ethnicity--religion--and-dailylanguage-of-indonesian-population.html","PM-S005 supplies Population aged 5 and over by language used daily at home for Indonesia. Registered locator: Table L4.1, printed p. 47 (PDF p. 55). Registered temporal field: 2010. Caveat: Home-use counts are not L1 totals. Several rows are broad language groups, including Batak and regional clusters; only individually named cells are retained here.","Home-use counts are not L1 totals. Several rows are broad language groups, including Batak and regional clusters; only individually named cells are retained here."
"PM-S007","population_authority","true","true","EXP-026;EXP-027;EXP-028","EXP-026;EXP-027;EXP-028","Peru: Perfil Sociodemográfico, Censos Nacionales 2017","Instituto Nacional de Estadística e Informática (INEI)","2017","2026-08-25","official census report","1","Peru","Census population aged 3 and over by language or mother tongue learned in childhood","Cuadro 4, printed p. 618, total column","https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1544/00TOMO_01.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/population_matrix/sources/Peru_2017_Language_Table.pdf","","13370453","NOT_REGISTERED_RECOMPUTED","899D64794B9CE1596F4CBB779B293C2D4D094E0368FABC6D9A14CC53CDCFBF53","899D64794B9CE1596F4CBB779B293C2D4D094E0368FABC6D9A14CC53CDCFBF53","PASS","2017","registered authority used as corporate author","Instituto Nacional de Estadística e Informática (INEI). (2017). *Peru: Perfil Sociodemográfico, Censos Nacionales 2017* [official census report]. https://www.inei.gob.pe/media/MenuRecursivo/publicaciones_digitales/Est/Lib1544/00TOMO_01.pdf","PM-S007 supplies Census population aged 3 and over by language or mother tongue learned in childhood for Peru. Registered locator: Cuadro 4, printed p. 618, total column. Registered temporal field: 2017. Caveat: Quechua and Aimara are aggregate census labels spanning varieties. The total column is used from a health-insurance cross-tabulation; it remains the national count for the stated age and language universe.","Quechua and Aimara are aggregate census labels spanning varieties. The total column is used from a health-insurance cross-tabulation; it remains the national count for the stated age and language universe."
"PM-S011","population_authority","true","true","EXP-030;NAT-075;NAT-076","EXP-030;NAT-075;NAT-076","Zimbabwe 2022 Population and Housing Census Report, Volume 1","Zimbabwe National Statistics Agency (ZIMSTAT)","2022","2026-08-25","official census report","1","Zimbabwe","Population by reported mother tongue","Table 2.17, printed p. 123","https://www.zimstat.co.zw/wp-content/uploads/Demography/Census/2022_PHC_Report_27012023_Final.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/sources/Zimbabwe_2022_PHC_Report.pdf","","11832961","NOT_REGISTERED_RECOMPUTED","BDEBD23BE87E1AA5C1EC73874EFF733A524A93BAD6FCCF7DA7E9C854666BB1ED","BDEBD23BE87E1AA5C1EC73874EFF733A524A93BAD6FCCF7DA7E9C854666BB1ED","PASS","2022","registered authority used as corporate author","Zimbabwe National Statistics Agency (ZIMSTAT). (2022). *Zimbabwe 2022 Population and Housing Census Report, Volume 1* [official census report]. https://www.zimstat.co.zw/wp-content/uploads/Demography/Census/2022_PHC_Report_27012023_Final.pdf","PM-S011 supplies Population by reported mother tongue for Zimbabwe. Registered locator: Table 2.17, printed p. 123. Registered temporal field: 2022. Caveat: Census labels do not resolve every dialect or orthographic choice. Sign Language is a census mother-tongue category, not a complete sign-language-use measure.","Census labels do not resolve every dialect or orthographic choice. Sign Language is a census mother-tongue category, not a complete sign-language-use measure."
"PM-S013","population_authority","true","true","EXP-029","EXP-029","2022 Housing and Population Census, Volume II: Demographic and Fertility Characteristics","Statistics Mauritius","2022","2026-08-25","official census report","1","Mauritius","Resident population by language usually spoken at home","Table D9, printed p. 165, Republic of Mauritius row","https://statsmauritius.govmu.org/Documents/Census_and_Surveys/Census2022/HPC_TR_Vol2_Demography_Yr22.pdf","01_methodology/research_department/ai_compute_educational_access_20260825/staging/population_matrix/sources/Mauritius_2022_HPC_Vol2.pdf","","3966585","NOT_REGISTERED_RECOMPUTED","F21D1DC6543694352C92ACC1E41D632C1AF7822C4A44D0D19122F6046BABE1D5","F21D1DC6543694352C92ACC1E41D632C1AF7822C4A44D0D19122F6046BABE1D5","PASS","2022","registered authority used as corporate author","Statistics Mauritius. (2022). *2022 Housing and Population Census, Volume II: Demographic and Fertility Characteristics* [official census report]. https://statsmauritius.govmu.org/Documents/Census_and_Surveys/Census2022/HPC_TR_Vol2_Demography_Yr22.pdf","PM-S013 supplies Resident population by language usually spoken at home for Mauritius. Registered locator: Table D9, printed p. 165, Republic of Mauritius row. Registered temporal field: 2022. Caveat: Chinese languages is an aggregate. Home language is not necessarily L1. The published table excludes Agalega and St Brandon as documented in the report.","Chinese languages is an aggregate. Home language is not necessarily L1. The published table excludes Agalega and St Brandon as documented in the report."
"PM-S014","population_authority","true","true","EXP-036;NAT-105","EXP-036;NAT-105","Place and ethnic group summaries: Total New Zealand population language comparator","Stats NZ","2023","2026-08-25","official census summary table","1","New Zealand","Persons who reported speaking each language; multiple-response census measure","Table 'Percentage of population that speak each language', Total New Zealand population, 2023 column","https://tools.summaries.stats.govt.nz/ethnic-group/pacific-peoples-not-elsewhere-classified","","","","NO_WITNESS_REGISTERED","","","NO_WITNESS_REGISTERED","2023","registered authority used as corporate author","Stats NZ. (2023). *Place and ethnic group summaries: Total New Zealand population language comparator* [official census summary table]. https://tools.summaries.stats.govt.nz/ethnic-group/pacific-peoples-not-elsewhere-classified","PM-S014 supplies Persons who reported speaking each language; multiple-response census measure for New Zealand. Registered locator: Table 'Percentage of population that speak each language', Total New Zealand population, 2023 column. Registered temporal field: 2023. Caveat: Multiple responses are permitted and figures use fixed random rounding; rows are not L1 counts and must not be summed. Northern Chinese is a census category, not a single unqualified language target.","Multiple responses are permitted and figures use fixed random rounding; rows are not L1 counts and must not be summed. Northern Chinese is a census category, not a single unqualified language target."
