intervention_id,target_name,target_profile,target_profile_ready,profile_tag_status,profile_resolution_status,profile_ranking_treatment,resolved_edition_name,territory,observation_id,source_population_low_reported,source_population_high_reported,population_interval_status,population_low,population_base,population_high,population_unit,population_measure,population_role,population_reference_year,population_source_id,population_source_locator,reach_band,content_deficit_FR2,comprehension_exact_target_conditional_on_standard_literacy,practical_access_low,practical_access_base,practical_access_high,practical_access_status,practical_access_source_id,academic_nonoverlap_low,academic_nonoverlap_base,academic_nonoverlap_high,academic_nonoverlap_status,academic_nonoverlap_source_id,marginal_access_low,marginal_access_base_sensitivity,marginal_access_high,gross_ceiling_per_million_base_tokens,conservative_access_per_million_high_tokens,neutral_access_per_million_base_tokens,optimistic_access_per_million_low_tokens,openalex_math_open_access,openalex_math_open_access_books,scarcity_relative_percentile,scarcity_band,scarcity_adjusted_access_base,ai_support_resource_levels,internet_percent_context,electricity_percent_context,tertiary_enrollment_percent_context,fr2_units,fr2_source_tokens,fr2_gross_tokens_low,fr2_gross_tokens_base,fr2_gross_tokens_high,fr2_api_equivalent_usd_base,recommended_openstax_next_product,recommended_openstax_depth,foundational_numeracy_pre_algebra_source_gap,curriculum_selection_basis,openstax_next_gross_tokens_low,openstax_next_gross_tokens_base,openstax_next_gross_tokens_high,explicit_negative_control,resource_abundance_control_candidate,recommendation_eligibility,interpretation,gross_ceiling_rank,conservative_efficiency_rank,neutral_efficiency_rank,optimistic_efficiency_rank,scarcity_adjusted_rank,rank_best_across_views,rank_worst_across_views
NAT-038,Javanese,jv-Latn-ID,true,,,,Javanese,Indonesia,POP-ID-001,68044660,68044660,source_interval_or_exact_bounds,68044660,68044660,68044660,persons,daily_language_at_home_age5plus_persons,standalone_observation,2010,PM-S005,"Table L4.1, printed p. 47",R5_50m_plus,1.000000,1.000000,0.000000,0.960000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,32661437,68044660,16706074.491,0.000,8018915.756,74550127.802,0,0,0.921053,S5_acutely_scarce_relative_proxy,30082914,Low,72.78075544,99.9,44.8813034886441,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",11,11,11,10,5,5,11
NAT-029,Thai,th-Thai-TH,true,,,,Thai,Thailand,TH-2010-003,64080191,64080191,source_interval_or_exact_bounds,64080191,64080191,64080191,persons,derived_union_of_mutually_exclusive_census_strata_persons,source_or_derived_set_observation,2010-09-01,TH-S001,"Derived from Table 7, PDF p. 98: 59,866,190 only Thai + 4,214,001 Thai and other languages",R5_50m_plus,1.000000,1.000000,0.000000,0.911000,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,29188527,64080191,15732732.653,0.000,7166259.603,70206632.360,321,0,0.149123,S1_resource_abundance_control_candidate,4352681,High,90.86718789,100,49.0776442074561,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,true,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",12,12,15,12,21,12,21
NAT-007,Gujarati,gu-Gujr-IN,true,,,,Gujarati,India,POP-IN-COMP-005,55036204,55036204,source_interval_or_exact_bounds,55036204,55036204,55036204,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 5; Statement 1 same-name mother-tongue component",R5_50m_plus,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.584924,0.792462,0.916985,India_C17_category_proxy_sensitivity,ACE-E019,0,34089878,50467358,13512286.250,0.000,8369621.271,55292333.328,1,0,0.780702,S4_high_scarcity_relative_proxy,26614036,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",13,13,10,14,6,6,14
NAT-013,Indian Urdu,ur-Arab-IN,true,,,,Indian Urdu,India,POP-IN-COMP-022,50725762,50725762,source_interval_or_exact_bounds,50725762,50725762,50725762,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",R5_50m_plus,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.543607,0.771804,0.908721,India_C17_category_proxy_sensitivity,ACE-E019,0,30600888,46095589,12454002.395,0.000,7513017.472,50502596.646,2,0,0.684211,S4_high_scarcity_relative_proxy,20937464,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",14,14,14,15,9,9,15
NAT-125,Bhojpuri,bho-Deva-IN,true,single_valid_bcp47,resolved_single_profile,rank_exact_india_profile_cross_border_reuse_separate,Bhojpuri (India),India,POP-IN-023,50579447,50579447,source_interval_or_exact_bounds,50579447,50579447,50579447,persons,census_mother_tongue_persons,same_name_child_preferred_over_parent_for_bhojpuri,2011,PM-S001,"Statement 1, printed p. 6",R5_50m_plus,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,19767088,50579447,12418079.674,0.000,4853142.814,55415138.205,,,,S_unknown,,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",15,15,18,13,39,13,39
NAT-008,Kannada,kn-Knda-IN,true,,,,Kannada,India,POP-IN-COMP-007,43506272,43506272,source_interval_or_exact_bounds,43506272,43506272,43506272,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 6; Statement 1 same-name mother-tongue component",R4_10m_to_49m,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.854699,0.927350,0.970940,India_C17_category_proxy_sensitivity,ACE-E019,0,31535081,42241972,10681499.781,0.000,7742377.073,46280551.353,13,0,0.394737,S2_lower_scarcity_relative_proxy,12448063,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",16,16,13,16,15,13,16
OBS-GRG-PL-001,Polish,pl-Latn-PL,true,single_valid_bcp47,resolved_single_profile,"deprioritize_generic_translation; retain for non-overlap, subgroup, or accessibility-format tests",Standard Polish (2026 RJP rules),Poland,GRG-PL-001,37868618,37868618,source_interval_or_exact_bounds,37868618,37868618,37868618,persons,census_languages_used_at_home_multiple_response_persons,direct_language_population_observation,2021-03-31,GRG-S006,Table 7.5 printed page 120 PDF page 122; Polski Polish row,R4_10m_to_49m,1.000000,1.000000,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,9467154,37868618,9297363.719,0.000,2324340.930,41489079.549,1073,123,0.114035,S1_resource_abundance_control_candidate,1079587,High,88.58496367,100,80.9149627685547,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,true,true,exclude_duplicate_or_explicit_control,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",17,17,25,17,27,17,27
NAT-030,Burmese,my-Mymr-MM,true,,,,Burmese,Myanmar,ASSEC-MM-MY-001,,,source_point_without_interval_model_low_zero_high_point,0,36817344,36817344,persons,derived_cldr_territory_functional_language_users,standalone_secondary_estimate_replaces_no_master_population_count,2026-03-17 CLDR release; component estimate year not stated,ASSEC-S006,cldr_target_derivations.md row my-Mymr-MM; supplementalData.xml XPath /supplementalData/territoryInfo/territory[@type='MM'] and languagePopulation[@type='my'],R4_10m_to_49m,1.000000,1.000000,0.000000,0.935274,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,17217151,36817344,9039258.796,0.000,4227091.664,40337297.601,0,0,0.921053,S5_acutely_scarce_relative_proxy,15857909,Low,45.4477005,80.4,20.3723297119141,210,120083,912737,4073049,18664571,16.77,MV-1,D3,false,Territory tertiary-enrollment proxy at or above 15%; scenario selects a complete algebra/trigonometry bridge.,1612429,5474018,21073801,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",18,18,20,18,12,12,20
NAT-009,Malayalam,ml-Mlym-IN,true,,,,Malayalam,India,POP-IN-COMP-011,34776533,34776533,source_interval_or_exact_bounds,34776533,34776533,34776533,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",R4_10m_to_49m,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.761951,0.880975,0.952390,India_C17_category_proxy_sensitivity,ACE-E019,0,23946869,33120829,8538206.390,0.000,5879347.063,36287374.140,5,0,0.543860,S3_middle_relative_proxy,13023744,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",19,19,16,20,14,14,20
NAT-018,Sindhi,sd-Arab-PK,true,,,,Sindhi,Pakistan,POP-PK-003,34401564,34401564,source_interval_or_exact_bounds,34401564,34401564,34401564,persons,census_mother_tongue_persons,standalone_observation,2023,PM-S003,"Table 11, national row",R4_10m_to_49m,1.000000,1.000000,0.000000,0.588600,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.000000,0.500000,1.000000,unmeasured_low0_neutral0.5_high1_sensitivity,,0,10124380,34401564,8446145.382,0.000,2485700.612,37690554.891,0,0,0.921053,S5_acutely_scarce_relative_proxy,9325091,Low,57.253,95.7,10.8564126844434,210,120083,912737,4073049,18664571,16.77,MV-1,D2,true,"Territory adult-literacy proxy below 70%; the selected corpus lacks foundational numeracy/pre-algebra, so Algebra and Trigonometry is a second step rather than a substitute.",1087145,4356012,18630029,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",20,20,23,19,17,17,23
NAT-010,Odia,or-Orya-IN,true,,,,Odia,India,POP-IN-COMP-015,34059266,34059266,source_interval_or_exact_bounds,34059266,34059266,34059266,persons,census_same_name_mother_tongue_component_persons,same_name_component_preferred_over_parent_aggregate,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",R4_10m_to_49m,1.000000,1.000000,0.000000,0.781625,1.000000,territory_adult_literacy_proxy_sensitivity,ACE-E021,0.735945,0.867973,0.947189,India_C17_category_proxy_sensitivity,ACE-E019,0,23106806,32260563,8362105.636,0.000,5673097.858,35344861.726,0,0,0.921053,S5_acutely_scarce_relative_proxy,21282593,Low,70,99.9,34.4465039692543,210,120083,912737,4073049,18664571,16.77,SB-1,D3,false,Large exact population plus territory tertiary-enrollment proxy at or above 25%; scenario selects algebra/trigonometry plus statistics.,2997367,11374125,47112357,false,false,provisional_eligible,"Population values retain the source universe and reported interval status. Missing population intervals use a zero-to-point ranking sensitivity; missing practical access or academic overlap uses low 0, neutral 0.5, high 1. Base access is therefore a labelled sensitivity, not a measured harmed-population count.",21,21,17,22,8,8,22
