join_suggestion_id,intervention_id,target_name,observation_id,population_language_label,candidate_iso3,population_iso3,code_match,name_match,territory_match,suggestion_status,population_base,count_unit,measure_type,target_mapping_status,observation_use,negative_control,notes
JOIN-0025,NAT-005,Sri Lankan Tamil,ASSEC-LK-TA-001,Tamil,tam,tam,true,false,true,code_only_profile_join_review,3297390,persons,derived_cldr_territory_functional_language_users,language_and_country_match_to_NAT-005; source does not separate Sri Lankan Tamil subvarieties and likelySubtag is generic ta-Taml-IN,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0026,NAT-006,Marathi,POP-IN-013,Marathi,mar,mar,true,true,true,strong_join_suggestion,83026680,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0027,NAT-006,Marathi,POP-MU-008,Marathi,mar,mar,true,true,false,same_language_other_territory_review,364,persons,language_usually_spoken_at_home_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0028,NAT-006,Marathi,POP-IN-COMP-013,Marathi,mar,mar,true,true,true,strong_join_suggestion,82801140,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0029,NAT-007,Gujarati,POP-IN-005,Gujarati,guj,guj,true,true,true,strong_join_suggestion,55492554,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0030,NAT-007,Gujarati,POP-IN-COMP-005,Gujarati,guj,guj,true,true,true,strong_join_suggestion,55036204,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0031,NAT-008,Kannada,POP-IN-007,Kannada,kan,kan,true,true,true,strong_join_suggestion,43706512,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0032,NAT-008,Kannada,POP-IN-COMP-007,Kannada,kan,kan,true,true,true,strong_join_suggestion,43506272,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0033,NAT-009,Malayalam,POP-IN-011,Malayalam,mal,mal,true,true,true,strong_join_suggestion,34838819,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0034,NAT-009,Malayalam,POP-IN-COMP-011,Malayalam,mal,mal,true,true,true,strong_join_suggestion,34776533,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0035,NAT-010,Odia,POP-IN-015,Odia,ory,ory,true,true,true,strong_join_suggestion,37521324,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0036,NAT-010,Odia,POP-IN-COMP-015,Odia,ory,ory,true,true,true,strong_join_suggestion,34059266,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0037,NAT-011,Assamese,POP-IN-001,Assamese,asm,asm,true,true,true,strong_join_suggestion,15311351,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0038,NAT-011,Assamese,POP-IN-COMP-001,Assamese,asm,asm,true,true,true,strong_join_suggestion,14816414,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0039,NAT-012,Pakistani Urdu,POP-IN-022,Urdu,urd,urd,true,true,false,same_language_other_territory_review,50772631,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0040,NAT-012,Pakistani Urdu,POP-PK-001,Urdu,urd,urd,true,true,true,strong_join_suggestion,22249307,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0041,NAT-012,Pakistani Urdu,POP-MU-011,Urdu,urd,urd,true,true,false,same_language_other_territory_review,413,persons,language_usually_spoken_at_home_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0042,NAT-012,Pakistani Urdu,POP-IN-COMP-022,Urdu,urd,urd,true,true,false,same_language_other_territory_review,50725762,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0043,NAT-013,Indian Urdu,POP-IN-022,Urdu,urd,urd,true,true,true,strong_join_suggestion,50772631,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0044,NAT-013,Indian Urdu,POP-PK-001,Urdu,urd,urd,true,true,false,same_language_other_territory_review,22249307,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0045,NAT-013,Indian Urdu,POP-MU-011,Urdu,urd,urd,true,true,false,same_language_other_territory_review,413,persons,language_usually_spoken_at_home_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0046,NAT-013,Indian Urdu,POP-IN-COMP-022,Urdu,urd,urd,true,true,true,strong_join_suggestion,50725762,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0047,NAT-014,Eastern Punjabi,POP-IN-016,Punjabi,pan,pan,true,true,true,strong_join_suggestion,33124726,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0048,NAT-014,Eastern Punjabi,POP-PK-002,Punjabi,pan,und,false,true,false,name_only_join_review,88915544,persons,census_mother_tongue_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0049,NAT-014,Eastern Punjabi,POP-IN-COMP-016,Punjabi,pan,pan,true,true,true,strong_join_suggestion,31144095,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0050,NAT-015,Western Punjabi,POP-IN-016,Punjabi,pnb,pan,false,true,false,name_only_join_review,33124726,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0051,NAT-015,Western Punjabi,POP-PK-002,Punjabi,pnb,und,false,true,true,name_only_join_review,88915544,persons,census_mother_tongue_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0052,NAT-015,Western Punjabi,POP-IN-COMP-016,Punjabi,pnb,pan,false,true,false,name_only_join_review,31144095,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0053,NAT-016,Afghan Pashto,POP-PK-004,Pashto,pus,pus,true,true,false,same_language_other_territory_review,43633946,persons,census_mother_tongue_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0054,NAT-016,Afghan Pashto,ASSEC-AF-PS-001,Pashto,pus,pus,true,true,true,strong_join_suggestion,18753110,persons,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,exact_Pashto_national_core_match_to_NAT-016; displaced cohorts excluded; source does not establish orthography,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0055,NAT-017,Pakistani Pashto,POP-PK-004,Pashto,pus,pus,true,true,true,strong_join_suggestion,43633946,persons,census_mother_tongue_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0056,NAT-017,Pakistani Pashto,ASSEC-AF-PS-001,Pashto,pus,pus,true,true,false,same_language_other_territory_review,18753110,persons,derived_2020_total_speakers_from_official_secondary_share_and_world_bank_denominator,exact_Pashto_national_core_match_to_NAT-016; displaced cohorts excluded; source does not establish orthography,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0057,NAT-018,Sindhi,POP-IN-019,Sindhi,snd,snd,true,true,false,same_language_other_territory_review,2772264,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0058,NAT-018,Sindhi,POP-PK-003,Sindhi,snd,snd,true,true,true,strong_join_suggestion,34401564,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0059,NAT-018,Sindhi,POP-IN-COMP-019,Sindhi,snd,snd,true,true,false,same_language_other_territory_review,1679246,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0060,NAT-019,Saraiki,POP-PK-007,Saraiki,skr,skr,true,true,true,strong_join_suggestion,28849579,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0061,NAT-020,Balochi Pakistan profile,POP-PK-005,Balochi,bal,bal,true,false,true,code_only_profile_join_review,8117795,persons,census_mother_tongue_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0062,NAT-020,Balochi Pakistan profile,ALG-TM-L004,Baloch [source category],bal,bal,true,false,false,same_language_other_territory_review,82767,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0063,NAT-021,Brahui,POP-PK-009,Brahui,brh,brh,true,true,true,strong_join_suggestion,2778670,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0064,NAT-022,Nepali,POP-IN-014,Nepali,nep,nep,true,true,false,same_language_other_territory_review,2926168,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0065,NAT-022,Nepali,POP-NP-001,Nepali,nep,nep,true,true,true,strong_join_suggestion,13084457,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0066,NAT-022,Nepali,POP-IN-COMP-014,Nepali,nep,nep,true,true,false,same_language_other_territory_review,2925796,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0067,NAT-023,Maithili Nepal profile,POP-IN-010,Maithili,mai,mai,true,true,false,same_language_other_territory_review,13583464,persons,census_mother_tongue_persons,c16_census_language_aggregate,context_category_parent_superseded_for_standard_edition_by_same_name_component,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0068,NAT-023,Maithili Nepal profile,POP-NP-002,Maithili,mai,mai,true,true,true,strong_join_suggestion,3222389,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0069,NAT-023,Maithili Nepal profile,POP-IN-COMP-010,Maithili,mai,mai,true,true,false,same_language_other_territory_review,13353347,persons,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_preferred_for_standard_edition,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0070,NAT-024,Bhojpuri Nepal profile,POP-IN-023,Bhojpuri,bho,bho,true,true,false,same_language_other_territory_review,50579447,persons,census_mother_tongue_persons,source_named_language_observation_nested_in_parent,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0071,NAT-024,Bhojpuri Nepal profile,POP-NP-003,Bhojpuri,bho,bho,true,true,true,strong_join_suggestion,1820795,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0072,NAT-024,Bhojpuri Nepal profile,POP-MU-002,Bhojpuri,bho,bho,true,true,false,same_language_other_territory_review,106583,persons,language_usually_spoken_at_home_persons,source_observation_not_candidate_ready,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0073,NAT-025,Bajjika Nepal profile,POP-NP-006,Bajjika,,und,false,true,true,name_only_join_review,1133764,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0074,NAT-026,Avadhi Nepal profile,POP-IN-029,Awadhi,awa,awa,true,false,false,same_language_other_territory_review,3850906,persons,census_mother_tongue_persons,c16_census_language_aggregate,aggregate_upper_bound_requires_same_name_component_or_target_fit,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0075,NAT-026,Avadhi Nepal profile,POP-NP-007,Avadhi,awa,awa,true,true,true,strong_join_suggestion,864276,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0076,NAT-027,Sinhala,ASSEC-LK-SI-001,Sinhala,sin,sin,true,true,true,strong_join_suggestion,14948168,persons,derived_cldr_territory_functional_language_users,exact_named_language_and_territory_match_to_NAT-027; population source does not establish orthography,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0077,NAT-028,Vietnamese,TH-2010-015,Vietnamese,vie,vie,true,true,false,same_language_other_territory_review,8281,persons,census_usual_language_at_home_persons,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0078,NAT-028,Vietnamese,ALG-KH-L002,Vietnamese,vie,vie,true,true,false,same_language_other_territory_review,78090,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0079,NAT-028,Vietnamese,ASSEC-VN-VI-001,Vietnamese,vie,vie,true,true,true,strong_join_suggestion,89000000,persons,peer_reviewed_published_lower_bound_speakers,exact_named_language_and_country_match_to_NAT-028; source does not establish orthography,gross_lower_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0080,NAT-029,Thai,TH-2010-001,Only Thai Language,tha,tha,true,false,true,code_only_profile_join_review,59866190,persons,census_usual_language_at_home_persons,source_aggregate_or_component_context,context_or_set_accounting_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0081,NAT-029,Thai,TH-2010-002,Thai and others languages,tha,tha,true,false,true,code_only_profile_join_review,4214001,persons,census_usual_language_at_home_persons,source_aggregate_or_component_context,context_or_set_accounting_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0082,NAT-029,Thai,TH-2010-003,Thai usable home-language union,tha,tha,true,true,true,strong_join_suggestion,64080191,persons,derived_union_of_mutually_exclusive_census_strata_persons,derived_exact_thai_usable_union,gross_language_ceiling_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0083,NAT-029,Thai,ALG-VN-E003,Thái,tha,,false,true,false,name_only_join_review,1820950,persons,statistical_survey_ethnic_category_persons,non_language_population_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0084,NAT-029,Thai,ALG-KH-L005,Thai,tha,tha,true,true,false,same_language_other_territory_review,6650,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0085,NAT-030,Burmese,TH-2010-014,Burmese,mya,mya,true,true,false,same_language_other_territory_review,827713,persons,census_usual_language_at_home_persons,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0086,NAT-030,Burmese,ASSEC-MM-MY-001,Burmese,mya,mya,true,true,true,strong_join_suggestion,36817344,persons,derived_cldr_territory_functional_language_users,exact_national_language_and_territory_core_of_NAT-030; displaced cohorts excluded,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0087,NAT-031,Khmer,TH-2010-017,Cambodia,khm,khm,true,false,false,same_language_other_territory_review,180533,persons,census_usual_language_at_home_persons,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0088,NAT-031,Khmer,ALG-VN-E006,Khmer,khm,,false,true,false,name_only_join_review,1319652,persons,statistical_survey_ethnic_category_persons,non_language_population_proxy,context_or_sensitivity_only,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0089,NAT-031,Khmer,ALG-KH-L001,Khmer,khm,khm,true,true,true,strong_join_suggestion,14893134,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0090,NAT-032,Lao,TH-2010-016,Lao,lao,lao,true,true,false,same_language_other_territory_review,60199,persons,census_usual_language_at_home_persons,source_named_label_pending_edition_profile_evidence,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
JOIN-0091,NAT-032,Lao,ALG-KH-L004,Lao,lao,lao,true,true,false,same_language_other_territory_review,13636,persons,census_mother_tongue_persons,source_named_language_observation,gross_upper_bound_pending_intervention_edges,false,Machine suggestion only; semantic audit and explicit intervention-edge factors remain required.
