universe_profile_id,display_name,profile_tag,source_profile_tag,disposition,candidate_id,candidate_target_name,observation_id,join_status,suggestion_status,semantic_join_status,candidate_ready_for_ranking,source_target_mapping_status,denominator_class,source_measure_type,learner_stratum,population_low,population_base,population_high,count_unit,reference_date_or_year,source_id,source_locator,source_url,source_value_status,derivation_method,typed_view_eligibility,source_transcribed_exactly,gross_population_only,source_rank_ready_claim,rank_ready_marginal_access,source_series_id,overlap_group_id,nonadditivity_group_id,nonadditivity_rule,supersedes_observation_ids,population_use,existing_supply_state,next_nonduplicative_action,caveats
GLB-006,Xiang varieties,hsn-Hans-CN; exact standard unresolved,,unresolved_no_comparable_count,,,,no_current_candidate_profile,not_applicable,not_applicable,false,not_applicable,,,,,,,not_applicable,,,,,,,,,,not_applicable,false,,,,not_applicable,,unresolved_no_current_population_join,Standard Written Chinese school supply exists; vernacular residual unknown.,"Resolve exact community, written modality and incremental use.",Do not substitute the Sinitic family or mainland population.
GLB-007,"Standard Hindi, India",hi-Deva-IN,Devanagari,forward_residual_audit,NAT-124,Standard Hindi,POP-IN-COMP-006,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,322230097,322230097,322230097,persons,2011,PM-S001,"Statement 1, printed pp. 5-6; same-name mother-tongue component Hindi = 322,230,097",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-006-CATEGORY-COMPONENT,ALT-POP-IN-006-CATEGORY-COMPONENT,ALT-POP-IN-006-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Strong school supply and exact formal-reasoning edition; higher/professional gaps remain.,"Commission exact bilingual tertiary, research-method, professional and accessibility residuals.","Bhojpuri and other named returns are nested in the census Hindi umbrella. The same-name component is 60.988324% of the printed 528,347,193 Hindi census-language umbrella. The umbrella contains Bhojpuri, Chhattisgarhi, Magahi, Rajasthani, and other returns and is not Standard Hindi reach. C-17's 691,347,193 reported first/second/third-language total inherits that umbrella and measures reported language knowledge, not comfortable academic reading. The 322,230,097 component is a gross ex-ante ceiling, not a measured underserved population."
GLB-008,"Urdu, Pakistan",ur-Aran-PK,Perso-Arabic,ranked_in_typed_view,NAT-012,Pakistani Urdu,POP-PK-001,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,source_named_language_observation,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,22249307,22249307,22249307,persons,2023,PM-S003,"Table 11, national all-localities all-sexes row",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,,,,no_cross_row_nonadditivity_group_recorded,,gross_or_context_typed_view_only_not_direct_residual_rank,School and media supply exists; advanced open sequence unresolved.,Audit secondary-to-tertiary and professional gaps with offline Nastaliq rendering.,National status is not universal comfortable Nastaliq readership. Mother tongue is not total Urdu knowledge.
GLB-009,"Urdu, India",ur-Aran-IN,Perso-Arabic,ranked_in_typed_view,NAT-013,Indian Urdu,POP-IN-022,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,50772631,50772631,50772631,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-022-CATEGORY-COMPONENT,ALT-POP-IN-022-CATEGORY-COMPONENT,ALT-POP-IN-022-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply varies by state and stage.,Audit exact state/stage open supply and terminology transitions.,Do not merge with Pakistan Urdu or Standard Hindi readership. India territory cell is separate from Pakistan Urdu. India C-16 census-language category can include multiple named mother-tongue components.
GLB-009,"Urdu, India",ur-Aran-IN,Perso-Arabic,ranked_in_typed_view,NAT-013,Indian Urdu,POP-IN-COMP-022,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,50725762,50725762,50725762,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-022-CATEGORY-COMPONENT,ALT-POP-IN-022-CATEGORY-COMPONENT,ALT-POP-IN-022-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply varies by state and stage.,Audit exact state/stage open supply and terminology transitions.,Do not merge with Pakistan Urdu or Standard Hindi readership. Component of the broader Urdu census-language category; India and Pakistan populations remain territory-distinct. Component is 99.907688% of the printed parent category. Never sum parent and component.
GLB-010,"Bangla, Bangladesh",bn-Beng-BD,bn-Beng-BD; source variety not stated,ranked_in_typed_view,,"Bangla mother-tongue population, Bangladesh",SUP-039,supplemental_profile_link_context_only,not_applicable,profile_id_explicit_but_not_rank_approved,false,supplement_context_only,mother_tongue_or_first_language,derived_official_survey_share_times_official_adjusted_population,Bangladesh residents represented by the official 2023 SEDS mother-tongue estimate,168410840,168419331,168427822,persons,2022 population / 2023 survey,SUPSRC-BD-BBS-PHC2022-SEDS2023,"SEDS 2023 Table 3.6, printed p. 66: Bangla mother tongue 99.17%; PHC 2022 National Report Volume I Table 3.1.3, printed p. 43: adjusted population 169,828,911",https://bbs.portal.gov.bd/pages/static-pages/6922e073933eb65569e27220,derived_cross_source_from_official_percentage_and_population,"round(169,828,911 × 99.17%); bounds use 99.165%–99.175% with integer endpoints",typed_derived_l1_view,false,true,false,false,BD-BBS-PHC2022-SEDS2023,BD-BBS-PHC2022-SEDS2023,,no_internal_alternative_row_registered,ASSEC-BD-BN-001,gross_or_context_typed_view_only_not_direct_residual_rank,Current NCTB supply; foundational mastery and continuity gaps documented.,"Prioritize ECE/grades 2-5 recovery, emergency continuity, then TVET/applied pathways.","Derived L1 is not an exact census language count; Bangladesh and India need separate overlays. Rounding interval reflects only the published 99.17% to two decimal places; the survey does not print a weighted-person denominator and names all non-Bangla mother tongues only as Other. Official replacement for the provisional CLDR functional-language estimate; it remains a gross L1 context, not written academic comfort or unique marginal access."
GLB-010,"Bangla, Bangladesh",bn-Beng-BD,,ranked_in_typed_view,NAT-001,Bangladesh Bangla,,candidate_without_machine_strong_population_suggestion,none,unresolved,false,unresolved,,,,,,,not_applicable,,,,,,,,,,not_applicable,false,,,,not_applicable,,unresolved_population_join,Current NCTB supply; foundational mastery and continuity gaps documented.,"Prioritize ECE/grades 2-5 recovery, emergency continuity, then TVET/applied pathways.",Derived L1 is not an exact census language count; Bangladesh and India need separate overlays.
GLB-011,"Bengali, India",bn-Beng-IN,Bengali,ranked_in_typed_view,NAT-002,Indian Bengali,POP-IN-002,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,97237669,97237669,97237669,persons,2011,PM-S001,"Statement 1, printed p. 5",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-002-CATEGORY-COMPONENT,ALT-POP-IN-002-CATEGORY-COMPONENT,ALT-POP-IN-002-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,School supply substantial; vocational/tertiary discontinuities remain.,Prioritize secondary/TVET and Bengali-English first-year bridges.,Do not use one locale-neutral Bangla edition. Census category includes Bengali plus grouped mother tongues. India C-16 census-language category can include multiple named mother-tongue components.
GLB-011,"Bengali, India",bn-Beng-IN,Bengali,ranked_in_typed_view,NAT-002,Indian Bengali,POP-IN-COMP-002,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,96177835,96177835,96177835,persons,2011,PM-S001,"Statement 1, printed p. 5; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-002-CATEGORY-COMPONENT,ALT-POP-IN-002-CATEGORY-COMPONENT,ALT-POP-IN-002-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,School supply substantial; vocational/tertiary discontinuities remain.,Prioritize secondary/TVET and Bengali-English first-year bridges.,Do not use one locale-neutral Bangla edition. Component of the broader Bengali census-language category; C-17 overlap remains a category-level proxy. Component is 98.910058% of the printed parent category. Never sum parent and component.
GLB-012,Telugu,te-Telu-IN,Telugu,ranked_in_typed_view,NAT-003,Telugu,POP-IN-021,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,81127740,81127740,81127740,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-021-CATEGORY-COMPONENT,ALT-POP-IN-021-CATEGORY-COMPONENT,ALT-POP-IN-021-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,School supply substantial; TVET/tertiary transition thin.,"Applied secondary/TVET/first-year STEM, coding, finance and entrepreneurship.",Andhra Pradesh and Telangana require separate curriculum crosswalks. Count is the ORGI category total. India C-16 census-language category can include multiple named mother-tongue components.
GLB-012,Telugu,te-Telu-IN,Telugu,ranked_in_typed_view,NAT-003,Telugu,POP-IN-COMP-021,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,80912459,80912459,80912459,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-021-CATEGORY-COMPONENT,ALT-POP-IN-021-CATEGORY-COMPONENT,ALT-POP-IN-021-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,School supply substantial; TVET/tertiary transition thin.,"Applied secondary/TVET/first-year STEM, coding, finance and entrepreneurship.",Andhra Pradesh and Telangana require separate curriculum crosswalks. Component of the broader Telugu census-language category; C-17 overlap remains a category-level proxy. Component is 99.734639% of the printed parent category. Never sum parent and component.
GLB-013,Marathi,mr-Deva-IN,Devanagari,ranked_in_typed_view,NAT-006,Marathi,POP-IN-013,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,83026680,83026680,83026680,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-013-CATEGORY-COMPONENT,ALT-POP-IN-013-CATEGORY-COMPONENT,ALT-POP-IN-013-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Strong grade 1-12 provision; vocational/tertiary residual.,"Secondary/TVET and first-year applied science, computing, finance and agriculture.",Functional total is not additive to L1. Category total includes minor grouped labels. India C-16 census-language category can include multiple named mother-tongue components.
GLB-013,Marathi,mr-Deva-IN,Devanagari,ranked_in_typed_view,NAT-006,Marathi,POP-IN-COMP-013,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,82801140,82801140,82801140,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-013-CATEGORY-COMPONENT,ALT-POP-IN-013-CATEGORY-COMPONENT,ALT-POP-IN-013-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Strong grade 1-12 provision; vocational/tertiary residual.,"Secondary/TVET and first-year applied science, computing, finance and agriculture.",Functional total is not additive to L1. Component of the broader Marathi census-language category; C-17 overlap remains a category-level proxy. Component is 99.728352% of the printed parent category. Never sum parent and component.
GLB-014,"Tamil, India",ta-Taml-IN,Tamil,ranked_in_typed_view,NAT-004,Indian Tamil,POP-IN-020,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,69026881,69026881,69026881,persons,2011,PM-S001,"Statement 1, printed p. 7",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-020-CATEGORY-COMPONENT,ALT-POP-IN-020-CATEGORY-COMPONENT,ALT-POP-IN-020-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Comparatively strong school/vocational supply; tertiary/research continuity residual.,"Tamil-English first-year STEM, management and research methods.",Sri Lankan Tamil is a distinct locale and population cell. Count is the ORGI category total. India C-16 census-language category can include multiple named mother-tongue components.
GLB-014,"Tamil, India",ta-Taml-IN,Tamil,ranked_in_typed_view,NAT-004,Indian Tamil,POP-IN-COMP-020,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,same_name_mother_tongue_component_preferred_for_standard_edition,same_name_mother_tongue_component,census_same_name_mother_tongue_component_persons,same_name_mother_tongue_component_population,68888839,68888839,68888839,persons,2011,PM-S001,"Statement 1, printed p. 7; Statement 1 same-name mother-tongue component",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-020-CATEGORY-COMPONENT,ALT-POP-IN-020-CATEGORY-COMPONENT,ALT-POP-IN-020-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Comparatively strong school/vocational supply; tertiary/research continuity residual.,"Tamil-English first-year STEM, management and research methods.",Sri Lankan Tamil is a distinct locale and population cell. Component of the broader Tamil census-language category; territory-specific terminology remains separate from Sri Lankan Tamil. Component is 99.800017% of the printed parent category. Never sum parent and component.
GLB-015,Gujarati,gu-Gujr-IN,Gujarati,ranked_in_typed_view,NAT-007,Gujarati,POP-IN-005,machine_strong_join_suggestion_pending_semantic_audit,strong_join_suggestion,not_audited_machine_suggestion,false,c16_census_language_aggregate,mother_tongue_or_first_language,census_mother_tongue_persons,national_language_population,55492554,55492554,55492554,persons,2011,PM-S001,"Statement 1, printed p. 5",,source_observation_transcribed_exactly,,context_only_pending_semantic_join_audit,true,true,false,false,ALT-POP-IN-005-CATEGORY-COMPONENT,ALT-POP-IN-005-CATEGORY-COMPONENT,ALT-POP-IN-005-CATEGORY-COMPONENT,never_sum_rows_sharing_overlap_group_id,,gross_or_context_typed_view_only_not_direct_residual_rank,Supply audit incomplete beyond school baseline.,"Audit microenterprise, applied science, finance and first-year transition.",Functional total is not additive to L1. Category includes grouped minor mother-tongue labels. India C-16 census-language category can include multiple named mother-tongue components.
